_id,substance_label
2004-004794-28-SE,Aliskiren / Hydrochlorothiazide / Valsartan
2004-004796-11-DE,Letrozole / Zoledronic acid
2004-004802-26-ES,Atorvastatin / Simvastatin
2004-004803-39-BE,Disufenton sodium
2004-004806-25-HU,Pantoprazole
2004-004811-53-IT,Saw palmetto
2004-004819-29-IT,Rituximab
2004-004822-29-IT,Chloroprocaine
2004-004823-36-DE,Alprazolam / Flupentixol
2004-004824-11-DE,Pimecrolimus
2004-004825-87-CZ,Tazarotene
2004-004829-97-GB,Ciclopirox
2004-004830-15-GB,Ciclopirox
2004-004831-76-IT,Fluvastatin
2004-004835-72-GB,Somatropin
2004-004837-33-GB,Gabapentin
2004-004845-17-IT,Gemcitabine / Paclitaxel
2004-004848-45-AT,Peginterferon alfa-2a / Ribavirin
2004-004849-18-BE,Cilengitide
2004-004852-38-IT,Peginterferon alfa-2a
2004-004854-19-SK,Givinostat
2004-004862-33-DE,Bisoprolol fumarate / Nebivolol
2004-004863-32-AT,Hydrochlorothiazide / Nebivolol
2004-004864-54-DE,Nebivolol
2004-004865-14-HU,Irbesartan / Valsartan
2004-004867-31-IT,Pegaptanib
2004-004874-96-GB,Docetaxel
2004-004876-36-GB,Doxycycline
2004-004880-31-DE,Paclitaxel
2004-004881-34-DE,Rimonabant
2004-004884-31-GB,Mycophenolate mofetil / Sirolimus
2004-004885-33-BE,Glucosamine
2004-004890-26-GB,Midazolam / Nitrous oxide
2004-004891-36-ES,Testosterone
2004-004893-96-GB,Clindamycin / Tetracycline hydrochloride
2004-004899-36-DK,Gold sodium thiomalate / Parthenolide
2004-004901-12-BE,Calcium / Fluorouracil / Nitrafudam
2004-004903-39-GB,Glatiramer acetate / Interferon / Mitoxantrone
2004-004904-19-GB,Pegvisomant
2004-004905-11-DE,Budesonide / Fluticasone / Formoterol / Salmeterol / Terbutaline sulfate
2004-004907-39-DK,Azd2423
2004-004908-21-DK,Azd2423
2004-004909-16-GB,Paroxetine / Quetiapine fumarate
2004-004914-18-IT,Etanercept
2004-004917-41-BE,Azathioprine / Cyclophosphamide / Mycophenolate mofetil
2004-004918-17-ES,Donepezil
2004-004921-89-GB,Methylphenidate hydrochloride / Modafinil
2004-004928-12-ES,Nitric oxide
2004-004929-99-SE,Oxytocin
2004-004933-32-CZ,Hydrochlorothiazide / Losartan
2004-004947-23-BE,Apramycin / Ciclosporin
2004-004948-45-ES,Peginterferon alfa-2a / Ribavirin
2004-004953-24-DE,Aprepitant / Parecoxib / Pregabalin
2004-004956-38-DE,Aprepitant / Dexamethasone / Granisetron hydrochloride / Melphalan
2004-004957-24-AT,Capecitabine / Cyclophosphamide / Doxorubicin / Exemestane / Fluorouracil / Methotrexate / Paclitaxel
2004-004958-63-IT,Mycophenolic acid
2004-004960-64-BE,Duloxetine hydrochloride
2004-004963-32-AT,Bevacizumab
2004-004967-30-DE,Corifollitropin alfa
2004-004974-94-LV,Tafluprost
2004-004983-56-GB,Atorvastatin
2004-004984-32-DE,Paroxetine hydrochloride
2004-004988-30-IE,Clonidine / Fentanyl / Levobupivacaine
2004-004990-27-IT,Lopinavir / Ritonavir
2004-004995-35-CZ,Paroxetine
2004-004996-12-BE,Dexamethasone
2004-004997-10-IT,Dexamethasone
2004-004999-36-DE,Frovatriptan
2004-005001-29-DE,Ozarelix
2004-005002-68-IT,Iodixanol / Iopamidol
2004-005007-14-BE,Palifermin
2004-005010-37-GB,Modafinil
2004-005012-80-FI,Pancreatin
2004-005013-11-SE,Candesartan cilexetil / Hydrochlorothiazide
2004-005014-36-IT,Gamma-tocopherol
2004-005016-93-SE,Polygeline
2004-005018-35-DE,Mesalazine
2004-005019-28-GB,Repaglinide
2004-005020-41-DE,Tacrolimus
2004-005022-45-ES,Tibolone
2004-005024-40-DK,Lamotrigine
2004-005027-18-IT,Cisplatin / Gemcitabine
2004-005028-42-GB,Human fibrinogen|human thrombin
2004-005032-35-BE,Prednisolone
2004-005034-39-GB,Niacinamide
2004-005035-26-SE,Methadone hydrochloride
2004-005040-27-DE,Iratumumab
2004-005041-35-DE,Clopidogrel
2004-005044-27-ES,Lisinopril / Valsartan
2004-005045-35-SE,Rosiglitazone / Vildagliptin
2004-005049-36-IT,Alemtuzumab / Cyclophosphamide / Fludarabine
2004-005050-31-IT,Resimmune
2004-005051-34-BE,Von willebrand factor human
2004-005054-31-FI,Somatropin
2004-005055-33-GB,Daclizumab / Mycophenolate mofetil / Sirolimus / Tacrolimus
2004-005058-30-DE,Fluticasone
2004-005059-32-BE,Ipilimumab
2004-005060-24-DE,Ropivacaine hydrochloride
2004-005068-26-DK,Enzastaurin
2004-005069-39-ES,Duloxetine / Escitalopram
2004-005071-42-IE,Mycophenolic acid
2004-005074-24-DE,Dexamethasone acetate
2004-005078-22-DE,Quetiapine
2004-005079-40-DE,Acetylsalicylic acid / Ibuprofen
2004-005083-25-GB,Tenofovir disoproxil fumarate
2004-005087-24-GB,Cimetidine
2004-005088-17-HU,Zoledronic acid
2004-005091-16-FI,Estradiol valerate / Medroxyprogesterone acetate
2004-005093-24-LV,Gefitinib
2004-005094-29-IT,Ridaforolimus
2004-005095-17-DE,Lidocaine
2004-005096-42-DE,Erlotinib
2004-005101-29-GB,Lenalidomide
2004-005102-68-BE,Abatacept
2004-005103-16-EE,Citalopram
2004-005106-79-ES,Gimatecan
2004-005108-33-IT,Peginterferon alfa-2b / Ribavirin
2004-005112-83-IT,Peginterferon alfa-2a / Ribavirin
2004-005115-29-DE,Prednisolone
2004-005118-35-GB,Ny-eso-1
2004-005119-27-IT,Adefovir dipivoxil / Tenofovir disoproxil fumarate
2004-005120-41-IT,Adefovir dipivoxil / Tenofovir disoproxil
2004-005122-45-DE,Quetiapine fumarate
2004-005124-40-GB,Prednisolone
2004-005127-17-AT,Diclofenac / Lidocaine
2004-005135-26-DE,Cisplatin / Vinorelbine
2004-005136-76-SE,Acetylsalicylic acid
2004-005138-38-DK,Cefuroxime
2004-005142-12-GB,Isoniazid / Pyrazinamide / Rifampin
2004-005148-28-BE,Cladribine
2004-005157-63-IT,Bosentan
2004-005159-32-ES,Cefazolin / Gentamicin / Linezolid / Vancomycin
2004-005164-25-DK,Temozolomide / Thalidomide
2004-005166-20-DK,Aldesleukin / Peginterferon alfa-2b / Thalidomide
2004-005172-17-DE,Iodixanol / Iohexol / Iopromide
2004-005173-27-DK,Ethinyl estradiol / Levonorgestrel
2004-005174-23-GB,Clopidogrel
2004-005181-20-GR,Doxorubicin / Patupilone
2004-005182-37-DE,Terlipressin
2004-005184-15-GB,Levothyroxine
2004-005187-24-CZ,Hydromorphinol
2004-005188-12-GB,Demeclocycline
2004-005194-27-AT,Botulinum toxin type a
2004-005197-23-DE,Triamcinolone acetonide
2004-005205-30-BE,Capecitabine / Docetaxel / Vinorelbine
2004-005207-15-SE,Rocuronium bromide
2004-005210-37-FI,Tocilizumab
2004-005211-28-DE,Paracetamol / Tramadol
2004-005213-11-BE,Nesiritide
2004-005215-29-GB,Fluorouracil
2004-005218-35-SE,Cisplatin
2004-005223-18-DE,Somatropin
2004-005234-39-SE,Carbidopa / Entacapone / Levodopa
2004-005238-37-DE,Salmeterol
2004-005241-36-ES,Cisplatin / Gemcitabine / Trastuzumab
2004-005243-97-BE,Glibenclamide / Tesaglitazar
2004-005244-28-DE,Cyclophosphamide / Doxorubicin / Etoposide / Lenograstim / Mesna / Prednisone / Vinblastine / Vincristine
2004-005247-10-IT,Erlotinib
2004-005250-31-IT,Oxaliplatin / Vinorelbine
2004-005252-14-DE,Delcasertib
2004-005259-32-GB,Epoetin beta
2004-005261-38-GB,Methylprednisolone
2004-005262-20-BE,Hepatitis b virus hbsag surface protein antigen
2004-005267-21-IT,Nimesulide / Simvastatin
2004-005271-42-DK,Dexamethasone / Pregabalin
2004-005275-42-IT,Somatropin
2004-005276-16-BE,Doxorubicin / Trabectedin
2004-005282-37-ES,Vardenafil
2004-005285-20-IT,Almotriptan
2004-005287-24-AT,Diclofenac sodium / Ketorolac
2005-000004-13-BE,Acetylcarnitine
2005-000005-65-ES,Abacavir / Emtricitabine / Lamivudine / Tenofovir
2005-000006-32-SK,Fluticasone / Loteprednol etabonate
2005-000012-27-BE,Probenecid
2005-000013-36-ES,Rosiglitazone maleate
2005-000015-10-HU,Alginic acid / Sinapultide / Tromethamine
2005-000016-27-AT,Risperidone
2005-000021-32-IT,Cyclophosphamide / Docetaxel / Doxorubicin / Pemetrexed
2005-000027-42-GB,Testosterone
2005-000028-17-ES,Abacavir / Lamivudine / Zidovudine
2005-000039-73-DE,Aliskiren / Valsartan
2005-000042-37-SE,Somatropin
2005-000043-28-SE,Eculizumab
2005-000049-12-GB,Testosterone
2005-000051-15-IT,Axitinib
2005-000053-30-BE,Gemcitabine
2005-000060-16-ES,Amikacin sulfate
2005-000063-25-GB,Pheneridine
2005-000071-18-AT,Teicoplanin
2005-000077-22-BE,Perindopril
2005-000085-39-BE,Infliximab / Methotrexate
2005-000086-19-ES,Anecortave acetate
2005-000087-12-ES,Iodixanol / Iopamidol
2005-000093-50-SE,Glimepiride / Metformin / Pioglitazone / Pioglitazone hydrochloride
2005-000095-41-BE,Adalimumab
2005-000101-54-GB,Amezinium / Viprostol
2005-000103-34-IT,Ivabradine
2005-000104-13-IE,Bevacizumab / Cyclophosphamide / Docetaxel / Doxorubicin
2005-000105-65-AT,Azithromycin
2005-000107-33-ES,Cizolirtine
2005-000108-15-GB,Methadone / Methadone hydrochloride
2005-000115-10-GB,Prasterone
2005-000117-34-FI,Cetuximab / Fluorouracil / Oxaliplatin
2005-000120-17-GB,Melatonin
2005-000121-30-IT,Alemtuzumab / Cyclophosphamide / Fludarabine
2005-000127-42-AT,Silibinin
2005-000129-47-SE,Adalimumab
2005-000137-37-CZ,Dexamethasone / Palonosetron
2005-000140-85-HU,Epoetin beta / Seproxetine
2005-000142-37-HU,Epoetin beta / Seproxetine
2005-000144-87-HU,Seproxetine
2005-000146-36-ES,Matuzumab
2005-000149-12-BE,Celecoxib
2005-000154-76-DE,Tamsulosin hydrochloride
2005-000158-61-ES,Celecoxib
2005-000162-40-SE,Interferon
2005-000163-25-GB,Doxorubicin / Iodine / Iohexol
2005-000170-40-IT,Ferrous sulfate
2005-000171-18-FI,Temsirolimus
2005-000173-21-AT,Cytarabine
2005-000174-52-IT,Cyclophosphamide / Fludarabine / Rituximab
2005-000175-17-ES,Nevirapine
2005-000181-39-AT,Infliximab
2005-000182-19-DE,Clonitrate
2005-000184-25-BE,Ropinirole
2005-000186-19-ES,Bortezomib / Dexamethasone
2005-000188-24-DE,Calcipotriene
2005-000192-17-GB,Gemcitabine / Oxaliplatin
2005-000194-21-IT,Arginine
2005-000195-41-GB,Methylprednisolone
2005-000200-14-GB,Dexamethasone / Ketorolac tromethamine
2005-000203-34-ES,Peginterferon alfa-2a / Ribavirin
2005-000211-99-DK,Quetiapine / Valproate sodium
2005-000213-35-AT,Palifermin
2005-000217-35-BE,Doxorubicin / Vinorelbine
2005-000223-42-DE,Sertraline / Ziprasidone
2005-000229-51-DE,Indomethacin / Lumiracoxib
2005-000240-82-AT,Buprenorphine
2005-000244-90-IT,Almotriptan
2005-000258-64-SE,Quetiapine fumarate
2005-000260-57-DE,Zonisamide
2005-000279-16-FI,Amsacrine / Busulfan / Cytarabine / Gemtuzumab / Idarubicin / Mitoxantrone
2005-000285-39-IT,Bevacizumab
2005-000286-19-DK,Aliskiren
2005-000289-38-DK,Acetylcysteine
2005-000292-17-IT,Dexamethasone / Thalidomide
2005-000295-41-DE,Vardenafil
2005-000302-31-GB,Glycerin
2005-000307-33-ES,Nevirapine
2005-000309-75-BE,Alemtuzumab / Cyclophosphamide / Fludarabine
2005-000314-12-DE,Piribedil
2005-000319-87-DE,Insulin aspart / Insulin detemir
2005-000326-24-DE,Nitric oxide
2005-000329-52-GB,Cetuximab
2005-000331-14-IE,Bevacizumab / Calcium / Fluorouracil / Oxaliplatin
2005-000333-38-DE,Folic acid
2005-000336-25-IT,Peginterferon alfa-2a
2005-000343-28-IT,Mycophenolic acid
2005-000346-36-AT,Somatropin
2005-000347-29-AT,Octocog alfa
2005-000350-69-DE,Mycophenolate mofetil / Tacrolimus
2005-000355-15-DE,Cetuximab / Cisplatin
2005-000358-65-BE,Desloratadine / Levocetirizine dihydrochloride
2005-000359-13-HU,Rituximab
2005-000360-45-DE,Sildenafil
2005-000361-19-DK,Aliskiren
2005-000362-39-DK,Aliskiren / Irbesartan
2005-000365-19-SK,Fingolimod
2005-000366-39-DE,Formoterol fumarate / Salbutamol / Tiotropium bromide
2005-000371-18-GB,Thalidomide
2005-000372-41-GB,Budesonide / Formoterol
2005-000374-48-DK,Sertindole
2005-000380-26-ES,Everolimus
2005-000381-39-GB,Memantine hydrochloride
2005-000384-26-SE,Somatropin
2005-000387-39-BE,Capecitabine / Cisplatin / Fluorouracil / Trastuzumab
2005-000390-22-FI,Acetylsalicylic acid
2005-000394-21-DE,Fosfluridine tidoxil
2005-000395-41-IE,Bortezomib / Dexamethasone / Doxorubicin
2005-000397-45-GB,Triamcinolone acetonide
2005-000402-32-GB,Bleomycin
2005-000403-33-ES,Cyclophosphamide / Epirubicin / Fluorouracil / Paclitaxel
2005-000405-56-ES,Capecitabine / Trastuzumab / Vinorelbine
2005-000407-34-HU,Glibenclamide / Metformin
2005-000408-16-SE,Caffeine
2005-000409-67-IT,Buprenorphine
2005-000411-10-DE,Pregabalin
2005-000412-27-BE,Tilarginine acetate
2005-000417-36-ES,Goserelin
2005-000421-34-FI,Desmoteplase
2005-000428-18-AT,Rotigotine
2005-000431-22-IT,Apomorphine
2005-000434-21-DE,Glycopyrronium bromide / Levodopa
2005-000436-24-LV,Baclofen
2005-000438-19-BE,Capecitabine / Docetaxel / Gemcitabine / Paclitaxel / Vinorelbine
2005-000444-84-IT,Sarizotan
2005-000447-28-ES,Amlodipine / Olmesartan medoxomil
2005-000448-99-DE,Ceftriaxone / Metronidazole / Tigecycline
2005-000450-75-BE,Amlodipine / Hydrochlorothiazide / Olmesartan medoxomil
2005-000452-32-IT,Docetaxel / Gemcitabine
2005-000454-73-BE,Lenalidomide
2005-000458-57-SE,Esomeprazole / Lansoprazole / Omeprazole / Pantoprazole / Rabeprazole
2005-000459-14-ES,Cetuximab
2005-000472-40-BE,Aripiprazole
2005-000473-22-SK,Vildagliptin
2005-000474-42-IT,Perindopril
2005-000480-25-FI,Efalizumab
2005-000483-77-SE,Propofol
2005-000487-11-DK,Ranibizumab
2005-000489-37-CZ,Colfosceril palmitate
2005-000490-21-DE,Anastrozole / Docetaxel / Gemcitabine
2005-000492-18-IT,Infliximab
2005-000496-17-SE,Atorvastatin
2005-000497-50-IT,Bifeprunox
2005-000499-41-IT,Infliximab
2005-000500-13-GB,Metformin
2005-000503-33-DE,Diclofenac sodium
2005-000515-95-DE,Strontium ranelate / Teriparatide
2005-000517-36-BE,Everolimus
2005-000524-16-IT,Sunitinib
2005-000525-30-GR,Sunitinib
2005-000526-23-GB,Fluorouracil / Irinotecan / Sunitinib
2005-000532-25-IS,Budesonide / Formoterol
2005-000534-20-GB,Tromethamine
2005-000535-18-DE,Ibandronic acid
2005-000537-38-BE,Bortezomib / Dexamethasone / Doxorubicin / Vincristine
2005-000538-19-GB,Bupivacaine
2005-000541-11-DK,Glucosamine
2005-000544-86-DE,Interferon alfa-2a / Sorafenib
2005-000546-37-GB,Calcipotriene
2005-000550-75-GB,Azacitidine / Theophylline / Tretinoin / Valproate sodium
2005-000551-15-GB,Allopurinol / Folic acid
2005-000557-30-BE,Pertuzumab
2005-000561-18-IT,Imatinib
2005-000562-38-DE,Pancreatin
2005-000566-40-HU,Insulin human / Insulin lispro
2005-000570-52-DE,Pioglitazone
2005-000574-40-DE,Ubidecarenone
2005-000583-28-AT,Nimesulide / Paracetamol
2005-000594-22-BE,Darunavir / Lopinavir / Ritonavir
2005-000595-40-DE,Gimatecan
2005-000596-17-BE,Metformin hydrochloride
2005-000604-14-ES,Avosentan
2005-000606-31-GB,Tacrolimus
2005-000613-35-DE,Buprenorphine
2005-000614-12-IT,Hydrochlorothiazide / Irbesartan
2005-000615-99-DE,Carmustine / Cytarabine / Dexamethasone / Methotrexate / Thiotepa
2005-000619-85-GB,Metformin
2005-000639-13-FI,Azithromycin
2005-000640-91-ES,Gentulizumab
2005-000650-79-BE,Tiotropium
2005-000654-67-SE,Water
2005-000656-33-GB,Cyclophosphamide / Sirolimus
2005-000657-29-IT,Imatinib
2005-000659-14-GB,Flupirtine
2005-000660-74-FI,Sildenafil / Tamsulosin
2005-000661-19-GB,Letrozole
2005-000662-39-GB,Chromium
2005-000663-26-AT,Cyclosporine / Prednisone
2005-000664-51-AT,Iobitridol / Iodixanol
2005-000666-39-CZ,Gemcitabine / Paclitaxel
2005-000668-17-BE,Zoledronic acid
2005-000677-21-SE,Alanine / Cholecalciferol / Gadobenate dimeglumine / Manganese chloride
2005-000679-16-CZ,Infliximab
2005-000682-19-ES,Diclofenac
2005-000684-26-IT,Amlodipine / Valsartan
2005-000685-39-SE,Adrenalone / Ketorolac / Ropivacaine hydrochloride
2005-000686-19-GB,Capecitabine / Fluorouracil
2005-000689-38-ES,Chlorhexidine / Cicliomenol / Potassium / Sodium bicarbonate
2005-000690-22-SE,Elacytarabine
2005-000691-41-GB,Atorvastatin
2005-000693-45-IT,Cyclophosphamide / Doxorubicin / Prednisone / Rituximab / Vincristine
2005-000694-22-DE,Levobupivacaine hydrochloride / Ropivacaine hydrochloride
2005-000695-40-GB,Azathioprine / Mercaptopurine
2005-000699-41-IT,Cyclophosphamide / Fludarabine / Ibritumomab tiuxetan / Rituximab
2005-000700-14-IT,Cisplatin / Cyclophosphamide / Cytarabine / Doxorubicin / Etoposide / Filgrastim / Melphalan / Methotrexate / Mitoxantrone / Prednisone / Rituximab / Vincristine
2005-000701-61-GB,Bosentan
2005-000704-14-GB,Calcipotriene / Ciclopirox olamine
2005-000705-59-IT,Epratuzumab
2005-000706-31-BE,Epratuzumab
2005-000707-34-GB,"Acitretin / Anthralin / Calcipotriene / Ciclosporin / Coal tar / Etanercept / Hydroxyurea / Infliximab / Methotrexate / Methoxsalen / Mineral oil / Salicylic acid / Starch / Wax, emulsifying / Zinc oxide"
2005-000709-70-DE,Botulinum toxin type a
2005-000710-12-DK,Fentanyl citrate
2005-000711-10-GB,Pantoprazole
2005-000712-27-DE,Etravirine
2005-000715-98-BE,Dronedarone
2005-000717-35-SE,Celecoxib
2005-000720-16-BE,Moroctocog alfa / Octocog alfa
2005-000722-24-IT,Cetuximab / Fluorouracil
2005-000731-26-DE,Cisplatin / Nemorubicin
2005-000734-21-BE,Bortezomib
2005-000736-24-DE,Pancreatin
2005-000744-82-AT,Recombinant human c1-inhibitor
2005-000751-15-IT,Calcitriol
2005-000752-32-DE,Betahistine
2005-000755-15-GB,Perhexiline
2005-000771-18-DE,Ampicillin / Moxifloxacin
2005-000776-41-AT,Verteporfin
2005-000777-21-GB,Talimogene laherparepvec
2005-000778-31-AT,Docosapentaenoic acid / Vitamin e
2005-000784-26-BE,Abatacept
2005-000785-39-IT,Ketoconazole
2005-000786-19-ES,Prednisone
2005-000787-90-DE,Bupivacaine / Triamcinolone acetonide
2005-000793-45-DE,Darunavir / Ritonavir
2005-000799-42-DE,Diclofenac / Paracetamol
2005-000802-30-IT,Bevacizumab
2005-000803-32-GB,Levobupivacaine
2005-000805-68-IT,Alemtuzumab / Ciclosporin / Cyclophosphamide / Fludarabine / Melphalan / Methotrexate / Thiotepa
2005-000812-29-BE,Ambrisentan
2005-000813-36-GB,Omacetaxine mepesuccinate
2005-000814-11-GB,Omacetaxine mepesuccinate
2005-000817-37-GB,Dronabinol
2005-000826-22-CZ,Venlafaxine
2005-000832-26-SE,Diclofenac
2005-000833-39-IT,Cisplatin
2005-000836-25-SE,Sertindole
2005-000837-39-DE,Human heterologous liver cells
2005-000838-21-IT,Cisplatin
2005-000839-17-DE,Fluticasone propionate / Pimecrolimus
2005-000840-10-IT,Hepatitis b immune globulin
2005-000841-12-DE,Fenoterol / Ipratropium
2005-000842-35-BE,Liarozole
2005-000846-35-IE,Lapatinib
2005-000852-34-BE,Tadalafil / Testosterone
2005-000855-14-IT,Sirolimus
2005-000856-34-IT,Losartan
2005-000859-15-IT,Rituximab
2005-000864-16-IT,Everolimus
2005-000865-21-IT,Ritonavir
2005-000866-38-IT,Dexketoprofen
2005-000867-24-CZ,Albinterferon alfa-2b / Peginterferon alfa-2a / Ribavirin
2005-000869-20-LV,Chlorhexidine / Chlorobutanol
2005-000871-16-GB,Methotrexate
2005-000872-41-HU,Bgp-15
2005-000877-23-GB,Propofol / Remifentanil
2005-000884-25-IS,Tocilizumab
2005-000888-26-DE,Diclofenac
2005-000889-39-GB,"Fibrinogen, human / Thrombin"
2005-000890-23-SE,Ciclosporin
2005-000891-42-DK,Eptacog alfa (activated)
2005-000899-40-IT,Metformin
2005-000900-15-LT,Ruboxistaurin
2005-000901-77-IT,Onabotulinumtoxina
2005-000902-30-GB,Prednisolone
2005-000904-15-IT,Daclizumab / Mycophenolic acid
2005-000915-80-IT,Doxorubicin / Vincristine
2005-000917-37-SE,Nicotine
2005-000918-13-DE,Salmeterol
2005-000927-41-IT,Oxaliplatin
2005-000928-17-IT,Oxaliplatin
2005-000929-31-IT,Doxorubicin
2005-000933-39-DE,Gemcitabine
2005-000934-19-DK,Denibulin
2005-000936-26-ES,Sirolimus
2005-000940-10-CZ,Terbinafine
2005-000941-12-DE,Carboplatin / Paclitaxel / Sorafenib
2005-000944-98-SE,Sepranolone
2005-000949-11-BE,Vorinostat
2005-000959-15-SE,Insulin human
2005-000960-25-GB,Clopidogrel hydrogen sulfate
2005-000963-25-SE,Sildenafil
2005-000967-24-DE,Cyclophosphamide / Docetaxel / Epirubicin / Trastuzumab
2005-000970-37-ES,Cetuximab
2005-000973-24-IT,Nimesulide
2005-000974-29-GB,Amylmetacresol
2005-000976-42-ES,Insulin aspart / Insulin detemir / Insulin human
2005-000986-20-DE,Letrozole
2005-000988-26-GB,Meloxicam
2005-000989-39-GB,Simvastatin
2005-000995-41-CZ,Farglitazar
2005-000996-16-IT,Acetylsalicylic acid
2005-001000-39-ES,Atorvastatin / Pitavastatin
2005-001004-39-GB,Isosorbide mononitrate / Sildenafil citrate
2005-001005-26-ES,Carboplatin / Gemcitabine / Pegfilgrastim
2005-001006-12-CZ,Cabergoline / Lisuride / Pramipexole / Ropinirole
2005-001008-37-SE,Interferon beta-1a
2005-001009-25-IT,Atorvastatin
2005-001012-41-IT,Bevacizumab
2005-001013-18-DE,Ciclosporin / Everolimus / Mycophenolate sodium / Tacrolimus
2005-001016-51-SE,Estrogen / Progesterone
2005-001017-17-DE,Remifentanil
2005-001021-28-ES,Duloxetine
2005-001026-89-DE,Interferon
2005-001027-11-GB,Gliclazide / Metformin
2005-001030-33-GB,Estradiol / Goserelin / Leuprorelin / Triptorelin
2005-001031-29-DE,Aladorian
2005-001032-72-PT,Carbidopa / Entacapone / Levodopa
2005-001033-15-FI,Pitavastatin / Simvastatin
2005-001034-32-GB,Sildenafil citrate
2005-001037-15-DK,Pitavastatin / Simvastatin
2005-001038-34-DK,Atorvastatin / Pitavastatin
2005-001039-31-DE,Pitavastatin / Pravastatin
2005-001040-23-IE,Nicotine
2005-001043-32-GB,Fluticasone / Salmeterol / Tiotropium
2005-001048-22-SE,Rosuvastatin calcium
2005-001055-38-IT,Cytarabine / Methotrexate
2005-001057-21-PT,Vicriviroc
2005-001058-26-PT,Vicriviroc
2005-001059-39-BE,Ezetimibe / Simvastatin
2005-001062-14-FI,Azithromycin
2005-001067-64-ES,Rituximab
2005-001069-32-DE,Quetiapine fumarate
2005-001070-27-AT,Tenecteplase
2005-001072-13-DK,Bleomycin / Cisplatin / Etoposide / Ifosfamide / Oxaliplatin / Paclitaxel
2005-001073-94-HU,Lonidamine
2005-001074-27-BE,Ocriplasmin
2005-001075-35-DE,Ocriplasmin
2005-001078-29-DK,Thyrotropin alfa
2005-001086-34-DK,Methotrexate
2005-001090-10-DE,Budesonide / Formoterol / Prednisolone
2005-001094-95-ES,Isoflavone
2005-001095-13-AT,Botulinum toxin type a
2005-001097-27-IS,Doxycycline
2005-001099-11-BE,Omalizumab
2005-001100-40-IT,Cyclophosphamide / Doxorubicin / Pixantrone / Prednisone / Rituximab / Vincristine
2005-001102-31-DE,Everolimus / Tacrolimus
2005-001110-41-ES,Bortezomib / Thalidomide
2005-001111-21-ES,Bortezomib / Thalidomide
2005-001112-41-DK,Pitavastatin
2005-001113-18-DE,Epoetin alfa / Filgrastim
2005-001117-17-ES,Cyclophosphamide / Doxorubicin / Trastuzumab
2005-001132-72-IT,Cisplatin / Fluorouracil / Vinorelbine
2005-001133-15-BE,Rocuronium bromide / Sugammadex / Vecuronium bromide
2005-001134-32-DK,Rocuronium bromide / Sugammadex / Vecuronium bromide
2005-001135-30-BE,Glycopyrronium / Rocuronium bromide / Sugammadex / Vecuronium bromide
2005-001138-33-NO,Methotrexate / Tocilizumab
2005-001139-31-BE,Doxorubicin / Ifosfamide
2005-001144-23-DE,Mycophenolate sodium
2005-001148-22-SK,Azathioprine / Everolimus
2005-001150-24-IT,Ritonavir
2005-001161-34-ES,Dacarbazine / Plitidepsin
2005-001164-32-IT,Didanosine / Efavirenz / Lamivudine / Tenofovir disoproxil / Zidovudine
2005-001165-33-BE,Buprenorphine / Gabapentin
2005-001166-13-GB,Abiraterone
2005-001169-32-BE,Dasatinib
2005-001171-36-BE,Ocriplasmin
2005-001173-96-GB,Porfimer sodium
2005-001176-12-DE,Aliskiren / Irbesartan
2005-001179-36-DE,Neomycin / Polymyxin b
2005-001180-65-DE,Glycerin / Gramicidin / Neomycin / Polymyxin b
2005-001183-31-BE,Cyclosporine / Mycophenolate mofetil / Sirolimus / Tacrolimus
2005-001185-14-BE,Adalimumab
2005-001186-34-ES,Azathioprine
2005-001187-31-SK,Lansoprazole
2005-001188-70-EE,Lansoprazole
2005-001189-15-LT,Dexlansoprazole
2005-001190-10-EE,Dexlansoprazole
2005-001191-12-DK,Losartan potassium
2005-001192-34-ES,Peginterferon alfa-2a / Ribavirin
2005-001193-28-AT,Ambrisentan
2005-001194-96-ES,Histamine dihydrochloride
2005-001195-13-GB,Buprenorphine hydrochloride / Methadone
2005-001201-25-GB,Radiprodil
2005-001203-19-GB,Hyaluronidase / Lidocaine
2005-001207-19-DE,Peginterferon alfa-2a / Ribavirin
2005-001209-24-GB,Cycloserine
2005-001213-18-IT,Letrozole
2005-001214-40-GB,Atenolol
2005-001217-17-DE,Lamotrigine / Quetiapine fumarate / Venlafaxine hydrochloride
2005-001218-42-IT,Pioglitazone
2005-001220-37-AT,Trastuzumab
2005-001221-28-BE,Ciclosporin / Tacrolimus
2005-001231-29-SE,Rituximab
2005-001233-16-CZ,Aripiprazole / Lithium carbonate
2005-001234-32-BE,Topiramate
2005-001235-30-ES,Squalamine lactate
2005-001239-32-ES,Eberconazole
2005-001242-17-ES,Ciclesonide
2005-001243-28-DE,Infliximab
2005-001245-41-AT,Dapsone
2005-001248-22-SE,Progesterone
2005-001250-24-DE,Oxybutynin
2005-001252-21-DE,Aliskiren / Atenolol
2005-001254-25-DE,Alanine / Cholecalciferol / Manganese chloride
2005-001256-20-DK,Acetylsalicylic acid / Odiparcil
2005-001258-26-ES,Amlodipine / Hydrochlorothiazide / Valsartan
2005-001259-39-GB,Insulin human
2005-001260-31-IT,Docetaxel / Gemcitabine
2005-001264-31-DE,Peginterferon alfa-2b / Ribavirin
2005-001268-30-IT,Mesalazine / Rifaximin
2005-001269-32-AT,Dexpanthenol / Lanolin / Olive oil
2005-001271-35-IT,Capecitabine / Gemcitabine
2005-001278-28-DE,Valsartan
