_id,raw_sponsor,is_commercial
2008-000987-18-NL,Netherlands Cancer Institute,FALSE
2008-000989-23-IT,PFIZER,TRUE
2008-000990-39-EE,PIERRE FABRE MEDICAMENT,TRUE
2008-000991-26-DK,"Department of Dermatology, Bispebjerg Hospital",FALSE
2008-000992-12-NL,Academic Medical Center,FALSE
2008-000994-39-FR,Centre Hospitalier Universitaire de Nantes,FALSE
2008-000996-57-NL,Academic Medical Centre,FALSE
2008-001001-41-GB,"Protherics Medicines Development Ltd, a BTG plc company",TRUE
2008-001002-16-IT,Sanofi-Aventis Recherche  Developpement,TRUE
2008-001003-38-GB,"The Royal Group of Hospitals, Belfast Trust",FALSE
2008-001004-22-FR,Centre Ren Huguenin,FALSE
2008-001008-21-IT,POLICLINICO UNIVERSITARIO AGOSTINO GEMELLI,FALSE
2008-001009-41-GB,Imperial College Healthcare NHS trust,FALSE
2008-001015-38-DE,"LWL University Hospital Bochum, Ruhr-University Bochum",FALSE
2008-001016-21-AT,Arbeitsgemeinschaft medikamentse Tumortherapie gemeinntzige GmbH,FALSE
2008-001024-31-GB,University of Oxford,FALSE
2008-001026-14-BE,Mundipharma Pharmaceuticals BV / Mundipharma Comm VA,TRUE
2008-001027-59-GB,University of Dundee,FALSE
2008-001032-12-DE,Universittsklinikum Schleswig-Holstein,FALSE
2008-001035-35-DE,Novartis Pharma Services AG,TRUE
2008-001037-98-IT,POLICLINICO UNIVERSITARIO AGOSTINO GEMELLI,FALSE
2008-001038-28-BE,Solvay Biologicals BV,TRUE
2008-001043-19-IT,Genzyme Europe BV,TRUE
2008-001047-19-IT,NOVARTIS VACCINES AND DIAGNOSTICS S.R.L.,TRUE
2008-001049-24-BE,Novo Nordisk A/S,TRUE
2008-001050-40-FR,Novo Nordisk A/S,TRUE
2008-001052-48-IE,Coombe Women and Infants University Hospital,FALSE
2008-001053-18-FR,INSTITUT CURIE,FALSE
2008-001055-21-IT,ELI LILLY,TRUE
2008-001060-36-SE,Acrux Pharma Pty Ltd,TRUE
2008-001061-29-DK,Novo Nordisk A/S,TRUE
2008-001062-93-IT,ISTITUTO NAZIONALE PER LA CURA TUMORI,FALSE
2008-001064-37-ES,Fournier Laboratories Ireland,TRUE
2008-001069-26-GB,University of Aberdeen,FALSE
2008-001071-30-AT,Medical University Vienna- Dept. of Pediatric Hemostaselology,FALSE
2008-001078-34-NL,Maastro Clinic,FALSE
2008-001079-31-IT,NOVARTIS VACCINES AND DIAGNOSTICS S.R.L.,TRUE
2008-001081-80-NL,Leiden University Medical Center,FALSE
2008-001084-10-FR,FNCLCC,FALSE
2008-001087-36-BE,Bayer Healthcare AG,TRUE
2008-001089-10-FR,Bristol-Myers Squibb International Corporation,TRUE
2008-001090-15-DE,Universittsklinikum Heidelberg,FALSE
2008-001092-29-SE,"Karolinska Institutet, Department of Clinical Sciences, Danderyd Hospital. Division of internal medi",FALSE
2008-001094-15-IT,AZIENDA SANITARIA OSPEDALIERA S. GIOVANNI BATTISTA DI TORINO,FALSE
2008-001095-77-GB,GlaxoSmithKline Research  Development Ltd,TRUE
2008-001098-13-BE,UZ Leuven,FALSE
2008-001104-23-BG,CSL Behring GmbH,TRUE
2008-001105-42-BE,Eli Lilly and Company,TRUE
2008-001107-27-DE,Universitt Leipzig,FALSE
2008-001108-21-ES,Fundacin para la Investigacin y desarrollo en el rea Cardiovascular,FALSE
2008-001122-13-DE,F. Hoffmann-La Roche Ltd,TRUE
2008-001123-62-GB,Chelsea Therapeutics Inc.,TRUE
2008-001124-31-BE,UZ Leuven,FALSE
2008-001125-34-FI,Arvi Yli-Hankala,FALSE
2008-001128-30-HU,SE Dept. of Psychiatry and Psychotherapy,FALSE
2008-001131-35-NL,"Academic Medical Center, department of Gastroenterology and hepatology",FALSE
2008-001135-35-AT,The Medicines Company,TRUE
2008-001136-12-IT,AZIENDA OSPEDALIERA UNIVERSITARIA CAREGGI,FALSE
2008-001137-99-GB,Royal Liverpool  Broadgreen University Hospitals Trust / University of Liverpool,FALSE
2008-001144-39-DK,Rigshospitalet,FALSE
2008-001149-24-FR,Centre Hospitalier Universitaire de Besanon,FALSE
2008-001151-22-IT,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,FALSE
2008-001153-17-BE,Merck Sharp  Dohme Europe Inc.,TRUE
2008-001156-43-BE,SCS Boehringer Ingelheim Comm.V,TRUE
2008-001157-18-DE,Dermatologikum Hamburg,FALSE
2008-001158-42-DE,Dermatologikum Hamburg,FALSE
2008-001159-23-SK,Eisai Limited,TRUE
2008-001160-36-GB,Imperial College London,FALSE
2008-001168-35-BE,"Pfizer Inc 235 East 42nd Street, New York, NY 10017",TRUE
2008-001170-32-BE,Eli Lilly and Company,TRUE
2008-001173-14-FR,"Janssen Cilag International N.V.,",TRUE
2008-001174-33-AT,"Merck Serono International, A branch of Laboratoires Serono S.A.",TRUE
2008-001175-29-IT,OSPEDALE POLICLINICO S. MATTEO,FALSE
2008-001176-67-ES,Dr. Antonio Osuna Ortega,FALSE
2008-001177-15-ES,Instituto Cientfico y Tecnolgico de Navarra,FALSE
2008-001179-30-SE,Orexo AB,TRUE
2008-001180-11-DE,Roche Pharma AG,TRUE
2008-001183-37-NL,Erasmus MC,FALSE
2008-001184-11-DE,Biodel Inc,TRUE
2008-001185-91-IT,AZIENDA OSPEDALIERA SENESE,FALSE
2008-001191-68-ES,Institut de Terapia Regenerativa Tissular ITRT,FALSE
2008-001192-29-ES,Fundacin Investigacin y Desarrollo en el Area Cardiovascular,FALSE
2008-001198-13-DE,Bayer HealthCare AG/Bayer Schering Pharma AG,TRUE
2008-001200-23-IT,FONDAZIONE MONZINO CENTRO CARDIOLOGICO,FALSE
2008-001201-42-IT,POLICLINICO SAN DONATO IRCSS,FALSE
2008-001204-23-ES,Dra. Beatriz Sanchez Sobrino,FALSE
2008-001209-41-NL,Actelion Pharmaceuticals Ltd,TRUE
2008-001210-25-SE,"National Institute of Allergy and Infectious Diseases NIAID, NIH",FALSE
2008-001211-37-BE,Astellas Pharma Europe B.V.,TRUE
2008-001212-20-BE,Astellas Pharma Europe B.V.,TRUE
2008-001218-26-FR,TROPHOS SA,TRUE
2008-001219-39-NL,Sanofi Pasteur SA,TRUE
2008-001225-34-FI,Helsinki University Central Hospital,FALSE
2008-001226-14-BE,Merck Sharp  Dohme Europe Inc.,TRUE
2008-001231-34-ES,HOSPITAL UNIVERSITARIO RAMON Y CAJAL,FALSE
2008-001236-13-IT,AZIENDA OSPEDALIERA DI PADOVA,FALSE
2008-001237-95-IT,AZIENDA OSPEDALIERA S. MARIA DI TERNI,FALSE
2008-001241-26-BG,Biotest AG,TRUE
2008-001242-10-BE,Novartis Pharma Services AG,TRUE
2008-001243-18-FI,Novartis Services AG,TRUE
2008-001246-21-FR,Novartis Pharma Services AG,TRUE
2008-001249-24-DE,F. Hoffmann-La Roche Ltd,TRUE
2008-001250-40-IE,Cancer Trials Ireland,FALSE
2008-001252-52-BE,Novartis Pharma Services AG,TRUE
2008-001254-41-SE,AstraZeneca AB,TRUE
2008-001257-18-NL,Biomet Nederland BV,TRUE
2008-001259-22-IT,MERCK SERONO INTERNATIONAL SA,TRUE
2008-001260-36-IT,AZIENDA OSPEDALIERA POLICLINICO DI MODENA,FALSE
2008-001262-87-DE,FoldRx Pharmaceuticals Limited,TRUE
2008-001264-37-IT,BOEHRINGER ING.,TRUE
2008-001265-28-DE,ISDIN,TRUE
2008-001267-11-DK,Department of Nephrology,FALSE
2008-001281-86-BE,Janssen Biologics B.V.,TRUE
2008-001282-28-NL,Radboud University Nijmegen Medical Centre,FALSE
2008-001283-37-IT,AZIENDA OSPEDALIERA SPEDALI CIVILI DI BRESCIA,FALSE
2008-001284-11-ES,ADELAIDA LAMAS FERREIRO,FALSE
2008-001287-36-GB,"Nitric BioTherapeutics, Inc",FALSE
2008-001290-15-BE,HOVON Foundation,FALSE
2008-001291-71-DE,University of Wuerzburg,FALSE
2008-001293-32-FR,Centre Hospitalier Universitaire de Besanon,FALSE
2008-001298-13-ES,PFIZER,TRUE
2008-001301-42-BE,GlaxoSmithKline Biologicals,TRUE
2008-001302-16-DE,"Medical Faculty, Otto-von-Guericke University",FALSE
2008-001303-34-CZ,GlaxoSmithKline Biologicals,TRUE
2008-001305-42-FR,Novartis Pharma Services AG,TRUE
2008-001306-16-BE,Novartis Pharma Services AG,TRUE
2008-001307-33-BE,GlaxoSmithKline Research  Development Limited,TRUE
2008-001308-22-NL,Academic Medical Centre,FALSE
2008-001309-40-SE,Linkping university,FALSE
2008-001310-24-DE,GlaxoSmithKline Biologicals,TRUE
2008-001314-24-ES,Biogen Idec Ltd,TRUE
2008-001319-39-IT,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI,FALSE
2008-001323-64-IT,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI,FALSE
2008-001324-31-IT,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI,FALSE
2008-001325-34-IT,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI,FALSE
2008-001329-33-CZ,AbbVie Inc,TRUE
2008-001335-36-FR,HOSPICES CIVILS DE LYON,FALSE
2008-001336-13-FR,ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS AP-HP,FALSE
2008-001339-37-IT,AZIENDA OSPEDALIERA S. MARIA DI TERNI,FALSE
2008-001340-39-IT,UNIVERSITA DEGLI STUDI DI MILANO-BICOCCA,FALSE
2008-001342-13-IT,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI,FALSE
2008-001346-92-SE,No sponsor,NA
2008-001352-51-DE,Portola Pharmaceuticals Inc.,TRUE
2008-001353-17-BE,Santaris Pharma A/S,TRUE
2008-001354-41-BE,"Cliniques Universitaires St Luc, Centre du Cancer",FALSE
2008-001355-21-IT,I.T.M.O. - ITALIAN TRIALS IN MEDICAL ONCOLOGY,FALSE
2008-001361-29-DE,EBMT European group for Blood and Marrow Transplantation,FALSE
2008-001367-11-ES,UNIDAD HEPATICA. CIBERehd. HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE,FALSE
2008-001368-35-FI,Oulu University Hospital,FALSE
2008-001369-27-IT,AZIENDA OSPEDALIERA OSPEDALE S. SALVATORE,FALSE
2008-001371-30-DE,Universittsklinikum Mnster,FALSE
2008-001372-75-DK,"Chorus, a Division of Eli Lilly and Company",TRUE
2008-001376-73-GB,Innocoll Technologies,TRUE
2008-001382-28-IT,Incyte Corporation,TRUE
2008-001394-15-GB,Cardiff University,FALSE
2008-001395-74-EE,Merrion Pharmaceuticals plc,TRUE
2008-001396-30-DE,"Pfizer Ltd, Ramsgate Road, Sandwich, Kent, UK",TRUE
2008-001397-32-IT,ASL 5 di PISA-ZONA VALDERA,FALSE
2008-001401-42-AT,"Medizinische Universitt Wien, Univ. KlM III, Klinische Abt. f. Gastroenterologie/Hepatologie",FALSE
2008-001405-41-DE,GMIHO mbH,FALSE
2008-001409-40-FR,Solvay Pharmaceuticals B.V.,TRUE
2008-001413-14-DE,Boehringer Ingelheim Pharma GmbH  Co. KG,TRUE
2008-001414-25-IT,BOEHRINGER ING.,TRUE
2008-001416-20-IT,ITALFARMACO,TRUE
2008-001417-26-DE,Steigerwald Arzneimittelwerk GmbH,TRUE
2008-001421-34-DE,"University of Cologne, Sponsor-Quality Management",FALSE
2008-001422-14-GB,CSL Limited,TRUE
2008-001426-14-IT,AZIENDA OSPEDALIERA PROVINCIALE DI LECCO,FALSE
2008-001430-27-AT,Arbeitsgemeinschaft medikamentse Tumortherapie gemeinntzige GmbH,FALSE
2008-001432-13-BE,Merz Pharmaceuticals GmbH,TRUE
2008-001433-98-BE,"UCB BioSciences, Inc",TRUE
2008-001436-12-NL,Institut Gustave Roussy,FALSE
2008-001438-29-IT,POLICLINICO UNIVERSITARIO AGOSTINO GEMELLI,FALSE
2008-001440-39-ES,Asociacin de Investigacin Hepatolgica y Transplante Heptico Infantil,FALSE
2008-001441-26-BE,H. Lundbeck A/S,TRUE
2008-001443-19-AT,Actelion Pharmaceuticals Ltd,TRUE
2008-001445-26-EE,GlaxoSmithKline Biologicals,TRUE
2008-001447-19-NL,Leiden University Medical Center,FALSE
2008-001449-25-ES,SORIA NATURAL S.A.,TRUE
2008-001451-21-IE,"Pfizer Inc.,235 East 42nd Street,New York,NY 10017",TRUE
2008-001454-40-IT,OSPEDALE S. RAFFAELE,FALSE
2008-001457-18-ES,Wyeth Research Division of Wyeth Pharmaceuticals Inc.,TRUE
2008-001459-23-GB,Nikolai Sleep Monitoring Clinic,FALSE
2008-001462-81-IT,OSPEDALE POLICLINICO S. MATTEO,FALSE
2008-001464-36-HU,Gilead Science Incorporated,TRUE
2008-001466-93-GB,Imperial College London,FALSE
2008-001467-10-GB,Imperial College London,FALSE
2008-001468-34-IT,AZIENDA OSPEDALIERA L. SACCO A.O. DI RILIEVO NAZIONALE,FALSE
2008-001469-28-AT,"Dep. of Ophthalmology, Medical University of Vienna",FALSE
2008-001472-69-ES,Luis F. Lopez-Cortes,FALSE
2008-001486-28-BE,Avexa Limited,TRUE
2008-001487-37-PT,Allergan Limited,TRUE
2008-001491-77-SE,"Prof. Ola Wins, Anesthesia and Intensive Care Medicine, Norrlands University Hospiatal",FALSE
2008-001492-30-ES,sanofi-aventis recherche  dveloppement,TRUE
2008-001493-32-IT,ISTITUTO PER LINFANZIA BURLO GAROFOLO,FALSE
2008-001494-15-DE,Bayer Schering Pharma,TRUE
2008-001495-69-FR,Centre Hospitalier Rgional et Universitaire de Lille,FALSE
2008-001497-33-IT,PFIZER,TRUE
2008-001499-55-FI,Turku PET Centre,FALSE
2008-001501-42-FI,Jukka Sairanen,FALSE
2008-001502-17-IT,AZIENDA OSPEDALIERA MEYER,FALSE
2008-001503-26-DE,Vifor Pharma - Vifor International AG,TRUE
2008-001506-16-FR,Institut Bergoni,FALSE
2008-001507-39-IT,GlaxoSmithKline,TRUE
2008-001509-40-HU,Hungarian Kidney Foundation,FALSE
2008-001515-37-DE,CESAR Central European Society for Anticancer Drug Research,FALSE
2008-001516-20-DK,Institut of Public Health,TRUE
2008-001518-26-AT,sanofi-aventis recherche  dveloppement,TRUE
2008-001519-39-NO,Biologiske Stasjon Drbak,FALSE
2008-001523-57-DE,Bristol Myers Squibb International Corporation,TRUE
2008-001524-31-DE,Dr. Falk Pharma GmbH,TRUE
2008-001525-34-GB,Derby Hospitals NHS Foundation Trust,FALSE
2008-001526-13-IT,AZIENDA OSPEDALIERA DI BOLOGNA POLICLINICO S. ORSOLA M. MALPIGHI,FALSE
2008-001530-27-SE,AstraZeneca AB,TRUE
2008-001535-35-FR,Eli Lilly and Company,TRUE
2008-001537-10-IT,G.O.N.O. - GRUPPO ONCOLOGICO NORD OVEST,FALSE
2008-001542-57-ES,Manuel Garca Medina,FALSE
2008-001543-19-BE,Antwerp University Hospital UZA,FALSE
2008-001546-67-BE,SCS Boehringer Ingelheim Comm.V,TRUE
2008-001550-41-BE,Sanofi-Aventis Recherche  Dveloppement,TRUE
2008-001551-22-FR,Cancer International Research Group,TRUE
2008-001552-44-IE,Cancer International research Group,TRUE
2008-001557-17-BE,Fresenius Biotech GmbH,TRUE
2008-001560-37-DE,"Medizinische Fakultt der TU-Mnchen, vertreten durch den Dekan",FALSE
2008-001561-28-DE,Klinik fr Ansthesiologie und Operative Intensivmedizin Klinikum Ludwigshafen,FALSE
2008-001563-11-BG,Octapharma AG,TRUE
2008-001566-90-BE,"Pfizer Limited, Ramsgate Road, Sandwich, Kent",TRUE
2008-001567-10-DE,GlaxoSmithKline Research  Development Limited,TRUE
2008-001568-35-GB,BELFAST HEALTH  SOCIAL CARE TRUST,FALSE
2008-001575-30-GB,University of Nottingham,FALSE
2008-001579-32-GB,University of Hertfordshire,FALSE
2008-001580-11-LT,Takeda Global Research  Development Centre Europe Ltd.,TRUE
2008-001581-91-LT,Takeda Global Research  Development Centre Europe Ltd.,TRUE
2008-001583-36-AT,Aesculap AG,TRUE
2008-001584-11-AT,MedUni Innsbruck Klinik fr Strahlentherapie,FALSE
2008-001589-94-DK,Rigshospitalet,FALSE
2008-001591-80-IT,G.I.S.L.  - GRUPPO ITALIANO STUDIO LINFOMI,FALSE
2008-001592-30-BE,Novartis Vaccines and Diagnostics S.r.l.,FALSE
2008-001597-33-NL,University Medical Center Utrecht,FALSE
2008-001600-23-IT,AZIENDA OSPEDALIERA L. SACCO A.O. DI RILIEVO NAZIONALE,FALSE
2008-001602-16-DK,Rigshospitalet,FALSE
2008-001603-30-GB,Galderma RD,TRUE
2008-001604-23-GB,Guys  St Thomas NHS Foundation Trust,FALSE
2008-001605-42-BE,Amgen Inc,TRUE
2008-001606-16-PL,Amgen Inc,TRUE
2008-001609-40-SE,Novartis Pharma Services AG,TRUE
2008-001611-38-ES,Jose M Gatell - Hospital Clinic de Barcelona,FALSE
2008-001612-20-IT,ROCHE,TRUE
2008-001620-31-GB,NHS Highland,FALSE
2008-001632-13-IT,LEGA ITALIANA PER LA LOTTA CONTRO I TUMORI,FALSE
2008-001634-28-GB,University of Dundee,FALSE
2008-001635-34-BE,"Wyeth Pharmaceuticals Inc, a wholly owned subsidiary of Pfizer Inc, 500 Arcola Road, Collegeville, PA 19426 USA",TRUE
2008-001637-10-FI,"HUCH, Division of Cardiology",FALSE
2008-001640-40-FR,Boehringer Ingelheim France,TRUE
2008-001642-19-SE,Ume University,FALSE
2008-001645-26-IT,ISTITUTO NEUROLOGICO CARLO BESTA,FALSE
2008-001647-19-NL,Radboud University Nijmegen Medical Center,FALSE
2008-001659-24-AT,Oxagen Ltd.,TRUE
2008-001662-85-HU,Wyeth Research Division of Wyeth Pharmaceuticals Inc.,TRUE
2008-001663-11-DE,Diabeteszentrum Bad Lauterberg,FALSE
2008-001669-27-DE,Universittsklinikum Heidelberg,FALSE
2008-001670-32-DE,Biodel Inc.,TRUE
2008-001672-70-FI,Heli Leppikangas,FALSE
2008-001673-15-FI,H. Lundbeck A/S,TRUE
2008-001674-32-FI,Novo Nordisk Farma Oy,TRUE
2008-001677-15-GB,Kings College Hospital NHS Foundation Trust,FALSE
2008-001678-34-DK,"Department of dermatology, Odense University Hospital",FALSE
2008-001679-31-HU,"Cephalon, Inc.",TRUE
2008-001684-11-GB,University of Edinburgh,FALSE
2008-001685-87-BE,"Maruho Co., Ltd",FALSE
2008-001686-28-AT,Universitt Wuerzburg,FALSE
2008-001687-37-HU,Novosis AG,TRUE
2008-001689-97-FR,CHU de Rennes,FALSE
2008-001692-30-DE,Certmedica International GmbH,TRUE
2008-001694-15-DK,Afdeling for Traumatisk Hjerneskade,FALSE
2008-001696-30-ES,Tibotec Pharmaceuticals Ltd.,TRUE
2008-001698-14-FR,service de sant des armes,FALSE
2008-001700-23-NL,None,NA
2008-001703-32-AT,Medical University of Vienna / sterreichische Nationalbank - Jubilumsfonds / Servier,FALSE
2008-001704-23-AT,"Medizinische Universitt Wien, Universittsklinik fr Chirurgie",FALSE
2008-001705-42-FR,LOREAL,TRUE
2008-001711-38-DE,Photocure ASA,TRUE
2008-001712-21-DE,Delenex Therapeutics AG,TRUE
2008-001714-24-GB,Biota Scientific Management Pty Ltd,TRUE
2008-001718-26-SK,Sanofi-Aventis Recherche  Dveloppement,TRUE
2008-001719-39-GB,Innocoll Technologies,TRUE
2008-001721-34-BE,Amgen Inc,TRUE
2008-001724-32-FI,AstraZeneca AB,TRUE
2008-001726-13-PL,"Pfizer Inc, 235 East 42nd Street, New York City, NY 10017",TRUE
2008-001727-65-BE,ImClone LLC,TRUE
2008-001728-30-DE,"Mpex Pharmaceuticals, Inc.",TRUE
2008-001732-13-GB,University of Edinburgh,FALSE
2008-001736-12-BE,F. Hoffmann-La Roche Ltd,TRUE
2008-001738-29-GB,Belfast  Health and Social Care Trust,FALSE
2008-001744-39-DE,F.Hoffmann-La Roche Ltd,TRUE
2008-001747-18-FR,ROCHE,TRUE
2008-001749-25-ES,Matter Misericoridiae University Hospital. Dubln,FALSE
2008-001751-21-BE,Amgen Inc.,TRUE
2008-001752-43-IT,OSPEDALE S. RAFFAELE,FALSE
2008-001754-40-IT,ISTITUTO NAZIONALE PER LO STUDIO E LA CURA DEI TUMORI - FONDAZIONE G. PASCALE,FALSE
2008-001755-22-BE,"National Cancer Institute Naples, Italy",FALSE
2008-001762-85-FR,F. Hoffmann-La Roche Ltd,TRUE
2008-001763-11-IT,G.O.N.O. - GRUPPO ONCOLOGICO NORD OVEST,FALSE
2008-001764-36-IT,Azienda Ospedaliero Universitaria San Luigi Gonzaga,FALSE
2008-001765-28-SK,F.Hoffmann-La Roche Ltd,TRUE
2008-001766-90-EE,Takeda Global Research  Development Centre Europe Ltd.,TRUE
2008-001767-11-ES,Lilly  S.A.,TRUE
2008-001769-27-GB,Southampton University Hospital Trust,FALSE
2008-001770-33-DE,"Charit-Universittsmedizin Berlin, Klinik fr Dermatologie, Venerologie und Allergologie, CRC",FALSE
2008-001773-15-GB,Chiesi Farmaceutici SpA,TRUE
2008-001774-32-BE,Baxter Innovations GmbH,TRUE
2008-001779-31-IT,AZIENDA OSPEDALIERA UNIVERSITARIA CAREGGI,FALSE
2008-001783-36-ES,"Soria Natural, S.A.",TRUE
2008-001784-11-DE,"Alita Pharmaceuticals, Inc.",TRUE
2008-001786-28-NL,Academical Medical Center,FALSE
2008-001787-36-DE,"Universittsklinikum Mannheim, Universittsklinik fr Ansthesiologie und Operative Intensivmedizin",FALSE
2008-001804-22-HU,PregLem S.A.,TRUE
2008-001805-40-BE,PregLem S.A.,TRUE
2008-001806-17-PL,Antisoma Research Limited,TRUE
2008-001807-53-FR,Fdration Nationale des Centres de Lutte,FALSE
2008-001811-40-GB,The University of Dundee,FALSE
2008-001823-71-IT,Associazione Malattie Sangue ONLUS,FALSE
2008-001824-30-IT,Associazione Malattie Sangue Onlus,FALSE
2008-001825-32-ES,Grupo de Tratamiento de los Tumores Digestivos TTD,FALSE
2008-001827-76-NL,"Erasmusm MC, Rotterdam, The Netherlands",FALSE
2008-001829-33-FR,Eli Lilly and Company,TRUE
2008-001833-87-DE,University Medical Center Freiburg,FALSE
2008-001835-36-HU,Gedeon Richter Plc.,TRUE
2008-001837-88-ES,Fundacin Progreso y Salud,FALSE
2008-001840-38-BE,OBEcure,TRUE
2008-001841-24-FR,Cephalon France,TRUE
2008-001842-19-FR,ARCAGY,FALSE
2008-001843-20-GB,Frimley Park Hospital,FALSE
2008-001847-20-SE,F Hoffmann-La Roche Ltd.,TRUE
2008-001849-26-DE,Charit - Universittsmedizin Berlin,FALSE
2008-001850-42-DK,"The Heart Centre, Rigshospitalet",FALSE
2008-001853-17-BE,University Hospital Ghent,FALSE
2008-001854-42-GR,F. Hoffmann- La Roche Ltd,TRUE
2008-001855-23-BE,F. Hoffmann-La Roche Ltd.,TRUE
2008-001856-36-IT,ROCHE,TRUE
2008-001860-36-SK,Pierre Fabre Mdicament,TRUE
2008-001865-28-GB,Kings College London / Guys and St Thomas NHS Foundation Trust,FALSE
2008-001869-29-IT,AZIENDA OSPEDALIERA PISANA,FALSE
2008-001871-31-SE,Region skne- Hssleholms sjukvrdsorganisation,FALSE
2008-001872-54-IT,ARCHEMIX CORP,TRUE
2008-001881-10-IT,AZIENDA OSPEDALIERA OSPEDALI RIUNITI DI BERGAMO A.O. DI RILIEVO NAZIONALE,FALSE
2008-001885-96-DE,University of Leipzig,FALSE
2008-001886-26-GR,GALENICA S.A.,TRUE
2008-001889-81-GB,"Institute of Medicinal Molecular Design, Inc.",TRUE
2008-001892-31-ES,Hospital Comarcal de Laredo. Seccin de Digestivo,FALSE
2008-001903-42-IT,OSPEDALE POLICLINICO S. MATTEO,FALSE
2008-001908-23-DK,"Rigshospitalet, Department of Clinical Pharmacology",FALSE
2008-001909-41-FI,Stepani Bendel,FALSE
2008-001910-25-SK,Octapharma AG,TRUE
2008-001913-51-IT,ISTITUTO PER LINFANZIA BURLO GAROFOLO,FALSE
2008-001916-18-IT,AZIENDA OSPEDALIERA ORDINE MAURIZIANO,FALSE
2008-001917-12-FI,helsinki University central Hospital,FALSE
2008-001918-25-BE,GlaxoSmithKline Biologicals,TRUE
2008-001921-33-IT,BRISTOL-M.SQUIBB,TRUE
2008-001927-74-GB,University Hospitals Bristol NHS Foundation Trust,FALSE
2008-001933-84-ES,"Boehringer Ingelheim Espaa, S.A.",TRUE
2008-001934-28-CZ,Boehringer Ingelheim RCV GmbH  Co KG,TRUE
2008-001936-11-BE,"Wyeth Pharmaceuticals Inc., acting through its division Wyeth Research, a Pfizer Company",TRUE
2008-001940-38-IT,OSPEDALE S. RAFFAELE,FALSE
2008-001948-39-FI,HANNU KOKKI,FALSE
2008-001949-26-BE,EORTC European Organisation for Research and Treatment of Cancer,FALSE
2008-001952-32-NL,Radboud University Nijmegen Medical Centre - Department of Dermatology,FALSE
2008-001962-94-ES,Marc Miratvilles,FALSE
2008-001965-27-ES,"Shire Human Genetic Therapies, Inc.",TRUE
2008-001966-10-HU,Merck Serono SA - Geneva,TRUE
2008-001968-36-GB,Swansea University,FALSE
2008-001971-30-CZ,"Merck  Co, Inc.",TRUE
2008-001972-55-NL,UMC St Radboud,FALSE
2008-001973-14-NL,Radboud University Nijmegen Medical Centre,FALSE
2008-001974-33-NL,Radboud University Nijmegen Medical Centre / Rotterdam Eye Hospital,FALSE
2008-001998-15-BG,SOPHARMA PLC,TRUE
2008-001999-67-ES,sanofi-aventis Recherche  Dveloppement,TRUE
2008-002002-19-FR,BIOCODEX,TRUE
2008-002003-75-NL,Maastricht University,FALSE
2008-002018-23-IT,FONDAZIONE HUMANITAS PER LA RICERCA,FALSE
2008-002019-42-FR,ASSISTANCE PUBLIQUE HOPITAUX DE MARSEILLE,FALSE
2008-002022-10-AT,F. Hoffmann-La Roche Ltd,TRUE
2008-002024-28-IT,POLICLINICO SAN DONATO IRCSS,FALSE
2008-002029-36-IT,A.O. SAN GERARDO DI MONZA,FALSE
2008-002030-30-IT,A.O. SAN GERARDO DI MONZA,FALSE
2008-002031-32-IT,AZIENDA OSPEDALIERA S. GERARDO DI MONZA,FALSE
2008-002035-33-DE,Martha-Maria Krankenhaus Halle-Dlau gGmbH,FALSE
2008-002037-67-BG,Grifols Biologicals Inc.,FALSE
2008-002039-34-IT,NOVARTIS FARMA,TRUE
2008-002042-38-PL,Zakady Farmaceutyczne UNIA Spdzielnia Pracy,TRUE
2008-002043-16-DE,Gilead Sciences Europe Ltd.,TRUE
2008-002045-23-GB,Gilead Sciences Incorporated,TRUE
2008-002046-27-BE,GlaxoSmithKline Research  Development Ltd,TRUE
2008-002053-20-LV,Bayer Healthcare AG,TRUE
2008-002060-34-AT,"Medizinische Universitt Wien Univ.Klin.f.Innere Med. III, Abt.f.Gastroenterologie u. Hepatologie",FALSE
2008-002062-62-BE,"Teva Pharmaceutical Industries, Ltd",TRUE
2008-002069-30-DE,Bayer Vital GmbH,TRUE
2008-002070-35-DE,MUC Research GmbH,FALSE
2008-002072-10-DK,Boehringer Ingelheim International GmbH,TRUE
2008-002074-35-BE,Janssen-Cilag N.V./S.A.,TRUE
2008-002077-12-IT,AZIENDA OSPEDALIERA DI PERUGIA,FALSE
2008-002079-28-AT,Merck Sharp  Dohme GmbH,TRUE
2008-002085-63-IT,AZIENDA SANITARIA OSPEDALIERA S. GIOVANNI BATTISTA DI TORINO,FALSE
2008-002086-31-IT,ISTITUTO PER LINFANZIA BURLO GAROFOLO,FALSE
2008-002089-74-HU,Semmelweis University,FALSE
2008-002090-12-DE,Hospital of the university of munich,FALSE
2008-002096-27-LT,Novartis Pharma Services AG,TRUE
