cache_key,component,model_id,prompt_version,same_organisation,winner_id,loser_id,winner_canonical,loser_canonical,confidence,reason,decided_at_utc,batch_id
34a65ea8538fc81a12aa3a0ddb097208a7fb968645ac339a935316ed3ff2c327,1337,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001337,ent_004803,GIMEMA - Gruppo Italiano Malattie Ematologiche dell'Adulto,GIMEMA,0.9,All three are the GIMEMA group (Fondazione GIMEMA Franco Mandelli is its current foundation form); merged under the fullest-attached entry.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
77db85a9eb2f3feea875ef77260607dde457ad50b84c218615caee6430d3d919,1338,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001339,ent_001338,GITMO - Gruppo Italiano Trapianto di Midollo Osseo,GITMO,0.95,GITMO abbreviation matches its full name; the foundation is a distinct entity.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0dbd342da89d62e178cc2fab2cd326a3df1c35ccea6f60483cdced91fab6b82f,1344,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.94,GOTEL (lymphoma study group) and Grupo Oncologico Gallego are distinct cooperative groups.,2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
39035b8678124ff0b9e46534432b1e8c063f7fde9ff01c1813ffca6ad51e90a4,1350,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001399,ent_003139,Ghent University Hospital,Universitair Ziekenhuis Gent,0.95,UZ Gent is the Dutch name of Ghent University Hospital; the university itself is a separate entity.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
a9b9404cd4ee26f880657ebd9c884b5378d4c332e995ba747effdbadaeacbae5,1355,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.6,Galenica (Swiss group) vs Galenica AB (Swedish company) may be distinct entities; insufficient certainty to merge.,2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
27e20f5e2c66be04f31372e624d981d126ce5af387468444cf3447f4165c149a,1368,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.8,All distinct companies; Green Cross Corporation and Green Cross WellBeing are separate brands/subsidiaries.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
2a055983548f901b3570206b11c9d3749b1ff56f2ae17b05a9ed0f0725649e4d,1384,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001384,ent_003299,Georg-August-Universität Göttingen,Universität Göttingen,0.8,"Universitätsmedizin Göttingen is the university medical center, kept separate from the university itself; 'Universität Göttingen' is a short form of 'Georg-August-Universität Göttingen'.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
9a3fe68f0bbac3095748154f8cbd30cdf179fda5966265ffbb6b1dc31c5844c6,1387,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,All are distinct Spanish medical societies in different specialties; no duplicates.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
f80a288f7253c596fbf1eb8e255f1ce4ee6ff8d79eab8578d160f20dec572d8c,1391,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.98,Two distinct lymphoma cooperative groups (IELSG vs DSHNHL).,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
082eb2f928217d723229fa561f15d72ec1a53811f0d283811af8fe4ce0a08003,1395,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001395,ent_004859,Gesellschaft für Wissens- und Technologietransfer der TU Dresden,Gesellschaft für Wissens- und Technologietransfer,0.75,"Both name GWT (Gesellschaft für Wissens- und Technologietransfer), the TU Dresden transfer company; entry 2 is a truncated form of entry 1.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
6c5ea0f095befa0f8737fe5c96c67878850cacebbf7513a1b1d11b672b44583c,1397,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003436,ent_001397,Weleda,Gesellschaft für klinische Forschung e.V. / Weleda,0.6,Entry 2 appears to be a Weleda-affiliated research entity naming Weleda; likely same organisation brand. Kept survivor as Weleda with more raw strings.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
692e9043c79e6bbef95fa31c9c25a1f5a11601cd2d5717a810c51dcbd12783bc,1398,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,University hospital and university are separate entities.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
5e814a3bc0e61fbf2671e0c88b48d228b8b75ee39b2f0d49e9c193678a452b07,1407,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001407,ent_005319,Glostrup Hospital,KAS Glostrup,0.8,"KAS Glostrup is Kobenhavns Amts Sygehus i Glostrup, the former name of Glostrup Hospital; same institution.",2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
aca5d95b41f09add0b95549ee4a69ce1924f23bcba6154ee348d033e48b9d4cc,1412,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.98,A Belgian hospital and an unrelated industry company; no overlap.,2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
30b6abed45639f201f8b106dcfa645dab22b1fd76519170186d31f4193781cc1,1425,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001425,ent_001426,Groupe Francophone des Myélodysplasies,Groupe Français des Myélodysplasies,0.7,Both are the GFM myelodysplastic syndrome cooperative group; 'Groupe Francophone des Myelodysplasies' is the current form of the former 'Groupe Français des Myelodysplasies'.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0d022820e0578e58177048ea28bf7eb25ad39a45a3aca9c130f3652e1951acb1,1431,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001431,ent_004796,Groupement de Cooperation Sanitaire Ramsay Sante pour l'Enseignement et la Recherche,GCS Ramsay Sante Enseignement Et Recherche,0.93,Both are the Ramsay Sante GCS for teaching and research; entry 2 is the abbreviated form.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
42da4026a60cb918ef41dd003d4c7266cb8e27fca49b2de5edbdc543a90294b0,1450,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.98,Unrelated organisations.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
b559b3f021715fbfd2b3614623c73b34d550e9b0945b299d2f41dddeb0a06971,1459,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.6,"Distinct entities: university, its faculties (Heidelberg vs Mannheim), university hospital, Thoraxklinik, Salem hospital, and two unrelated companies. Faculty vs university kept separate out of caution.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
160defb2587e9aa4ef4ae0ace83aa3d8cdd4cbe848eda93b0e0aeea9c2c5276f,1460,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,GIMURELL and GISL are distinct Italian lymphoma cooperative groups.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
85ef5fb5f2ca21e9d552415c04622a91c69454a19f263441bc32724b3ef6d889,1464,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001464,ent_004898,Grünenthal,Grunenthal,0.98,Umlaut variant of the same company.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
1d78e69fc22388e07065ea55de226b5d3b611925b49e9e3ab0571de1d748ec56,1468,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001468,ent_001723,Gustave Roussy,Institut Gustave Roussy,0.97,Same French cancer institute; 'Institut Gustave Roussy' is the former name of Gustave Roussy.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
6b8af7554aa71692995cc6feb6649f90fe2f6e7254b5ffb45b56665b8277b58a,1474,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001474,ent_001475,Göteborgs Universitet,Göteborgs universitet,0.99,Same name differing only in capitalisation.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
4194847628c8045e50df439dc6abb40f2818cef85163be90d05b79f2a2668e5e,1484,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001545,ent_001540,Helsinki University Hospital,Helsingin ja Uudenmaan sairaanhoitopiiri (HUS),0.7,"HUS (Helsingin ja Uudenmaan sairaanhoitopiiri) is the hospital district operating Helsinki University Hospital and is routinely the same sponsor entity. University of Helsinki is the separate academic entity. Helsinki City Hospital, Kirurginen sairaala, City University and Saint Luke's Kansas City are distinct organisations.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
c2bd46369b1664cc91ed7c1916a7b185e84b96663119a708ff145bbb05381c33,1491,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,Hamilton Health Sciences and St. Joseph's Healthcare Hamilton are distinct Hamilton hospital systems; 'St. Joseph-Hospital' is an unspecified separate entity.,2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
7b6d94b31675b62db996d7a107af671270f2ae70ea47a09d0afd94359bea5b1d,1493,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.5,"Herlev og Gentofte Hospital is a merged entity whose campuses (Herlev, Gentofte) also appear under their own names; cannot safely collapse campus names into the merged name. Psychiatric centre is distinct.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
1548839ddceaa61e8a7156458dab1ab11e942384fcb79bd639d340a954e80989,1508,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,Different consulting companies with unrelated names.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
4889c0fe6007cdf8d654208b1f91c53a2ad75fab3029bcedd7fd9719edd23171,1514,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003323,ent_003147,Universitätsklinikum Heidelberg,Universitatsklinikum Heidelberg,0.95,"Heidelberg university (3,11) vs its medical faculty Heidelberg (1) vs Mannheim faculty (7,10) vs university hospital (2,9) kept distinct; others unrelated.",2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
4889c0fe6007cdf8d654208b1f91c53a2ad75fab3029bcedd7fd9719edd23171,1514,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003301,ent_006876,Universität Heidelberg,University of Heidelberg,0.85,"Heidelberg university (3,11) vs its medical faculty Heidelberg (1) vs Mannheim faculty (7,10) vs university hospital (2,9) kept distinct; others unrelated.",2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
4889c0fe6007cdf8d654208b1f91c53a2ad75fab3029bcedd7fd9719edd23171,1514,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_002725,ent_003302,"Ruprecht-Karls-Universität Heidelberg, Medizinische Fakultät Mannheim","Universität Heidelberg, Medizinische Fakultät Mannheim",0.8,"Heidelberg university (3,11) vs its medical faculty Heidelberg (1) vs Mannheim faculty (7,10) vs university hospital (2,9) kept distinct; others unrelated.",2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
166e779992e3eba6e4d54c5b8cb0cc2f4b481ff37ce958d1cd1c9a4be06704e3,1517,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,University and its university hospital are separate legal entities.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
578e9da8b1831d8fad237954527d1e3031386dbeb8a2a4c4579b28ea7d072820,1518,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.8,Entry 2 names two individuals jointly; not the same as Helena Isoniemi alone.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
9629ba116e6822f96385554f8383ae6f030d84c79c1d66ca0930695ba3493175,1520,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,"'Heli Stil' appears to be an individual name, while 'StiL' is a study group (Study Group indolent Lymphomas); not the same organisation.",2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
c582d9e6328ad2888d41e49e5c7c6d8e7050790528250bee77c48f158a9fff3c,1529,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.9,The hospital and its affiliated research institute (IGTP) are distinct legal entities despite sharing the Germans Trias i Pujol name.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
aaa0b6860aa7d062a342afaacb58b8ed797fbbb2f39185afe77226dc798df57f,1536,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Helse Bergen is the health trust/hospital; University of Bergen is a separate academic institution.,2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
8e06f1daadb71b25721db7ece2be57808a2b127657bf32d682430dcce6b3e7be,1542,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,"Helsinki vs Turku university central hospitals — different cities, separate organisations.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
92156b60efa222e71a8122b9f95c5430cfa0d9d94e800e24612abd4a4e79f40a,1550,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001550,ent_004982,Herlev Hospital,Herlev University Hospital,0.8,Herlev University Hospital is the same as Herlev Hospital. The merged 'Herlev og Gentofte Hospital' entity and the individual Gentofte Hospital are kept separate to avoid conflating distinct historical/legal entities; the psychiatric centre is clearly distinct.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
2592bf07a97779cf7e76178e373f132f044da5a5cdaa2f05327da29b287bd508,1553,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Distinct NHS trusts in different parts of Hertfordshire plus a separate university.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
bc65ccd92c7f6dc6d461df1e7f45c52401a336ed90d183af7d0d5a9c0190cf67,1554,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001554,ent_004988,Herz- und Diabeteszentrum NRW,Herz- und Diabeteszentrum Nordrhein-Westfalen,0.95,NRW is the abbreviation of Nordrhein-Westfalen; same hospital.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
91a1ad4a5c53e423d4f665780d9cc38dc88e3bd4acbf85961df4dd21175b51b4,1562,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001562,ent_004994,Holbæk Sygehus,Holbaek Hospital,0.95,Danish and English names for the same hospital in Holbæk.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
a399cc62c0df00cb16f4196712a1c96bc188f11b77b6a757074c42e15833cd42,1588,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001733,ent_001736,Institut d'Investigacio en Ciencies de la Salut Germans Trias i Pujol,Institut d'Investigació en Ciències de la Salut Germans Trias i Pujol,0.95,Entries 2 and 3 are accent variants of the same research institute; the hospital is a separate legal entity.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
79b744fc973cd1f3fac6ad2e020eb174a965b1671f4251e2bbcf1875c705dd25,1591,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001591,ent_005023,Hospital Universitari Son Espases,Hospital Universitario Son Espases,0.96,Catalan and Spanish forms of the same Palma hospital.,2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
6eccb4f92e7c38ea75f6e74bf32bddf3fd12f93bec09dc021389a3db3ea9492c,1633,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.98,Novo Nordisk is a Danish pharma company; Hopital NOVO is a French hospital - unrelated.,2026-08-13T19:31:24Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
87f4cf569b7180d4f62ed0f46b883c32fd28ec78ebf1d0447d7ec23b7e1ee414,1635,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.93,Strasbourg and Geneva hospitals are different cities; the Geneva university is a separate entity from its hospitals.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
9c478e04b82e9b90389718657fcaf7c85fb3ba8b0e8b8cb72ca52d97e3ca1d15,1637,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Different individuals: initials I vs S.G.O.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
cd5f466b895359d480c3302a9b5e5511ca08289b0dd47d782a965b1962c80634,1645,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001645,ent_005148,IMEA - Institut de Médecine et d'Épidémiologie Appliquée - Fondation Léon Mba,Institut de Medecine et d'Epidemiologie Appliquee,0.9,Entry 2 is the unaccented full name of IMEA in entry 1.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
5d9313da2bc03ad538fc11dfca5235af51380ddfa1ce2fc5eb1aa95f6bfd67ee,1664,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.6,"IVI (industry clinic group) and the IVI Foundation are related but distinct legal entities (a company and its research foundation); the hierarchy already records the parent link, so they are kept separate.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0260ce50d7cf49f13f48d3b3b21a16c8fd7fe2ed90f83e039dfe086df84207ce,1673,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,All distinct companies sharing the word 'Systems'.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
9c7562992065d9e081c45a827cc7976c018b3f8e685b1ba87cf06c05f6280edd,1694,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.98,Unrelated organisations sharing only the word 'Independent'.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0c74318d337022f9280a2b611c67b42777c91eb2796038b444457cf68a77c556,1706,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001706,ent_001707,Innovacell,Innovacell Biotechnologie,0.95,"Same company, one with legal/full form suffix.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
72c4842fd85c48bcbc0a5f2a61453a9868a8b0b20fe6f6fcdd7f9aff79ccd1f1,1708,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.85,"IPO Lisboa and IPO Porto are different cities; Porto university, its public health institute, and the hospital centre are distinct entities.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
1a8e6be613a190b990f3fb00f7293ea55f4d22e91425fe05e1452a1203ee2495,1720,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.85,"All distinct organisations; the Cruces association is not the hospital itself, and the Navarra research group differs from the Navarra health research institute.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
2ed40392e4b8de8d0b26fb281dc20064adf32dffaad0613a7ecce0321a4df574,1722,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,Polish Maria Sklodowska-Curie National Research Institute of Oncology (Warsaw) is distinct from Institut Curie (Paris).,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
3e8340e4cc49be18c273887924efda60eb2d9824a06394e1b1a4d2c8c1d61370,1741,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.6,Distinct organisations; entry 8 is a joint designation of 1 and 2 and cannot be safely merged into either. GUVAX is an institute within Gothenburg University but named separately; vaccine institutes are all different entities.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
6e67c8142ed9f1e7f23543e37e04a15582dab65cf7768caf645c860d2f841a0f,1750,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,IKF Frankfurt is distinct from the Swiss Group for Clinical Cancer Research (SAKK); only shared phrase 'Klinische Krebsforschung'.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
06bf08b4b4864741293ae54b60b7c3b95b4f17285d594ded0147e273ad43f5bb,1751,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,Different organisations: an applied research/clinical studies institute versus a pediatric clinical studies secretariat.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
833628b739ce4c351c464f2286956042cad7c7daa0663e65201788a126c657b0,1753,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001753,ent_005141,Institut klinické a experimentální medicíny,Institut Klinicke a Experimentalni Mediciny,0.96,"All three are the same Prague institute (IKEM), differing only in diacritics and abbreviation.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
833628b739ce4c351c464f2286956042cad7c7daa0663e65201788a126c657b0,1753,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001753,ent_005150,Institut klinické a experimentální medicíny,Institut klinicke a experimentalni mediciny (IKEM),0.95,"All three are the same Prague institute (IKEM), differing only in diacritics and abbreviation.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
10e036030938c106a540a08707ce3edee4168c1e7e7fcfbf26d5b2f0d209112a,1769,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.85,"Distinct organisations: Aragon health sciences institute, Leon university hospital, Leon health research foundation, and Castilla y Leon health sciences institute.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
6b386051040ed0db39caee1ed4514bc7808fd99bef1ba6a3b20b1b58ac2b4089,1770,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,"Entry 1 is a fertility institute; entry 2 is an individual person, unrelated despite shared surname.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
4741ff4e5dd3ba8eab600876f2dfe6cd3c2fe296ae368dc83362bf9f8da46926,1772,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001772,ent_005162,Instituto Científico y Tecnológico de Navarra,Instituto Cientifico y Tecnologico de Navarra,0.98,"Same name, accented vs unaccented spelling.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
ad922c879606f66ca6dd4b87b04656abb505c9c7708849b12ab8fe962a68a976,1774,claude-opus-5,sponsor-consolidate-v2,NA,NA,NA,NA,NA,NA,"merge_into has 4 entries, group has 3",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
b3ab958ae0bfa58dce5bba2b4011693e7a14ab2626e802585643a8dc50e9a475,1779,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.7,All distinct organisations; EMN Italy foundation is a separate national entity from European Myeloma Network.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
8bce73a0fb78163a5e18604f9f2219b4cb5466d0de0d08ae546315c64e78def6,1782,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001782,ent_007173,Instituto de Investigacion Sanitaria Fundacion Jimenez Diaz,Instituto de Investigación Sanitaria Fundación Jiménez Díaz,0.97,"Same name, accents stripped in one variant.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
b1d6428391c0833b6e18377bfd52c4bbd8b50c6efc26ca91d6170ee4803c4ea2,1783,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001783,ent_001785,Instituto de Investigacion Sanitaria Valdecilla,Instituto de Investigación Marqués de Valdecilla,0.72,"Both name IDIVAL, the Valdecilla health research institute (Instituto de Investigacion Marques de Valdecilla / Instituto de Investigacion Sanitaria Valdecilla); same organisation, merged under the entry with more raw strings.",2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
0057b750e8676d941cb0a9fa5f3e58f472ee123c30c9cba6d920a76de5477ae5,1799,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003339,ent_006891,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,Universitätsklinikum Mainz,0.8,"Entries 1 and 4 are the Mainz university hospital (Universitätsmedizin = Universitätsklinikum Mainz); 2 and 3 are the university itself, kept separate from the hospital.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
0057b750e8676d941cb0a9fa5f3e58f472ee123c30c9cba6d920a76de5477ae5,1799,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001872,ent_003143,Johannes Gutenberg-Universität Mainz,Universitat Mainz,0.7,"Entries 1 and 4 are the Mainz university hospital (Universitätsmedizin = Universitätsklinikum Mainz); 2 and 3 are the university itself, kept separate from the hospital.",2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
76437fdb20a2b792f7ffb63aecc5d6a526187a9a76a00b2d0e52c09e310a12b6,1806,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001805,ent_005179,Intergroupe Francophone de Cancérologie Thoracique,Intergroupe Francophone de Cancerologie Thoracique,0.95,2 and 4 are accent variants of the same group; 1 and 3 are distinct groups.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
12f0b32763f36c409028bdecd64e58b3d814568402dc1df8406a870513f83e45,1815,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,University hospital vs university kept separate; Julius Clinical Research is unrelated.,2026-08-15T06:01:04Z,msgbatch_01MNovJjkMXucGjU5NaBfDRA
4ad3d8a747a5f9e238dca9bb36d73da7ba1b5ba0d9efc87075b99c1b27bd869c,1826,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.95,Different individuals: Isabel Maria Ruiz vs Jose Maria Ruiz Moreno.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
da9a2d4194356e2756e9ad41e0bb813ee06e3c04964212407090ef41e417c661,1827,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001827,ent_005193,Isala,Isala Clinics Zwolle,0.9,Isala and Isala Clinics Zwolle are the same Dutch hospital; others unrelated.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
b5f1c0bad66bb182d19e9e8aff36b39cd3e04e44c6a8a88dcf6baae4b8728716,1841,claude-opus-5,sponsor-consolidate-v2,FALSE,NA,NA,NA,NA,0.97,Different institutes in different regions (Veneto vs Romagna).,2026-08-13T19:31:26Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
8249ee16ba67dcadcddeec16aad7e5ea049a45b0539ec7f184a42ec13d39b427,1851,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_003359,ent_001851,Uriach,J. Uriach y Compañía,0.88,J. Uriach y Compania is the full legal name of the Uriach pharmaceutical company; same organisation.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
38a6945434d79067aa1bee16f00d973f6368ef87e109c6b6b8f7315a07f12ff3,1863,claude-opus-5,sponsor-consolidate-v2,TRUE,ent_001863,ent_005246,Jessa Ziekenhuis,Jessa Ziekenhuis Hasselt,0.95,Jessa Ziekenhuis is located in Hasselt; same hospital with city qualifier.,2026-08-13T19:31:25Z,msgbatch_01DuzSRPeRjHD82gmGSVpLZA
