entity_id,canonical,legal_entity,parent,entity_type,confidence,decided_by,decided_at_utc,model_id,prompt_version,merged_into,note
ent_000728,Centrum Medyczne Kształcenia Podyplomowego,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000729,Centrum für Gastroenterologie Bethanien,,,hospital,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000730,Cephalon,,Teva,industry,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000731,Cerenis Therapeutics,Cerenis Therapeutics SA,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000732,Cerevance Beta,Cerevance Beta Inc.,,industry,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000733,Cerevel Therapeutics,"Cerevel Therapeutics, LLC",,industry,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000734,Cerexa,"Cerexa, Inc.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000735,Cesra Arzneimittel,Cesra Arzneimittel GmbH & Co. KG,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000736,Champalimaud Clinical Centre,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000737,Charite - Universitatsmedizin Berlin,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_000740,All are punctuation/accent variants of Charité – Universitätsmedizin Berlin.
ent_000738,Charité - Universitätsmedizin Berlin,,,academic,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_000740,All are punctuation/accent variants of Charité – Universitätsmedizin Berlin.
ent_000739,Charité Research Organisation,Charit Research Organisation GmbH,,industry,0.85,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000740,Charité – Universitätsmedizin Berlin,,,hospital,0.96,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000741,"Charles University in Prague, Faculty of Medicine in Hradec Kralove",,,academic,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000742,"Charles University in Prague, Medical Faculty",,,academic,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000743,"Charles University in Prague, Third Faculty of Medicine",,,academic,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000744,Checkpoint Therapeutics,Checkpoint Therapeutics Inc.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000745,Chelsea Therapeutics,Chelsea Therapeutics Inc,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000746,Chelsea and Westminster Hospital NHS Foundation Trust,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000747,Chemo,Chemo Research S.L.,,industry,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000748,ChemoCentryx,"ChemoCentryx, Inc.",,industry,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000749,ChemomAb,ChemomAb Ltd,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000750,Chief Medical Officers Office,,,public_body,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000751,Chief Scientist Office,,,public_body,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000752,Chiesi,Chiesi Farmaceutici S.p.A.,,industry,0.96,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000753,"Child and Adolescent Psychiatry, South Jutland",,,hospital,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000754,Children's Oncology Group,,,cooperative_group,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000755,Childrens Memorial Health Institute,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000756,Chimerix,"Chimerix, Inc.",,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000757,Chiron,,,industry,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000758,Chong Kun Dang Pharmaceutical,Chong Kun Dang Pharmaceutical Corp.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000759,Chr. Hansen,Chr. Hansen A/S,,industry,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000760,Christian Domingo,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000761,Christian Werner,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000762,Chroma Therapeutics,Chroma Therapeutics Ltd,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000763,Chugai Pharmaceutical,,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000764,Cinclus Pharma,Cinclus Pharma Holding AB (publ),,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000765,Cipla,Cipla BioTec Pvt. Ltd.,,industry,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000766,Circassia,Circassia Limited,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000767,City University,,,academic,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000768,Claus Zachariae,,,individual,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000769,Clavis Pharma,Clavis Pharma ASA,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000770,Clementia Pharmaceuticals,Clementia Pharmaceuticals Inc.,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000771,Clinica Integral del pie-Ana Sans,,,individual,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000772,Clinica Medica 5,,,unknown,0.4,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000773,Clinica Plato Fundacio Privada,Fundacio Privada,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000774,Clinical Evaluation Research Unit,,,unknown,0.5,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000775,Clinical Immunology Division,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000776,Clinical Immunology and Rheumatology,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000777,Clinical Trial Center Aachen,,,academic,0.6,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000778,Clinical Trials and Research Governance,,,public_body,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000779,Cliniques universitaires Saint-Luc,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000780,Clinuvel,Clinuvel Pharmaceuticals Limited,,industry,0.96,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000781,Clovis Oncology,"Clovis Oncology, Inc.",,industry,0.97,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000782,Clínica Universidad de Navarra,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000783,Cognition Therapeutics,"Cognition Therapeutics, Inc.",,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000784,Coherus BioSciences,"Coherus BioSciences, Inc.",,industry,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000785,Coloplast,Coloplast A/S,,industry,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000786,Columbia Laboratories,"Columbia Laboratories, Inc",,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000787,CombinatoRx,"CombinatoRx, Inc.",,industry,0.97,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000788,Combustin Pharmazeutische Praparate,Combustin Pharmazeutische Praparate GmbH,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000789,Commissariat à l'Energie Atomique et aux Energies Alternatives,,,public_body,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000790,Common Services Agency,,,public_body,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000791,Competence Centre for Transcultural Psychiatry,,,unknown,0.5,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000792,Complejo Asistencial Universitario de León,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000793,Complejo Hospitalario Torrecárdenas,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000794,Complejo Hospitalario Universitario de Albacete,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000795,Complexo Hospitalario Universitario de Pontevedra,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000796,Complexo Hospitalario Universitario de Santiago,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000797,Concert Pharmaceuticals,"Concert Pharmaceuticals, Inc.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000798,Consejería de Sanidad de la Comunidad de Madrid,,,public_body,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000799,Conselleria de Sanidad de la Comunidad Valenciana,Dirección General de Salud Pública,,public_body,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000800,Consiglio Nazionale delle Ricerche,Istituto di Farmacologia Traslazionale - CNR,,public_body,0.85,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000801,Consorci Sanitari Integral,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000802,Consorci Sanitari de Terrassa,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000803,Consorci Sanitari de l'Alt Penedes i Garraf,,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000804,Consorci Sanitari del Maresme,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000805,Consorcio Hospital General Universitario de Valencia,,,hospital,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000806,Consorcio de Apoyo a la Investigación Biomédica en Red (CAIBER),,,network,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000807,Consorzio Futuro in Ricerca,,,unknown,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000808,Consorzio Mario Negri Sud,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000809,Consorzio Oncotech,,,network,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000810,Consorzio per la Ricerca Oncologica,,,unknown,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000811,Constellation Pharmaceuticals,"Constellation Pharmaceuticals, Inc.",MorphoSys,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000812,Contera Pharma,Contera Pharma A/S,,industry,0.97,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000813,Cook MyoSite,"Cook MyoSite, Incorporated",,industry,0.97,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000814,Coombe Women and Infants University Hospital,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000815,Copenhagen CF-centre,,,hospital,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000816,Copenhagen Neuromuscular Center,,,hospital,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000817,Copenhagen University Hospital,,,hospital,0.7,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000818,Corbus Pharmaceuticals,"Corbus Pharmaceuticals, Inc.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000819,Corcept Therapeutics,Corcept Therapeutics Incorporated,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000820,Cork Cancer Research Centre,,,unknown,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000821,Cornwall College Camborne / Royal National Lifeboat Institution,,,unknown,0.5,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000822,Corporació Sanitària Parc Taulí,,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000823,Corxel Pharmaceuticals,,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000824,Cosmo Technologies,Cosmo Technologies Ltd.,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000825,Creabilis,Creabilis Limited / Creabilis Srl,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000826,Crinetics Pharmaceuticals,Crinetics Pharmaceuticals Inc.,,industry,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000827,Crinos,Crinos S.p.A.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000828,Cristina Avendano-Sola,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000829,Cristina Diaz de Heredia Rubio,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000830,Croatian Cooperative Group for Clinical Trial Research in Oncology,,,cooperative_group,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000831,Croma-Pharma,Croma-Pharma GmbH,,industry,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000832,Crucell,Crucell Holland B.V.,Johnson & Johnson,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000833,Cruz Bartolome Moreno,,,individual,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000834,Cubist Pharmaceuticals,Cubist Pharmaceuticals LLC,MSD,industry,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000835,Cullinan Mica,Cullinan Mica Corp.,Cullinan Therapeutics,industry,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000836,Cullinan Pearl,Cullinan Pearl Corp.,,industry,0.75,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000837,Cullinan Therapeutics,Cullinan Therapeutics Inc.,,industry,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000838,"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust",,,hospital,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000839,CuraTeQ Biologics,Curateq Biologics Private Limited,Aurobindo Pharma,industry,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000840,Curadel Surgical Innovations,Curadel Surgical Innovations Inc. / B.V.,,industry,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000841,CureTech,CureTech Ltd.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000842,CureVac,CureVac AG,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000843,Curis,"Curis, Inc.",,industry,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000844,Curium,Curium Austria GmbH,,industry,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000845,Cutanea Life Sciences,"Cutanea Life Sciences, Inc.",,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000846,Cyathus Exquirere Pharmaforschung,CYATHUS EXQUIRERE PharmaforschungsGmbH,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000847,Cyclacel,Cyclacel Limited,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000848,Cyclo Therapeutics,Cyclo Therapeutics Inc.,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000849,CymaBay Therapeutics,"CymaBay Therapeutics, Inc.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000850,Cytavis BioPharma,Cytavis BioPharma GmbH,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000851,Cytheris,Cytheris S.A.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000852,Cytokinetics,Cytokinetics Inc.,,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000853,CytomX Therapeutics,"CytomX Therapeutics, Inc.",,industry,0.99,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000854,Cytonet,Cytonet GmbH & Co. KG,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000855,Cytori Therapeutics,"Cytori Therapeutics, Inc",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000856,Cytovation,Cytovation AS/ASA,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000857,Czech Lymphoma Research Organization,Czech Lymphoma Research Organization s.r.o.,,cooperative_group,0.9,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000858,D-Pharm,D-Pharm Ltd.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000859,D.A.S.T. Biotech Pharm,,,industry,0.6,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000860,D2 Derma Europe,D2 Derma Europe Ltd.,,industry,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000861,DBV Technologies,DBV Technologies S.A.,,industry,0.97,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000862,DIAKO Ev. Diakonie-Krankenhaus Bremen,DIAKO Ev. Diakonie-Krankenhaus Bremen gGmbH,,hospital,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000863,DKMS,DKMS gemeinnützige GmbH,,charity,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000864,DRK-Blutspendedienst Baden-Wurttemberg - Hessen,DRK-Blutspendedienst Baden-Wurttemberg - Hessen gGmbH,,charity,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000865,DS Biopharma,DS Biopharma Ltd.,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000866,Daehwa Pharmaceutical,"Daehwa Pharmaceutical Co., Ltd.",,industry,0.98,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000867,Daiichi Sankyo,,,industry,0.94,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000868,Dance Biopharm,Dance Biopharm Inc.,,industry,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000869,Danderyd Hospital,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000870,Danderyds Sjukhus,,,hospital,0.75,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000871,Danderyds sjukhus,,,hospital,0.7,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,ent_000870,Identical name differing only in case.
ent_000872,Daniel Podzamczer Palter,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000873,Daniel Sanabria Lucena,,,individual,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000874,Daniel Schmidt,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000875,Danish Breast Cancer Cooperative Group,,,cooperative_group,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,ent_007136,DBCG same group; others distinct.
ent_000876,Danish Cancer Society Research Center,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000877,Danish Gynaecological Cancer Group,,,cooperative_group,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000878,Danish Head and Neck Cancer Group,,,cooperative_group,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000879,Danish Headache Center,,,hospital,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000880,Danish Multiple Sclerosis Research Center,,,academic,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000881,Danish Myeloma Study Group,,,cooperative_group,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000882,Danish Pain Research Center,,,academic,0.6,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000883,Danish University of Pharmaceutical Sciences,,,academic,0.7,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000884,Danube Pharmaceuticals,Danube Pharmaceuticals Inc.,,industry,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000885,David Cunningham,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000886,David Dalmau,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000887,David Lopez Vaquero,,,individual,0.9,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000888,Day One Biopharmaceuticals,Day One Biopharmaceuticals Inc.,,industry,0.85,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000889,Debiopharm,Debiopharm International S.A.,,industry,0.97,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000890,Debreceni Egyetem,,,academic,0.8,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000891,Deciphera Pharmaceuticals,Deciphera Pharmaceuticals Inc./LLC,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000892,Delcath Systems,Delcath Systems Inc.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000893,Delix Therapeutics,Delix Therapeutics Inc.,,industry,0.95,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000894,Den Kongelige Veterinær- og Landbohøjskole,,,academic,0.7,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000895,Department Of Paediatric Cardiology,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000896,Department of Anaesthesia,,,unknown,0.4,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000897,Department of Anesthesiology,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000898,Department of Anesthesiology and Perioperative Medicine,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000899,Department of Calcium- and Bone-metabolic Diseases,,,unknown,0.5,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000900,Department of Cardiology,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000901,Department of Cardiothoracic and Vascular Surgery,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000902,Department of Clinical Pharmacology (unspecified),,,unknown,0.4,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000903,Department of Dentistry and Oral Health,,,unknown,0.4,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000904,Department of Endocrine Oncology,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000905,Department of Endocrinology,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000906,Department of Endocrinology and Internal Medicine,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000907,Department of General Psychiatry,,,unknown,0.3,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000908,Department of Genito-Urinary Medicine and Infectious Diseases,,,unknown,0.4,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000909,Department of Haematology,,,unknown,0.2,model,2026-08-13T06:30:48Z,claude-sonnet-5,sponsor-mint-v2,,
ent_000910,Department of Hematology,,,unknown,0.4,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
ent_000911,Department of Infectious Diseases,,,unknown,0.4,model,2026-08-13T06:30:48Z,claude-opus-5,sponsor-mint-v2,,
