raw_sponsor,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
Aspreva pharmaceuticals Corporation,ent_000311,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Ass.Prof. Petros Sfikakis,ent_006118,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Assembly Biosciences,ent_000312,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Assembly Biosciences Inc.,ent_000312,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Assembly Biosciences, Inc.",ent_000312,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Assistance Pubique Hpitaux de Marseille,ent_000313,0.62,mint,"Both strings refer to the public hospital group of Marseille (AP-HM), formerly known as Centre Hospitalier Régional de Marseille.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique  Hpitaux de Paris / DRCI,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique  Hpitaux de Paris AP-HP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique - Hopitaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique - Hpitaux Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique - Hpitaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique - Hpitaux de Paris AP-HP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique -Hopitaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique -Hpitaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hopitaux De Marseille,ent_000313,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hopitaux De Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hopitaux De Paris / Assistance Publique Hopitaux De Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hopitaux De Paris / Assistance Publique Hopitaux De Paris / Assistance Publique Hopitaux De Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hopitaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hopitaux de marseille,ent_000313,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hpitaux de MARSEILLE,ent_000313,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hpitaux de Marseille,ent_000313,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique Hpitaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique des Hpitaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique- Hpiaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance Publique-Hpitaux de Paris,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance publique Hopitaux de Paris/ DRCI,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assistance publique hpitaux de marseille,ent_000313,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Assitance Publique-Hopiaux de Paris,ent_000314,0.95,mint,Same institution with OCR/typo variants and missing accents,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Assitance Publique-Hpitaux de Paris,ent_000314,0.95,mint,Same institution with OCR/typo variants and missing accents,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Asso De Recherche Cancers Gynecologiques,ent_000044,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Associaci Catalana per a la Recerca Oncolgica i les seves implicacions Sanitries i Socials,ent_000316,0.75,mint,"All variants refer to the same Catalan oncology research association, APRO, with minor spelling/accent differences.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Associaci Per a la Recerca Oncolgica APRO,ent_000316,0.75,mint,"All variants refer to the same Catalan oncology research association, APRO, with minor spelling/accent differences.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Associaci Per a la Recerca OncolgicaAPRO,ent_000316,0.75,mint,"All variants refer to the same Catalan oncology research association, APRO, with minor spelling/accent differences.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Associaci Per la Recerca Oncolgica APRO,ent_000316,0.75,mint,"All variants refer to the same Catalan oncology research association, APRO, with minor spelling/accent differences.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Associacio Per A La Recerca Oncologica,ent_000316,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Associao para Desenvolvimento da Dermatologia do Hospital de Santa Maria,ent_003884,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Associate Professor, Consultant Jens Brglum",ent_001859,0.9,mint,"Same person name, one with title",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Association AERCOT,ent_003886,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Association Bigorre Douleurs,ent_003887,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Association For Innovation And Biomedical Research On Light And Image,ent_000027,0.95,mint,Same acronym and full name variants,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Association Gercor,ent_001327,0.95,mint,All variants of the French oncology cooperative group GERCOR,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Association Hospitaliere De Bruxelles Et De Schaerbeek Centre Hospitalier Universitaire Brugmann,ent_000579,0.96,mint,All variants of the Brussels university hospital CHU Brugmann,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Association Hospitalire CHU Brugmann,ent_000579,0.96,mint,All variants of the Brussels university hospital CHU Brugmann,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Association International Extranodal Lymphoma Study Group,ent_001812,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Association International Extranodal Lymphoma Study Group (IELSG),ent_001812,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Association REDAR, Hpital Ambroise Par, Service dAnesthsie et de Ranimation",ent_001630,0.75,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Association hospitalire CHU BRUGMANN,ent_000579,0.96,mint,All variants of the Brussels university hospital CHU Brugmann,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Association of Dutch Burn Centres,ent_007124,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Association pour la promotion de la ranimation mdicale  Tours,ent_000317,0.75,mint,Separate association,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Associazione Chirurghi Ospedalieri Italiani,ent_003888,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Associazione Italiana Ematologia Oncologia Pediatrica,ent_000318,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Associazione Italiana Pazienti Leucemia Mieloide Cronica AIPLMC,ent_000321,0.92,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Associazione Italiana Per Lo Studio Del Pancreas,ent_000327,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Associazione Malattie Sangue ONLUS,ent_000328,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Associazione Malattie Sangue Onlus,ent_000328,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Associazione Progetto Oncologia UMAN.A,ent_000329,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Associazione Qol-One,ent_000330,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Astellas,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Europe Pharma B.V.,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Gene Therapies Inc.,ent_000333,0.7,mint,"Formerly Audentes, distinct brand unit",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Astellas Global Pharma Development, Inc.",ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma BV,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe B.V,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe B.V.,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe B.V. APEB,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe BV,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe BV APEB,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe Limited,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe Ltd,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe Ltd.,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Europe Ltd. APEL,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Global Development,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Global Development Inc.,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Astellas Pharma Global Development, Inc APGD",ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Astellas Pharma Global Development, Inc.",ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Astellas Pharma Global Development, Inc. APGD",ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Astellas Pharma Global development, Inc",ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma GmbH,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Inc,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas Pharma Inc.,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Astellas Pharma US, Inc",ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Astellas Pharma US, Inc.",ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astellas US Pharma US Inc.APUS,ent_000332,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Astelleas Pharma US, Inc.",ent_000332,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Astex Pharmaceuticals Inc,ent_000334,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Astex Pharmaceuticals, Inc.",ent_000334,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Astex Therapeutics Ltd,ent_000334,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Astion Danmark A/S,ent_000335,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astion Pharma A/S,ent_003894,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Aston University,ent_003895,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Astra Zeneca AB,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astra ZenecaGmbH,ent_000336,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AstraZeneca,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca  AB,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca A/S,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca AB,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca AB / AstraZeneca AB,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca AB / Icosavax Inc.,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AstraZeneca AB Karlebyhus, Astraalln, Sdertlje SE-151 85, Sweden",ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AstraZeneca AB, 151 85 Sdertlje, Sweden",ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AstraZeneca AB, AstraZeneca Sverige",ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AstraZeneca AB, European Regulatory Affairs",ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AstraZeneca AB, RD Mlndal",ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AstraZeneca Farmacutica Spain, S.A",ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AstraZeneca Farmacutica Spain, S.A.",ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca GmbH,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca NV/SA,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca Oy,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca Pharmaceuticals,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca RD Sdertlje,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca RD Sodertalje,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca S.A.S,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca SAS,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca Singapore Pte Ltd,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca Sverige,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca UK Limited,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca UK Ltd,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca oy,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZeneca sterreich GmbH,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AstraZeneca, AB",ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstraZenenca AB,ent_000336,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Astrazeneca AB,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astrazeneca AB / Astrazeneca AB,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Astrazeneca Farmaceutica Spain S.A.,ent_000336,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AstriVax,ent_003896,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Astria Therapeutics Inc.,ent_003897,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Asubio Pharmaceuticals, Inc.",ent_000337,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atamyo Therapeutics,ent_003899,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atavistik Bio Inc.,ent_003900,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atea Pharmaceuticals Inc.,ent_000338,0.97,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atea Pharmaceuticals Inc. / Atea Pharmaceuticals Inc.,ent_000338,0.97,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Atea Pharmaceuticals, Inc.",ent_000338,0.97,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Athena Care/ Isala Klinieken,ent_001827,0.95,mint,"All variants, departments and locations of Isala hospital in Zwolle",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"Athenex, Inc",ent_000339,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Athenex, Inc.",ent_000339,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Athens Medical Society,ent_000340,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Athenstaedt GmbH & Co. KG,ent_003901,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Athera Biotechnologies AB,ent_003902,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"AtheroGenics, Inc.",ent_003903,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Athersys, Inc",ent_000341,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Athersys, Inc.",ent_000341,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atlantic Pharmaceuticals Limited,ent_003904,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atopix Therapeutics Ltd.,ent_000342,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Atopix Therapeutics Ltd.,",ent_000342,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atossa Genetics Inc,ent_000343,0.85,mint,Atossa Genetics Inc renamed to Atossa Therapeutics Inc; same company.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atossa Therapeutics Inc.,ent_000343,0.85,mint,Atossa Genetics Inc renamed to Atossa Therapeutics Inc; same company.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atox Bio,ent_003905,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atrium Medical Centre,ent_000344,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atrium Medical Corporation,ent_000345,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atrium Medisch Centrum Parkstad,ent_000347,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Atriva Therapeutics GmbH,ent_003906,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Atrogi AB,ent_003907,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Attgeno AB,ent_003908,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Audentes Therapeutics Inc.,ent_000348,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Audentes Therapeutics, Inc.",ent_000348,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AudioCure Pharma GmbH,ent_003909,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Audion Therapeutics BV,ent_003910,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Augenklinik Universitaetsallee,ent_003911,0.5,mint,"Single ophthalmology clinic sponsor, insufficient info to map to a larger parent institution.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Augenklinik der LMU Mnchen,ent_001947,0.88,mint,"LMU university hospital (Großhadern/Innenstadt campuses, departments) rolls up to the Klinikum",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Augenklinik des Universittsklinikums Erlangen,ent_003318,0.85,mint,University hospital Erlangen and its departments/clinics,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Aumed a.s.,ent_000349,0.75,mint,Aumed a.s. appears alone and jointly with Cepha s.r.o.; treated as same sponsoring entity,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Aura Biosciences Inc.,ent_003912,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Aurealis Oy,ent_003913,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Auricula Biosciences Inc.,ent_003914,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Aurinia Pharmaceuticals Inc.,ent_000350,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Aurinia Pharmaceuticals, Inc.",ent_000350,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Auris Medical AG,ent_000351,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Auris Medical Inc.,ent_000351,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Auris ehf.,ent_000352,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Aurobac Therapeutics S.A.S.,ent_003915,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Auron Therapeutics Inc.,ent_003916,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Aurora Pujol Onofre,ent_000353,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Auspex Pharmaceuticals, Inc.",ent_003917,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Australasian Gastro-Intestinal Trials Group, Sydney University",ent_000354,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Australasian GastroIntestinal Trials Group,ent_000354,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Australian Kidney Trials Network, University of Queensland",ent_000355,0.7,mint,Named network hosted at University of Queensland,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Australian Sarcoma Group ASSG,ent_003918,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Austrian Breast  Colorectal Cancer Study Group ABCSG,ent_000356,0.92,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Austrian Breast and Colorectal Cancer Study Group ABCSG,ent_000356,0.92,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
Austrian Forum against Cancer,ent_000358,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Austrian Prostate Study Group AUPSG,ent_003919,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Autifony Therapeutics Limited,ent_003920,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Autoimmune Technologies, LLC",ent_003921,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Autolus Limited,ent_000359,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Autolus Ltd,ent_000359,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Auxilium UK Limited,ent_003922,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Auxilius Pharma Sp. z o.o.,ent_003923,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Av7 Limited,ent_003924,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Avalo Therapeutics Inc.,ent_003925,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
Avalyn Pharma Inc.,ent_003926,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Avanir Pharmaceuticals, Inc.",ent_003927,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Avdeling for Anestesi, Intensiv og Operasjon Brum Sykehus",ent_004002,0.6,mint,"Department of Anesthesia, Intensive Care and Operating Room resolves to its parent hospital, Baerum Sykehus (name likely stripped of accents from 'Bærum').",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"AveXis, Inc.",ent_003928,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"Avemedica, s.r.o.",ent_003929,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
