cache_key,raw_sponsor,model_id,prompt_version,candidates_sha256,n_candidates,chosen_index,entity_id,confidence,channel,reason,decided_at_utc,batch_id
043e6d37afab740edd85c67400f557508ec7dc0f166e363820b924bf7d2f0f19,Axcan Pharma Inc. Axcan Pharma International BV is subsidiary of Axcan Pharma Inc.,claude-sonnet-5,sponsor-assign-v1,12c3f29242ab45567c053429342b61fb4627d7007841a998f911f72ba0f9389a,10,0,NA,0.95,NA,Axcan Pharma is not listed among the candidates; none correspond to it.,2026-08-13T18:59:04Z,NA
699a314685188992f2d39effa3ac522e84b8e6b54b4089bd6091ee9bf734a93b,Azienda Ospedaliero-Universitaria Di Bologna IRCCS Istituto Di Ricerca E Di Cura A Carattere Scientifico,claude-sonnet-5,sponsor-assign-v1,547c767a8d4bfca2e4d038204732f8bb35f7b5c1aa4d02f46c225afe5fd57cb8,10,5,ent_000414,0.9,token_idf,"Azienda Ospedaliero-Universitaria Di Bologna matches Policlinico S. Orsola-Malpighi, its known hospital complex.",2026-08-13T06:33:12Z,NA
4b77ba94dbbd5ec3db8c50ea4756add9147daf1eb2f268782218fd41345188ca,Azienda Sanitaria Universitaria Friuli Centrale,claude-sonnet-5,sponsor-assign-v1,4fbcb249889953b777e3090722d531096652822c0382f153e39680a176eb4d4f,1,0,NA,0.97,NA,No matching organisation for an Italian healthcare authority in the candidate list; the only option is a French military health service.,2026-08-13T06:34:34Z,NA
e961101b191b9655297969a388a1712770e79d12e02a2f3b14712f62042cf809,"BIAL INDUSTRIAL FARMACEUTICA, S.A.",claude-sonnet-5,sponsor-assign-v1,5fa1f4d89d1cc4422614142a1a8e652c189be0c0dd56969a027fa4597918a015,10,1,ent_000446,0.85,token_idf,"BIAL Industrial Farmaceutica, S.A. is the full legal name of BIAL, matching candidates 1/4 which are the same company (BIAL/Bial).' Chose 1 as canonical entry.",2026-08-13T18:59:10Z,NA
b883f30ab71d00e48125bbeada91a6ff450a8c8d7944b5793a56617ebc96b58e,BIAL Industrial Farmaceutica,claude-sonnet-5,sponsor-assign-v1,5fa1f4d89d1cc4422614142a1a8e652c189be0c0dd56969a027fa4597918a015,10,1,ent_000446,0.9,token_idf,"BIAL - Portela & Ca, S.A., commonly referred to as BIAL, full legal name includes 'Industrial Farmacêutica'; matches candidate 1/4 BIAL",2026-08-13T18:59:13Z,NA
4f9a7590f5a0860352c784e9d74b6163a8e0008a6e7c0bd5bf25414d88a84a61,BTI BIOTECHNOLOGY INSTITUTE IMASD,claude-sonnet-5,sponsor-assign-v1,95ec433787d90d1cd4d0b41fb87e0f0deb61e0d28dec248fbc564327468133e4,10,1,ent_000452,0.95,token_idf,Direct name match to BTI Biotechnology Institute.,2026-08-13T18:59:18Z,NA
0114cd382a9cec84577df67c851da0bd0f193116279156d42073c04701e4d1b7,BTI I MAS D,claude-sonnet-5,sponsor-assign-v1,2c31636ab01ab9210a817c037ce70c000d97ecb25f930444aa8fefae5c39bac7,2,0,NA,0.3,NA,"BTI I MAS D is ambiguous; unclear if it matches BTI Biotechnology Institute or Universitetssjukhuset MAS, cannot be confident.",2026-08-13T18:59:21Z,NA
d9276c1504a1a39bc388f821b481e8bc794fa7030a6e134d6c817724e22a14a2,BTI I MAS D S.L.,claude-sonnet-5,sponsor-assign-v1,2c31636ab01ab9210a817c037ce70c000d97ecb25f930444aa8fefae5c39bac7,2,1,ent_000452,0.7,token_idf,"BTI I MAS D S.L. appears to be a legal entity name of BTI Biotechnology Institute (I+D, S.L.).",2026-08-13T18:59:25Z,NA
85969eb95c8beb3db0b3cccb6723bd79481eebb1f0ffd12076fb83d3bd84a9d3,Barcelonabeta Brain Research Center,claude-sonnet-5,sponsor-assign-v1,ff2f4df7beb3ac88717e4791868195bf119e694ba893f0bac1c1587f5199ea52,4,0,NA,0.97,NA,"None of the candidates correspond to Barcelonabeta Brain Research Center, a Spanish institution unrelated to the listed Dutch organisations.",2026-08-13T06:36:36Z,NA
913c1cf8952dbe48e3bda5ec287b0aabe5cb5789386ad6f11a434840edf16a58,Belite Bio Inc.,claude-sonnet-5,sponsor-assign-v1,d6bdf199a54b25b3d81a1bb2cd40298f01ba0c6c833a9826f910ffacf5f6aa94,10,0,NA,0.97,NA,Belite Bio Inc. is not listed among the candidates; none match.,2026-08-13T06:36:39Z,NA
ff958121911e829b4ad427f6d82bcd937137b391c91f1a0c8bd6ff2a746c7e68,Beroendecentrum Stockholm,claude-sonnet-5,sponsor-assign-v1,38859179acd5b10f09b7bcf663b248365b0d56db9edbbd88dfed988c2c43982d,9,0,NA,0.5,NA,"Beroendecentrum Stockholm (addiction center) is likely a unit under Region Stockholm, but no clear direct match exists among candidates to confidently confirm.",2026-08-13T06:36:42Z,NA
092da700b61432bb05629b02401e82afe91ed3211ae1f07d5bcebca6768ea550,Bial Industrial Farmacutica S.A.,claude-sonnet-5,sponsor-assign-v1,68664ec865d33a98032a561041fa5f348d735a2d8767f96ff392575395a858b5,5,1,ent_000446,0.95,token_idf,"'Bial Industrial Farmacutica S.A.' is the deaccented full name of Bial (Bial - Portela & Ca), matching entry 1.",2026-08-13T06:34:17Z,NA
d59c6e3b7eb40aa47eb8447f0c8043616971799582f188e819aa2618ed55c0e3,Biocompatibles UK Limited,claude-sonnet-5,sponsor-assign-v1,f71d9fb4ec5cbec9e4d1e85c1730a085436c748ace5445a36385a39fdd5ac20e,10,0,NA,0.95,NA,Biocompatibles UK Limited is not listed among the candidates; none correspond to this specific company.,2026-08-13T18:59:28Z,NA
db8f94b96d356cd32aa6169e1995857ffbf604ac3037acb08b99ed88bbcbb3f4,Biocompatibles UK Ltd,claude-sonnet-5,sponsor-assign-v1,f71d9fb4ec5cbec9e4d1e85c1730a085436c748ace5445a36385a39fdd5ac20e,10,0,NA,0.95,NA,Biocompatibles UK Ltd is not listed among the candidates; it's a separate medical device company.,2026-08-13T06:38:58Z,NA
3b6f05ca532a8014c249d3920bb084361ec551158a2e4f049ae522711c76e8be,Biocompatibles UK Ltd.,claude-sonnet-5,sponsor-assign-v1,f71d9fb4ec5cbec9e4d1e85c1730a085436c748ace5445a36385a39fdd5ac20e,10,0,NA,0.95,NA,Biocompatibles UK Ltd. is not listed among the candidates; none match this organisation.,2026-08-13T18:59:31Z,NA
53f7e824d95b48e5ce4dc57658898c3b22c9bb12eb54190be000825401fb384f,Biotec Pharmacon ASA,claude-sonnet-5,sponsor-assign-v1,036d9ed00112fdfd18aaeea9e653fa55e31edae912f9092836ed4d3cb43ec9af,10,0,NA,0.9,NA,Biotec Pharmacon ASA is a Norwegian company not listed among the candidates; none match.,2026-08-13T06:33:16Z,NA
100306c25db5e217a2654fd0b814e03be1c907e3abf9eea7f2b2db9aad15aeb3,Bond Avillion 2 Development LP,claude-sonnet-5,sponsor-assign-v1,a8f0e21791e23e9d5ecb89f2aa5a82ae3e4ca59f927fa3be4063098b3d5c42cc,1,0,NA,0.95,NA,Bond Avillion 2 Development LP is unrelated to Adare Pharmaceuticals; no match found.,2026-08-13T06:36:45Z,NA
83c0a903d6f2061c7b7bc5ea865de81e3fe4e99e0fcdbe6e87f0cef960323dc1,Bradford Teaching Hospitals NHS Foundation Trust,claude-sonnet-5,sponsor-assign-v1,eed8d5a009480a350c2f978f585e0326f522a1181e19d826c305296199ee0b55,6,0,NA,0.95,NA,None of the listed trusts is Bradford Teaching Hospitals NHS Foundation Trust; it is a distinct organisation not present in the list.,2026-08-13T06:34:37Z,NA
89ac856425b7e064457a9c48f2fb79831f85b88b5f37e5ba2790473e0bde9cc0,CAIBER,claude-sonnet-5,sponsor-assign-v1,422bd6376fd81dc11f6e869e48615971548b8ced57460c962eb75307240f0686,1,1,ent_000806,0.97,token_idf,CAIBER is an exact acronym match for the listed organisation.,2026-08-13T06:36:47Z,NA
99f0918993b490482f9d54835673e3a16c45fa9878c7c6ace3ec100711a0ae35,CCAB Centro Clinico Academico Braga Associacao,claude-sonnet-5,sponsor-assign-v1,b1728f7662869801756f07763574911d4412c7421874fb0cc32edb9fde2bce1e,1,1,ent_000717,0.97,token_idf,"CCAB is the abbreviation for Centro Clínico Académico Braga, matching candidate 1 (2CA-Braga).",2026-08-13T06:36:50Z,NA
34da33101a856b96b78c2a5f3cf8900e37eb7b4ad35870d9212beb72a5e96cf1,CECOG,claude-sonnet-5,sponsor-assign-v1,2182cd009b80ab6531dcd2f90fc049b910e3dde34f0bf3ed38d64131bdb370f5,1,1,ent_000664,0.95,token_idf,CECOG is the well-known abbreviation for Central European Cooperative Oncology Group.,2026-08-13T06:34:40Z,NA
616d35638cea0692859a893ba53d86b1d41f1784d49d1ec7a064b88dbd4ef550,CHU de Nmes,claude-sonnet-5,sponsor-assign-v1,fbb81e68064f1f0f2fc9223c804ca53c205dbbd5003f6308ecbb759055c9def2,10,1,ent_000695,0.97,token_idf,"CHU de Nmes is missing accent for Nîmes, matching Centre Hospitalier Universitaire de Nîmes.",2026-08-13T06:31:31Z,NA
cbcc2ffb70ea060d267fcf89df851ebaede216665b1c57327f147aff5d437b85,CV THERAPEUTICS INC,claude-sonnet-5,sponsor-assign-v1,df29529f1c0455230f494be392686c23d496484ec136859e5803794965afdcfa,2,0,NA,0.97,NA,"CV Therapeutics Inc is a US pharmaceutical company, unrelated to the listed Spanish hospital foundations.",2026-08-13T18:59:34Z,NA
1dbef6fda1a6399278be3e0075b1119c5686c793b461651348517e1b4677744b,"CV Therapeutics, Inc.",claude-sonnet-5,sponsor-assign-v1,df29529f1c0455230f494be392686c23d496484ec136859e5803794965afdcfa,2,0,NA,0.97,NA,"CV Therapeutics, Inc. is a US pharmaceutical company, unrelated to the Spanish hospital foundations listed.",2026-08-13T18:59:37Z,NA
b3b135077a6a09d4906c5f0b15245270af583d4916c408c05fb18fb50d06d428,Centessa Pharmaceuticals UK Limited,claude-sonnet-5,sponsor-assign-v1,f71d9fb4ec5cbec9e4d1e85c1730a085436c748ace5445a36385a39fdd5ac20e,10,0,NA,0.95,NA,Centessa Pharmaceuticals UK Limited is not among the listed organisations.,2026-08-13T06:36:53Z,NA
27845d35f24cc8d459b2d9b77821542508e379c3dc95cef72b417431c328f2da,Centre Henri Becquerel,claude-sonnet-5,sponsor-assign-v1,c8eabf5c4c5d2c44a60e01a57324456648074a2c98173c1e55359cd5b0448302,2,0,NA,0.95,NA,"Centre Henri Becquerel is a cancer center in Rouen, France, distinct from both Centre Hospitalier Henri Laborit and Ipsen. Neither candidate matches.",2026-08-13T06:36:57Z,NA
b339c07c16827d4fead4cec90cea1f82ca98010ee9b088ceaa2f0e52c524469d,Centre Hospitalier Departemental Vendee,claude-sonnet-5,sponsor-assign-v1,6675cbe218408ffee243a325cd9dbe4547e1cd99ed1ca6a63d463d22a0bcc4e0,1,1,ent_000672,0.98,exact,Exact match aside from accent removal.,2026-08-13T06:36:59Z,NA
5a914af7d7aceedd22fd3a6acc03a0bc219d1a2d2acc9a70b670de5f53ddf7eb,Centre Hospitalier Intercommunal Creteil,claude-sonnet-5,sponsor-assign-v1,e71c948e81e3a44f01035d73a7c354d7a8aee7039f04aa6345f98fe511b93e1a,2,1,ent_000674,0.98,token_idf,Direct match with accents removed; same institution name.,2026-08-13T06:33:19Z,NA
c09dac17143066a9956b1c05936e7cca111b92e7244e9e6fbaf7d4fce7d254a5,Centre Lon Brard,claude-sonnet-5,sponsor-assign-v1,daef39403d1997c5c6caae13d3eb6abd7ea817cf7c7fe1fb97b0b2de0302501a,2,1,ent_000704,0.97,exact,"'Centre Lon Brard' is 'Centre Léon Bérard' with accents stripped, matching option 1 exactly.",2026-08-13T06:31:34Z,NA
d070c8d12f3cc21294694e8cf9a24d67052f53c23224c30d9666bea04889213f,Chronic Obstructive Pulmonary Disease Trial Network COP:TRIN,claude-sonnet-5,sponsor-assign-v1,71e1acbcb67f9f98af7542932197489d5d0d0aed2dc2e7dabf39a95175fc5147,5,0,NA,0.9,NA,"COP:TRIN is a Danish COPD trial network, not matching any listed organisation.",2026-08-13T06:37:02Z,NA
c3f0c5cfcd2c297594881c166a33eaffafef7c3c21392b47f938563402b47900,Colorado Prevention Center,claude-sonnet-5,sponsor-assign-v1,598fdf87a766dba7d1fd468ea710678cda5defdcc104c89b23895466327cf156,3,0,NA,0.95,NA,Colorado Prevention Center (now CPC Clinical Research) is not represented among the candidates.,2026-08-13T06:37:04Z,NA
edc003df60c7b4d9bf31130d2caeb5c8b5390c26864f018e377e0744b788064b,"Cougar Biotechnology, Inc",claude-sonnet-5,sponsor-assign-v1,5bb9850c7329f554a37dd3143d360136e5d80cc4dbabf91059955f46ecaf2ea1,8,0,NA,0.85,NA,"Cougar Biotechnology, Inc. is a distinct company (acquired by Johnson & Johnson) and does not match any listed organisation, including Puma Biotechnology which is unrelated despite similar naming style.",2026-08-13T06:37:08Z,NA
59f4690eaee30284de3f70833f748e235f8521cc7bc51b3489fa57829e04712d,Cytos Biotechnology AG,claude-sonnet-5,sponsor-assign-v1,5bb9850c7329f554a37dd3143d360136e5d80cc4dbabf91059955f46ecaf2ea1,8,0,NA,0.97,NA,Cytos Biotechnology AG is not listed among the candidates; none match.,2026-08-13T06:32:01Z,NA
42516d6f4a3366465292aa2352100a012fe7074a01df1dd36f43d4f9a66c5c5b,Danish Breast Cancer Cooperative Group DBCG,claude-sonnet-5,sponsor-assign-v1,553b84beb5a403c6e4146e66e9fe23c96b8c9ec75005c88db01d1ff3a1259822,10,1,ent_000875,0.98,token_idf,Direct match to Danish Breast Cancer Cooperative Group (DBCG),2026-08-13T18:59:40Z,NA
75c4f552ae4eefe91d2bc2d13f925dab49a29e47ce9a2eef7acc11de9212b6b5,Danish Breast Cancer Group DBCG,claude-sonnet-5,sponsor-assign-v1,553b84beb5a403c6e4146e66e9fe23c96b8c9ec75005c88db01d1ff3a1259822,10,1,ent_000875,0.95,token_idf,DBCG is the well-known abbreviation for Danish Breast Cancer Cooperative Group.,2026-08-13T18:59:44Z,NA
3c199376f3f017705d1a599783256b87a468276916215a795977089a654068ec,Department of Dermatology,claude-sonnet-5,sponsor-assign-v1,b052519c272bb6c421d41ff09ecfe2e6776c89a7a0d6d81697c29382e0d03747,10,0,NA,0.9,NA,No parent institution specified; too generic to match any candidate.,2026-08-13T18:59:47Z,NA
5f7ced259ee81f1679f3b45424238dc3adcac0aadde439b19696b7efbc8f3389,"Department of Medicine, Kge University Hospital / Department of Medicine, Kge University Hospital",claude-sonnet-5,sponsor-assign-v1,d785c49a79dc87fd915aec728075ccf454328eca02c4fee1c657b79e319f94f6,1,1,ent_003481,0.85,token_idf,"Køge University Hospital (accents stripped) is part of Zealand University Hospital, matching rule 1.",2026-08-13T18:59:51Z,NA
6d63a222a16980810b4a3cb2c7d72332011aaf97a67bd9b6f2cf32a924bc5e52,Department of gastroenterology. University Hospital of Santiago,claude-sonnet-5,sponsor-assign-v1,1fd410c12ab09fdf039e419b19c915c1fc9bcfbc60f8dfa02b61961ed9610365,10,1,ent_000796,0.85,token_idf,"University Hospital of Santiago matches Complexo Hospitalario Universitario de Santiago, the parent institution for the gastroenterology department.",2026-08-13T18:59:54Z,NA
b83b6d1d978dfb7ff269491490d5d7b7e115463565a692a656104959176a0b1e,Dept of Dermatology,claude-sonnet-5,sponsor-assign-v1,1d618f2d326240fc26876c79f66a5173c76543b52066bd68f4d6660046a8b672,10,0,NA,0.9,NA,"No institution name given, only a department name; cannot determine parent.",2026-08-13T18:59:57Z,NA
c329f7b71c377c7e80c5d68021af7b36023610f78b3fb4104c86d96f2b706f5c,Dept of ped hem/onc,claude-sonnet-5,sponsor-assign-v1,c731d6c9849d722cfa6ff9b848cfde9940c5ca769e473bb97b969b426abb86a6,10,0,NA,0.95,NA,"No institution name given, only a department description; cannot match to any listed organisation.",2026-08-13T06:34:43Z,NA
1f15539bc087024e7fbc35d3b761a1126a93cde5ca757f05c4a81b6a35649417,DermaTools Biotech GmbH,claude-sonnet-5,sponsor-assign-v1,551c370150dcc16df8a620137bc8ea6be4360011474766880a88965f0be06b65,10,0,NA,0.9,NA,None of the candidates match 'DermaTools Biotech GmbH'; no exact or clear parent-subsidiary relationship exists in the list.,2026-08-13T06:32:31Z,NA
f288da2314acf7b85f340d62c23f887d6e80c06517cc40ffe47f1dd8d0fb3fe5,Dermatologikum Hamburg,claude-sonnet-5,sponsor-assign-v1,ce443d7fe17355dc7979f92b61f9dc0145326fabcdfd65a266ddbe24cf545802,3,0,NA,0.9,NA,"Dermatologikum Hamburg is an independent private dermatology clinic, not affiliated with any listed organisations.",2026-08-13T06:34:45Z,NA
e9569e9fa9e93f5abc261b7c427e98f4831dc28738ee87019379141bd35d0755,"Dermira, Inc.",claude-sonnet-5,sponsor-assign-v1,bb5854939d927f3409d10d6b90f330edfb65958559c34b1f5fb5b777731216fb,1,1,ent_000934,0.9,token_idf,"Dermira, Inc. is the same company as the listed Dermira, now part of Eli Lilly.",2026-08-13T06:37:10Z,NA
5144fd91f61e132f94c31497fccfd294c804942f92312a2f962333e8e07f23e6,Desitin Arzneimittel GmbH,claude-sonnet-5,sponsor-assign-v1,56d943372a988001b4e748606be4637af10e2d2557ef8acc039db528b3fffc98,10,0,NA,0.95,NA,Desitin Arzneimittel GmbH is not listed among the candidate organisations.,2026-08-13T06:33:22Z,NA
8f6f41490b9a037d2c73220497d483c1c82347b8c5feb1c58d93d90c2a11a8d3,Diabeteszentrum Bad Lauterberg,claude-sonnet-5,sponsor-assign-v1,33b979b19a01e2d41041b7ce12969b1258b50d1fc5289f0bf098a61d823c53b3,3,0,NA,0.9,NA,"Diabeteszentrum Bad Lauterberg is a distinct diabetes center in Bad Lauterberg, not matching any listed organisation.",2026-08-13T06:34:48Z,NA
e31575b577ee842f79f4a00573ea3b5e8a8500adfb9e16621075976867a6eea4,Dizal (Jiangsu) Pharmaceutical Co. Ltd.,claude-sonnet-5,sponsor-assign-v1,f213b60a43ea5357e0c42a5d4d27f4fd005da4280dd95522b856f0adbca3d637,1,0,NA,0.98,NA,Dizal Pharmaceutical is a distinct company from Jiangsu Hengrui Pharmaceuticals; no match present.,2026-08-13T06:37:14Z,NA
04ae5460389d648e8dfbf68e4bb4331438c34b047233d901e2d93a3b4a29d3eb,Dutch Diabetes Research Foundation,claude-sonnet-5,sponsor-assign-v1,8b58009f82df9a24bb782260f6865a97a66de1c7ad956e891ac53573fff21b93,10,0,NA,0.85,NA,No candidate matches Dutch Diabetes Research Foundation specifically.,2026-08-13T19:00:00Z,NA
1baad3bfde16a5a969b3a6b2716ffe74390008c1f480d251a7cc65663fe49c93,Dutch Heart Foundation,claude-sonnet-5,sponsor-assign-v1,5bd1ad052e3d8d2bd1313796cd557d1a7123737eca1aff5d98bd40dec2488f3b,10,0,NA,0.95,NA,Dutch Heart Foundation (Hartstichting) is not present in the candidate list; none match.,2026-08-13T19:00:04Z,NA
868668f498c685add09c40ecc723ccb2e99362475930169655d1be67783499a4,Dynavax Technologies Corporation,claude-sonnet-5,sponsor-assign-v1,282695b3db437058eb482711e606d0dd8f3a67d28b9fad3b3c622c6c61f4fd0c,10,0,NA,0.97,NA,Dynavax Technologies Corporation is not listed among the candidates.,2026-08-13T06:33:25Z,NA
61bf3b9634f100d2934fc2a10a479f23634889630d284650d99b19396a2be528,Dystrogen Therapeutics Technology Polska Sp. z o.o.,claude-sonnet-5,sponsor-assign-v1,0ec6131275e22021a5e0cf55baafc8a26594ca79b2e8075a6f43ecb7191d070a,10,0,NA,0.95,NA,Dystrogen Therapeutics is not listed among candidates; none match.,2026-08-13T19:00:07Z,NA
a2b9ed3871022765724adc309b6a9596901ee87ab16acb57616113fd51129169,ETOP European Thoracic Oncology Platform,claude-sonnet-5,sponsor-assign-v1,7706c5ad5611ad63f46612231af38295e20e0a55eca57b6e0a48a1ee79663ebf,10,9,ent_001007,0.85,token_idf,"ETOP is part of ETOP IBCSG Partners Foundation, the organizational entity for European Thoracic Oncology Platform.",2026-08-13T06:31:56Z,NA
3a97db9f241dcd1d8567aa178754c9c2217222602102636003656d4ecfbdc60c,Endo Ventures Limited,claude-sonnet-5,sponsor-assign-v1,a79f3be1209d151f70f430687bd0898ae2c15e4121d8892fa93a6b16bf873b88,1,0,NA,0.95,NA,Endo Ventures Limited is unrelated to Ferring; no matching candidate provided.,2026-08-13T06:39:00Z,NA
9881f95ecaad9bbf231d48be11a03adacabda2074eb5fad8d124d4dd547f0a28,Engelhard Arzneimittel GmbH  Co. KG,claude-sonnet-5,sponsor-assign-v1,56d943372a988001b4e748606be4637af10e2d2557ef8acc039db528b3fffc98,10,0,NA,0.95,NA,Engelhard Arzneimittel GmbH & Co. KG is not present in the candidate list; none of the listed companies match.,2026-08-13T06:32:50Z,NA
74dbb78ff43ce935c15fade0eff442d30ee5cdc403794da76751a37b0b0ccf71,Engelhard Arzneimittel GmbH  Co. KG,claude-sonnet-5,sponsor-assign-v1,040809fc7e453e14bdda7758e5536eb5ee0b5e32f4f8e496aa3fd5dc11846734,10,0,NA,0.95,NA,Engelhard Arzneimittel GmbH & Co. KG is not present among the candidate list.,2026-08-13T18:57:29Z,NA
2f77d4dbff19f9298acc08b882f0a36e0497f0d1175d772014eb22214cbe3b2f,Engelhard Arzneimittel GmbH  Co.KG,claude-sonnet-5,sponsor-assign-v1,56d943372a988001b4e748606be4637af10e2d2557ef8acc039db528b3fffc98,10,0,NA,0.95,NA,Engelhard Arzneimittel GmbH & Co. KG is not listed among the candidates; none matches.,2026-08-13T06:35:34Z,NA
deda4ab71a5f90b316ca2ac48d22379a8f2c8bf1e679d867f88785369feeebe6,Engelhard Arzneimittel GmbH  Co.KG,claude-sonnet-5,sponsor-assign-v1,040809fc7e453e14bdda7758e5536eb5ee0b5e32f4f8e496aa3fd5dc11846734,10,0,NA,0.95,NA,Engelhard Arzneimittel GmbH & Co.KG is not listed among the candidates.,2026-08-13T18:57:44Z,NA
40518f75c47b4393a01209fb765402996fda194469bfe8357389deb090ee68bf,Engelhard Arzneimittel GmbH & Co. KG,claude-sonnet-5,sponsor-assign-v1,040809fc7e453e14bdda7758e5536eb5ee0b5e32f4f8e496aa3fd5dc11846734,10,0,NA,0.95,NA,Engelhard Arzneimittel GmbH & Co. KG is not listed among the candidates.,2026-08-13T19:00:11Z,NA
020daf9a34976cb951d3e39e7c510268d9ed59fe20f4bc8d02f3dd7f3fb50959,European Thoracic Oncology Platform ETOP,claude-sonnet-5,sponsor-assign-v1,7706c5ad5611ad63f46612231af38295e20e0a55eca57b6e0a48a1ee79663ebf,10,9,ent_001007,0.9,token_idf,ETOP is officially organized as ETOP IBCSG Partners Foundation,2026-08-13T06:39:03Z,NA
a414dc920794a91f736e24842261a72716cec2f16e58b6a2339cfcc258db482a,European Uro-Oncology Group Stichting,claude-sonnet-5,sponsor-assign-v1,5878fccd194fc272ca4578f6f0415d9b07de9c40c6b427a24e3ececc5c4e7730,10,1,ent_004615,0.92,token_idf,'European Uro-Oncology Group Stichting' is the Dutch foundation entity name for the European Uro-Oncology Group.,2026-08-13T19:00:14Z,NA
2411787902d5d2ea4a14b2d42c8ad0b967f0f33177d9b0578ffa851c6463d5b1,FARMACEUTICI DAMOR,claude-sonnet-5,sponsor-assign-v1,a64ada76ec1de90eb90370f0f319a62861ccd627f7e23857fe603a92e6e6cbf3,7,0,NA,0.95,NA,Farmaceutici Damor is a distinct Italian company not present in the candidate list.,2026-08-13T06:33:28Z,NA
76551b099dc18c36804df119987327c133dbfc3ca3fd9d903a70a567a590e4c2,FILO,claude-sonnet-5,sponsor-assign-v1,0d5003f54680c0a060db46f9aaf2e7ebaea909fc0440857b4efb774868fc542d,1,1,ent_001209,0.95,token_idf,FILO is the well-known abbreviation for French Innovative Leukemia Organization.,2026-08-13T06:34:51Z,NA
e1ee5b35969294cc02bb741d8dcbca61e15da4c045e129fd10418e9d99950e31,FIMABIS,claude-sonnet-5,sponsor-assign-v1,cd4b4dcc80cd90c6f92e707393e8cbbe24bdb5000e13e0950fce00651bda8812,1,1,ent_001269,0.98,token_idf,FIMABIS is the exact acronym for the listed foundation.,2026-08-13T06:34:54Z,NA
8ffae95962c13b789f362209bc54e9ab00acc52584f511044d9ef8638b4a278c,FONDAZIONE TELETHON,claude-sonnet-5,sponsor-assign-v1,969ccc179defbf8f8782ee95c0172c60e7f38200f14aa2a5259d2d3f74e47a9b,1,0,NA,0.95,NA,"Fondazione Telethon is a distinct research foundation, not Ospedale San Raffaele.",2026-08-13T06:39:06Z,NA
b0fefb1cbeb4b23fdf40683cd3b840185df13a5cf6d3484cd719133066dc8d5f,FRED HUTCHINSON CANCER RESEARCH CENTER,claude-sonnet-5,sponsor-assign-v1,476ec2fa7975bf7b16e0111d13a258db3aa1d5ea8859de2766ba5c6f89bf9e7f,2,1,ent_001203,0.99,exact,Exact name match.,2026-08-13T19:00:17Z,NA
780a526a079ab35602ddb4a453843998f283596de4d8321142bc25b2cf831bed,FUNDACIN ESPAOLA DE REUMATOLOGIA,claude-sonnet-5,sponsor-assign-v1,c14a1ae0016e8a140a034608c672fb41c7cf91cffa03c2d6bc4a061d0646cca9,9,1,ent_004758,0.98,token_idf,Direct match to Fundacion Espanola de Reumatologia.,2026-08-13T19:00:20Z,NA
8ee31c337f1161b92c2a93fe5a881cc1d2dbe9d6644a435d6c937e5e7e361915,FUNDACION CV INVESTIGACION HOSPITAL DR PESET,claude-sonnet-5,sponsor-assign-v1,651148bd2d47e0c91b93b608bb186d7ccb906192e254a97329590e15e25e5bc9,10,1,ent_001299,0.9,token_idf,Exact match to 'Fundación para la Investigación CV Hospital Dr. Peset',2026-08-13T06:39:09Z,NA
61e606991617cde31f792ad875fd735ebbccabc93a38668b7f422ee83aa71a62,FUNDACION SANTIAGO DEXEUS FONT,claude-sonnet-5,sponsor-assign-v1,46ead1c6a239b5738999a1267df7626b121b1d88e18a94d7ff316f9ef5a1e706,6,0,NA,0.9,NA,"None of the candidates correspond to Fundacion Santiago Dexeus Font, a distinct Barcelona-based foundation (Dexeus).",2026-08-13T19:00:23Z,NA
8c3474dd73cc05a80080cc052fd0891c301870353e4de15e6e306e6456e9547f,Fondation A De Rothschild,claude-sonnet-5,sponsor-assign-v1,ae8221f341f5ebe9aca84e410e189dffb06a389a7fd1f45cd316b0d509f2e3e3,1,1,ent_004700,0.9,token_idf,"Fondation A De Rothschild matches Fondation Ophtalmologique Adolphe de Rothschild, same institution abbreviated.",2026-08-13T18:57:32Z,NA
a5d67ebcda484d18ddcccaef22ec3d165d0804e694bf232398b78b26dfb88797,Fondazione Radioterapia Oncologica Onlus,claude-sonnet-5,sponsor-assign-v1,13ba2cb8419fa86d3a573fb4607b28634e3b96b676a0ef426023832e00095b04,10,0,NA,0.9,NA,No candidate matches Fondazione Radioterapia Oncologica Onlus specifically.,2026-08-13T06:37:17Z,NA
aaccf54e7575e806c1cb4e770217d2b0e240a29dc049a24cd6cfcca05146ef89,Fondazione Telethon,claude-sonnet-5,sponsor-assign-v1,969ccc179defbf8f8782ee95c0172c60e7f38200f14aa2a5259d2d3f74e47a9b,1,0,NA,0.95,NA,"Fondazione Telethon is a separate research charity, not Ospedale San Raffaele.",2026-08-13T19:00:26Z,NA
af17e7a6f021ad027f6c59189c6dc2c759f996c3452c52430890a3d59d051e49,Fondazione Telethon Ets,claude-sonnet-5,sponsor-assign-v1,eafad20b2554013c2b119434b256837764d311c66ac1d0d266245789fdceb3f6,4,0,NA,0.95,NA,None of the listed organisations is Fondazione Telethon Ets.,2026-08-13T06:39:13Z,NA
