cache_key,block_id,model_id,prompt_version,cluster_no,canonical,legal_entity,parent,entity_type,raw_sponsor,confidence,reason,decided_at_utc,batch_id
e369804780644fb459a0283d8ca30e0d9ef105c55713f535fe6b717f58c6a451,blk_00018,claude-opus-5,sponsor-mint-v2,1,Boehringer Ingelheim,NA,NA,industry,Boehringer Ingelheim International GmbH / Boehringer Ingelheim International GmbH / Boehringer Ingelheim Espana S.A.,0.97,All strings are national subsidiaries/legal variants of the Boehringer Ingelheim group.,2026-08-12T15:10:29Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
e369804780644fb459a0283d8ca30e0d9ef105c55713f535fe6b717f58c6a451,blk_00018,claude-opus-5,sponsor-mint-v2,1,Boehringer Ingelheim,NA,NA,industry,Boehringer Ingelheim Netherlands B.V.,0.97,All strings are national subsidiaries/legal variants of the Boehringer Ingelheim group.,2026-08-12T15:10:29Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
e369804780644fb459a0283d8ca30e0d9ef105c55713f535fe6b717f58c6a451,blk_00018,claude-opus-5,sponsor-mint-v2,1,Boehringer Ingelheim,NA,NA,industry,Boehringer Ingelheim Pharma Ges.m.b.H.,0.97,All strings are national subsidiaries/legal variants of the Boehringer Ingelheim group.,2026-08-12T15:10:29Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,2,Boehringer Ingelheim,NA,NA,industry,Boehringer Ingelheim,0.75,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,2,Boehringer Ingelheim,NA,NA,industry,Boehringer Ingelheim GmbH,0.75,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,3,Boehringer Ingelheim Pharma,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Pharma GmbH  Co. KG,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,3,Boehringer Ingelheim Pharma,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Pharma GmbH  Co.KG,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,3,Boehringer Ingelheim Pharma,NA,Boehringer Ingelheim,industry,"Boehringer Ingelheim Pharma GmbH  Co. KG,",0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,3,Boehringer Ingelheim Pharma,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim GmbH  Co. KG,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,4,SCS Boehringer Ingelheim Comm.V,NA,Boehringer Ingelheim,industry,SCS Boehringer Ingelheim Comm.V,0.8,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,4,SCS Boehringer Ingelheim Comm.V,NA,Boehringer Ingelheim,industry,SCS Boehringer Ingelheim Comm. V,0.8,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,4,SCS Boehringer Ingelheim Comm.V,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim SComm,0.8,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,4,SCS Boehringer Ingelheim Comm.V,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Coordination Centre Belgium,0.8,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,5,Boehringer Ingelheim RCV,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim RCV GmbH  Co KG,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,5,Boehringer Ingelheim RCV,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim RCV GmbH  Co. KG,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,5,Boehringer Ingelheim RCV,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim RCV GmbH  CoKG,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,6,Boehringer Ingelheim Austria,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Austria GmbH,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,6,Boehringer Ingelheim Austria,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Austia Gm.b.H,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,6,Boehringer Ingelheim Austria,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Austria GesmbH,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,7,Boehringer Ingelheim Pharma Ges.m.b.H.,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Pharma Ges mbH,0.8,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,7,Boehringer Ingelheim Pharma Ges.m.b.H.,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Pharma Ges.m.b.H.,0.8,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,8,Boehringer Ingelheim Limited,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Limited,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,8,Boehringer Ingelheim Limited,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Ltd,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,8,Boehringer Ingelheim Limited,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Ltd.,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,8,Boehringer Ingelheim Limited,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim UK Ltd,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,9,Boehringer Ingelheim France,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim France,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,9,Boehringer Ingelheim France,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim France S.A.S.,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,10,Boehringer Ingelheim España,NA,Boehringer Ingelheim,industry,"Boehringer Ingelheim Espaa, S.A.",0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,10,Boehringer Ingelheim España,NA,Boehringer Ingelheim,industry,"Boehringer-Ingelheim Espaa, S.A.",0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,10,Boehringer Ingelheim España,NA,Boehringer Ingelheim,industry,"Boehringer Ingelheim Esapaa, S.A.",0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,10,Boehringer Ingelheim España,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Espaa S.A,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,11,Boehringer Ingelheim Netherlands,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim bv,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,11,Boehringer Ingelheim Netherlands,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim B. V.,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,11,Boehringer Ingelheim Netherlands,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Netherlands B.V.,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,12,Boehringer Ingelheim Danmark,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Danmark A/S,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
f93be97148d47c36d31f94d26590ba37112c0339ec8ff4240cc8db050f892c95,blk_00018,claude-opus-5,sponsor-mint-v1,13,Boehringer Ingelheim Ellas,NA,Boehringer Ingelheim,industry,Boehringer Ingelheim Ellas AE,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,1,University College London,NA,NA,academic,University College London,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,1,University College London,NA,NA,academic,University College London UCL,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,1,University College London,NA,NA,academic,University College London Comprehensive Clinical Trials Unit,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,1,University College London,NA,NA,academic,University College London Comprehensive Clinical Trial Unit,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,1,University College London,NA,NA,academic,Great Ormond Street Hospital NHS Trust / University College London - Institute of Child Health,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,1,University College London,NA,NA,academic,Joint Sponsorship: University College London UCL  University College London Hospitals UCLH,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,1,University College London,NA,NA,academic,University College London,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,1,University College London,NA,NA,academic,University College London UCL,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,1,University College London,NA,NA,academic,University College London Comprehensive Clinical Trials Unit,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,1,University College London,NA,NA,academic,University College London Comprehensive Clinical Trial Unit,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,1,University College London,NA,NA,academic,Great Ormond Street Hospital NHS Trust / University College London - Institute of Child Health,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,1,University College London,NA,NA,academic,Joint Sponsorship: University College London UCL  University College London Hospitals UCLH,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,"Imperial College, London",0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London JRC Office,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London Limited,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London and Imperial College Healthcare NHS Trust,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,"Imperial College London, Joint Research Compliance Office",0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,"Clinical Research office, Faculty of Medicine, Imperial College London",0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College Healthcare NHS Trust and Imperial College London,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London  Imperial College Healthcare NHS Trust,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London  Imperial College NHS Healthcare Trust,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London / BOC Ltd.,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London South Kensington London,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,Imperial College London-Imperial College Healthcare NHS Trust,0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,2,Imperial College London,NA,NA,academic,"Joint Research Compliance Office, Imperial College London and Imperial College Healthcare NHS Trust",0.9,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,"Imperial College, London",0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London JRC Office,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London Limited,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London and Imperial College Healthcare NHS Trust,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,"Imperial College London, Joint Research Compliance Office",0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,"Clinical Research office, Faculty of Medicine, Imperial College London",0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College Healthcare NHS Trust and Imperial College London,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London  Imperial College Healthcare NHS Trust,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London  Imperial College NHS Healthcare Trust,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London / BOC Ltd.,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London South Kensington London,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,Imperial College London-Imperial College Healthcare NHS Trust,0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
2377c4b6de8016cd8eacf19244a030ae26a328515398c088e59b86932453e1cd,blk_00019,claude-opus-5,sponsor-mint-v2,2,Imperial College London,NA,NA,academic,"Joint Research Compliance Office, Imperial College London and Imperial College Healthcare NHS Trust",0.9,NA,2026-08-12T15:10:28Z,msgbatch_01GabXyP4n8oDBrdV75mqchy
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,Kings College London / Guys and St Thomas NHS Foundation Trust,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,Kings College London,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,Kings College London / South London and Maudsley NHS Foundation Trust,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,Kings College London / Kings College Hospital NHS Foundation Trust,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,Kings College Hospital NHS Foundation Trust / Kings College London,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,South London and Maudsley NHS Foundation Trust / Kings College London,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,Kings College London IOP,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,Kings College London / Guys and St. Thomas NHS Foundation Trust,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
01508c6335b54111e1628bef7fa4bb68bbcbdd8a7b671e1f1d7056e0f0c3052c,blk_00019,claude-opus-5,sponsor-mint-v1,3,King's College London,NA,NA,academic,Kings College London / Guys and St.Thomas NHS Foundation Trust,0.85,NA,2026-08-12T11:52:52Z,msgbatch_01SzAM9tMNtnZLdDifviAAAz
