alias_clean,substance_clean,alias_type,source,confidence_prior
sodium dodecyl sulfate,sodium lauryl sulfate,reviewed_queue,llm_reviewed,1
estradiolvalerat,estradiol valerate,reviewed_queue,llm_reviewed,1
somatotropin,somatropin,reviewed_queue,llm_reviewed,1
insuline dtmir,insulin detemir,reviewed_queue,llm_reviewed,1
magnesium pidolate,magnesium pidolate,reviewed_queue,llm_reviewed,1
mannitoli,mannitol,reviewed_queue,llm_reviewed,1
bromelain,bromelain,reviewed_queue,llm_reviewed,1
depomedrone,methylprednisolone,reviewed_queue,llm_reviewed,1
18f fluoromisonidazole,[18f]fluoromisonidazole,reviewed_queue,llm_reviewed,1
epoetina zeta,epoetin zeta,reviewed_queue,llm_reviewed,1
metadon recip,methadone,reviewed_queue,llm_reviewed,1
seretide 500 accuhaler,fluticasone|salmeterol,reviewed_queue,llm_reviewed,1
glpg0259,glpg-0259,reviewed_queue,llm_reviewed,1
"ribomustin, treanda",bendamustine hydrochloride,reviewed_queue,llm_reviewed,1
"humax-cd20, arzerra",ofatumumab,reviewed_queue,llm_reviewed,1
mycophenolic sodium,mycophenolate sodium,reviewed_queue,llm_reviewed,1
arq 197,tivantinib,reviewed_queue,llm_reviewed,1
epinefrina bitartrato,epinephrine,reviewed_queue,llm_reviewed,1
diapam,diazepam,reviewed_queue,llm_reviewed,1
azacitidin,azacitidine,reviewed_queue,llm_reviewed,1
hydrocholorthiazide,hydrochlorothiazide,reviewed_queue,llm_reviewed,1
mk-2578 pegylated erythropoietin,mk-2748,reviewed_queue,llm_reviewed,1
medi-551,inebilizumab,reviewed_queue,llm_reviewed,1
testosterona undecanoato,testosterone undecanoate,reviewed_queue,llm_reviewed,1
srt2104,srt-2104,reviewed_queue,llm_reviewed,1
pentoxifilina,pentoxifylline,reviewed_queue,llm_reviewed,1
dexametasona fosfato disodio,dexamethasone,reviewed_queue,llm_reviewed,1
bms-734016,ipilimumab,reviewed_queue,llm_reviewed,1
methylprednisolonacetat,methylprednisolone acetate,reviewed_queue,llm_reviewed,1
gsk1521498,gsk-1521498,reviewed_queue,llm_reviewed,1
fluoro-choline,18f-fluorocholine,reviewed_queue,llm_reviewed,1
agomelatina,agomelatine,reviewed_queue,llm_reviewed,1
iron sulphate,ferrous sulfate,reviewed_queue,llm_reviewed,1
syrolinus,sirolimus,reviewed_queue,llm_reviewed,1
6 mercaptopurine,mercaptopurine,reviewed_queue,llm_reviewed,1
6 mercaptopurine,mercaptopurine,reviewed_queue,llm_reviewed,1
cafeina citrato,caffeine,reviewed_queue,llm_reviewed,1
presnisolone-21-acetate,prednisolone acetate,reviewed_queue,llm_reviewed,1
azd0530 difumarate,saracatinib,reviewed_queue,llm_reviewed,1
mifepristona,mifepristone,reviewed_queue,llm_reviewed,1
pantoprazolum,pantoprazole,reviewed_queue,llm_reviewed,1
dropridol,droperidol,reviewed_queue,llm_reviewed,1
ondanstron,ondansetron,reviewed_queue,llm_reviewed,1
pzaopanib,pazopanib,reviewed_queue,llm_reviewed,1
codeina fosfato,codeine,reviewed_queue,llm_reviewed,1
pentoxifilina,pentoxifylline,reviewed_queue,llm_reviewed,1
tocoferol,tocopherol,reviewed_queue,llm_reviewed,1
oxgeno,oxygen,reviewed_queue,llm_reviewed,1
zoledronate,zoledronic acid,reviewed_queue,llm_reviewed,1
isoniazida,isoniazid,reviewed_queue,llm_reviewed,1
rifampicina,rifampicin,reviewed_queue,llm_reviewed,1
mgn1703,mgn1703,reviewed_queue,llm_reviewed,1
gluconate de calcium,calcium gluconate,reviewed_queue,llm_reviewed,1
posaconazol,posaconazole,reviewed_queue,llm_reviewed,1
tapendol hydrochloride,tapentadol,reviewed_queue,llm_reviewed,1
fluorothymidine,18f-fluorothymidine,reviewed_queue,llm_reviewed,1
argipressin synthetic vasopressin,vasopressin,reviewed_queue,llm_reviewed,1
prednisolonum,prednisolone,reviewed_queue,llm_reviewed,1
chlorydrate de lidocane monohydrat,lidocaine,reviewed_queue,llm_reviewed,1
chlorhydrate de morphine,morphine,reviewed_queue,llm_reviewed,1
fibrinogen koncentrat,"fibrinogen, human",reviewed_queue,llm_reviewed,1
deferoxamina mesilato,deferoxamine,reviewed_queue,llm_reviewed,1
lercanidipin,lercanidipine,reviewed_queue,llm_reviewed,1
somatuline autosolution,lanreotide,reviewed_queue,llm_reviewed,1
folitropina beta,follitropin beta,reviewed_queue,llm_reviewed,1
verteporfine,verteporfin,reviewed_queue,llm_reviewed,1
doxyxycline,doxycycline,reviewed_queue,llm_reviewed,1
testosterona,testosterone,reviewed_queue,llm_reviewed,1
estrogenos conjugados,conjugated estrogens,reviewed_queue,llm_reviewed,1
buserelina acetato,buserelin,reviewed_queue,llm_reviewed,1
saracatanib,saracatinib,reviewed_queue,llm_reviewed,1
apozema vitamin e 600 i.e.,tocopherol,reviewed_queue,llm_reviewed,1
desferrioxamine methane sulphonate deferoxamine mesilate,deferoxamine,reviewed_queue,llm_reviewed,1
vitamin d3 colecalciferol,cholecalciferol,reviewed_queue,llm_reviewed,1
ketotifeno fumarato,ketotifen,reviewed_queue,llm_reviewed,1
xilometazolina hidrocloruro,xylometazoline,reviewed_queue,llm_reviewed,1
azd3241,verdiperstat,reviewed_queue,llm_reviewed,1
sapropterindihydrochloride,sapropterin dihydrochloride,reviewed_queue,llm_reviewed,1
heparina sodica,heparin,reviewed_queue,llm_reviewed,1
everolimusum,everolimus,reviewed_queue,llm_reviewed,1
magnesio sulfato,magnesium sulfate,reviewed_queue,llm_reviewed,1
triamcinolonum acetonidum,triamcinolone acetonide,reviewed_queue,llm_reviewed,1
recentin,cediranib,reviewed_queue,llm_reviewed,1
ge-148 18f injection,fluciclovine f18,reviewed_queue,llm_reviewed,1
tazaroten,tazarotene,reviewed_queue,llm_reviewed,1
azd7295,azd-7295,reviewed_queue,llm_reviewed,1
"fnofibrate mylan 200 mg, glule",fenofibrate,reviewed_queue,llm_reviewed,1
mitomicina c,mitomycin,reviewed_queue,llm_reviewed,1
"xylocaine 1 with adrenaline epinephrine 1:200,000",lidocaine|epinephrine,reviewed_queue,llm_reviewed,1
"xylocaine 2 with adrenaline epinephrine 1:200,000",lidocaine|epinephrine,reviewed_queue,llm_reviewed,1
dimethylfumarate,dimethyl fumarate,reviewed_queue,llm_reviewed,1
"citric acid, monohydrate",citric acid,reviewed_queue,llm_reviewed,1
carbabenzpyride,enisamium iodide,reviewed_queue,llm_reviewed,1
dompridone,domperidone,reviewed_queue,llm_reviewed,1
eslicabzepine acetate,eslicarbazepine,reviewed_queue,llm_reviewed,1
polyethylene glycol 3550,polyethylene glycol 3350,reviewed_queue,llm_reviewed,1
docusatum natricum inn,docusate,reviewed_queue,llm_reviewed,1
clonidin,clonidine,reviewed_queue,llm_reviewed,1
ferumoxitol,ferumoxytol,reviewed_queue,llm_reviewed,1
cafine,caffeine,reviewed_queue,llm_reviewed,1
amoxicillina,amoxicillin,reviewed_queue,llm_reviewed,1
acido clavulanico,clavulanic acid,reviewed_queue,llm_reviewed,1
caffeina,caffeine,reviewed_queue,llm_reviewed,1
azd1775,adavosertib,reviewed_queue,llm_reviewed,1
bisacodilo,bisacodyl,reviewed_queue,llm_reviewed,1
domperidona,domperidone,reviewed_queue,llm_reviewed,1
triptorelina pamoato,triptorelin,reviewed_queue,llm_reviewed,1
follitropin alpha,follitropin alfa,reviewed_queue,llm_reviewed,1
imcgp100,tebentafusp,reviewed_queue,llm_reviewed,1
teriparatidi,teriparatide,reviewed_queue,llm_reviewed,1
hydroxyethylstarch 200,hydroxyethyl starch,reviewed_queue,llm_reviewed,1
dimetindene maleate,dimethindene,reviewed_queue,llm_reviewed,1
itraconazol,itraconazole,reviewed_queue,llm_reviewed,1
posaconazol,posaconazole,reviewed_queue,llm_reviewed,1
anfotericina b,amphotericin b,reviewed_queue,llm_reviewed,1
caspofungina,caspofungin,reviewed_queue,llm_reviewed,1
nafarelina acetato,nafarelin,reviewed_queue,llm_reviewed,1
cholekalciferol,cholecalciferol,reviewed_queue,llm_reviewed,1
cholekalciferol,cholecalciferol,reviewed_queue,llm_reviewed,1
idroxicarbamide,hydroxycarbamide,reviewed_queue,llm_reviewed,1
silibinina succinato sodio,silibinin,reviewed_queue,llm_reviewed,1
5-fluoroucacil 5-fu,fluorouracil,reviewed_queue,llm_reviewed,1
imiglucrase,imiglucerase,reviewed_queue,llm_reviewed,1
lidocane chlorhydrate monohydrate,lidocaine,reviewed_queue,llm_reviewed,1
triptorelinpamoate,triptorelin pamoate,reviewed_queue,llm_reviewed,1
fbs0701 capsule,deferitazole,reviewed_queue,llm_reviewed,1
zoledronic acid monohydrate,zoledronic acid,reviewed_queue,llm_reviewed,1
clofarabina,clofarabine,reviewed_queue,llm_reviewed,1
albglutide,albiglutide,reviewed_queue,llm_reviewed,1
carbocisteine,carbocysteine,reviewed_queue,llm_reviewed,1
methylphnidate ou mph,methylphenidate,reviewed_queue,llm_reviewed,1
palifosfamide-tris,palifosfamide,reviewed_queue,llm_reviewed,1
calcio cloruro diidrato,calcium chloride,reviewed_queue,llm_reviewed,1
farmorubicina,epirubicin,reviewed_queue,llm_reviewed,1
flunarizina dihidrocloruro,flunarizine,reviewed_queue,llm_reviewed,1
atoquavone,atovaquone,reviewed_queue,llm_reviewed,1
chlorhydrate de proguanil,proguanil,reviewed_queue,llm_reviewed,1
artmther,artemether,reviewed_queue,llm_reviewed,1
lumfantrine,lumefantrine,reviewed_queue,llm_reviewed,1
ccx354-c,ccx354,reviewed_queue,llm_reviewed,1
pyrimthamine,pyrimethamine,reviewed_queue,llm_reviewed,1
spiramycine,spiramycin,reviewed_queue,llm_reviewed,1
atomoxetinum,atomoxetine,reviewed_queue,llm_reviewed,1
gsk2190915,fiboflapon,reviewed_queue,llm_reviewed,1
0.1 bupivacaine,bupivacaine,reviewed_queue,llm_reviewed,1
nbivolol,nebivolol,reviewed_queue,llm_reviewed,1
von willebrand factor complex,von willebrand factor human,reviewed_queue,llm_reviewed,1
"silibinin-c-2,3-dihydrogen succinate, disodium salt",silibinin,reviewed_queue,llm_reviewed,1
qaw039,fevipiprant,reviewed_queue,llm_reviewed,1
pancreatic enzymes,pancreatin,reviewed_queue,llm_reviewed,1
elisidepsin trifluoroacetate,plitidepsin,reviewed_queue,llm_reviewed,1
trv120027,trv-120027,reviewed_queue,llm_reviewed,1
ironiii isomaltoside 1000,iron isomaltoside 1000,reviewed_queue,llm_reviewed,1
ga-68-dotatoc,edotreotide gallium ga-68,reviewed_queue,llm_reviewed,1
panax ginseng,"ginseng, asian",reviewed_queue,llm_reviewed,1
metilnaltrexona bromuro,methylnaltrexone,reviewed_queue,llm_reviewed,1
follicle stimulating hormone,follitropin alfa,reviewed_queue,llm_reviewed,1
benzeraside,benserazide,reviewed_queue,llm_reviewed,1
tasocitinib citrate,tofacitinib citrate,reviewed_queue,llm_reviewed,1
methyle aminolevulinate,methyl aminolevulinate,reviewed_queue,llm_reviewed,1
act-179811,cadazolid,reviewed_queue,llm_reviewed,1
botulinium toxin type a,botulinum toxin type a,reviewed_queue,llm_reviewed,1
linolenic acid,linoleic acid,reviewed_queue,llm_reviewed,1
luteinising hormone human,lutropin alfa,reviewed_queue,llm_reviewed,1
atracurium besilate,atracurium besylate,reviewed_queue,llm_reviewed,1
diklofenak,diclofenac,reviewed_queue,llm_reviewed,1
u3-1287 amg 888,seribantumab,reviewed_queue,llm_reviewed,1
gliclazida,gliclazide,reviewed_queue,llm_reviewed,1
glimepirida,glimepiride,reviewed_queue,llm_reviewed,1
repaglinida,repaglinide,reviewed_queue,llm_reviewed,1
vildagliptina,vildagliptin,reviewed_queue,llm_reviewed,1
tosylchloramid-natrium,chloramine t,reviewed_queue,llm_reviewed,1
chlorhexadine,chlorhexidine,reviewed_queue,llm_reviewed,1
prostvac-v,rilimogene galvacirepvec,reviewed_queue,llm_reviewed,1
gm-csf,regramostim,reviewed_queue,llm_reviewed,1
protein complex derived from clostridium botulinum,botulinum toxin type a,reviewed_queue,llm_reviewed,1
anti-il-20 109-0012,fletikumab,reviewed_queue,llm_reviewed,1
"w, benzalkonium chloride",benzalkonium chloride,reviewed_queue,llm_reviewed,1
mitoq,mitoquinone mesylate,reviewed_queue,llm_reviewed,1
bibf1120,nintedanib,reviewed_queue,llm_reviewed,1
human hepatitis b immunoglobulin,hepatitis b immune globulin,reviewed_queue,llm_reviewed,1
123i ioflupane,ioflupane,reviewed_queue,llm_reviewed,1
rotavirus serotype g1,"rotavirus vaccine, live",reviewed_queue,llm_reviewed,1
rotavirus serotype g2,"rotavirus vaccine, live",reviewed_queue,llm_reviewed,1
rotavirus serotype g3,"rotavirus vaccine, live",reviewed_queue,llm_reviewed,1
rotavirus serotype g4,"rotavirus vaccine, live",reviewed_queue,llm_reviewed,1
rotavirus serotype p18,"rotavirus vaccine, live",reviewed_queue,llm_reviewed,1
pramocaina hidrocloruro,pramoxine,reviewed_queue,llm_reviewed,1
polydocanol,polidocanol,reviewed_queue,llm_reviewed,1
toxina botulnica a,botulinum toxin type a,reviewed_queue,llm_reviewed,1
clcoxib,celecoxib,reviewed_queue,llm_reviewed,1
sulfate de vinblatine,vinblastine,reviewed_queue,llm_reviewed,1
cyclophosphamine,cyclophosphamide,reviewed_queue,llm_reviewed,1
indocyanine green dye,indocyanine green,reviewed_queue,llm_reviewed,1
bia 9-1067,opicapone,reviewed_queue,llm_reviewed,1
nicotinamidepyridine 3-carboxamide,nicotinamide riboside,reviewed_queue,llm_reviewed,1
morfine,morphine,reviewed_queue,llm_reviewed,1
fluticasonfuroaat,fluticasone furoate,reviewed_queue,llm_reviewed,1
tranexamic acid cyklokapron injection 500mg in 5ml,tranexamic acid,reviewed_queue,llm_reviewed,1
bhq880,bhq-880,reviewed_queue,llm_reviewed,1
somatropinrhgh,somatropin,reviewed_queue,llm_reviewed,1
triptorelina acetato,triptorelin,reviewed_queue,llm_reviewed,1
nicotina,nicotine,reviewed_queue,llm_reviewed,1
amg479,ganitumab,reviewed_queue,llm_reviewed,1
flutivate creme,fluticasone propionate,reviewed_queue,llm_reviewed,1
levofloxacino,levofloxacin,reviewed_queue,llm_reviewed,1
isoniazida,isoniazid,reviewed_queue,llm_reviewed,1
piridoxina hidrocloruro,pyridoxine,reviewed_queue,llm_reviewed,1
chlorydrate de nalbuphine,nalbuphine,reviewed_queue,llm_reviewed,1
chlorydrate dhydroxyzine,hydroxyzine,reviewed_queue,llm_reviewed,1
autologous dc,autologous cord blood,reviewed_queue,llm_reviewed,1
tetanus toxoid conjugate,tetanus toxoid,reviewed_queue,llm_reviewed,1
grt6005 cpsulas duras rellenas de lquido con sedds_0708,cebranopadol,reviewed_queue,llm_reviewed,1
grt6005 hard capsules  liquid filled with sedds_0708,cebranopadol,reviewed_queue,llm_reviewed,1
phylloquinone,phytomenadione,reviewed_queue,llm_reviewed,1
carbamide,urea,reviewed_queue,llm_reviewed,1
benzoyl peroxide 2.5,benzoyl peroxide,reviewed_queue,llm_reviewed,1
glimepirid bmm pharma,glimepiride,reviewed_queue,llm_reviewed,1
monobenzonum,monobenzone,reviewed_queue,llm_reviewed,1
nonacog gamma,nonacog gamma,reviewed_queue,llm_reviewed,1
rocuronio bromuro,rocuronium,reviewed_queue,llm_reviewed,1
suxametonio cloruro,suxamethonium,reviewed_queue,llm_reviewed,1
atropina sulfato,atropine,reviewed_queue,llm_reviewed,1
levobupicaina,levobupivacaine,reviewed_queue,llm_reviewed,1
dextran,dextran,reviewed_queue,llm_reviewed,1
chlorhydrate de metformine,metformin,reviewed_queue,llm_reviewed,1
azd1152 hydroxy-quinazoline pyrazole anilide azd1152 hqpa,barasertib,reviewed_queue,llm_reviewed,1
hydroxyethyl starch and sodium chloride,hydroxyethyl starch,reviewed_queue,llm_reviewed,1
psyllium frskaller,psyllium,reviewed_queue,llm_reviewed,1
alx-0061,vobarilizumab,reviewed_queue,llm_reviewed,1
baclofne,baclofen,reviewed_queue,llm_reviewed,1
acetazolamida,acetazolamide,reviewed_queue,llm_reviewed,1
dipyridamol,dipyridamole,reviewed_queue,llm_reviewed,1
pci-32765-00,ibrutinib,reviewed_queue,llm_reviewed,1
brinzolamida,brinzolamide,reviewed_queue,llm_reviewed,1
trabectedine,trabectedin,reviewed_queue,llm_reviewed,1
gsk1120212b,trametinib dimethyl sulfoxide,reviewed_queue,llm_reviewed,1
tobramcyin,tobramycin,reviewed_queue,llm_reviewed,1
diamox acetazolamide,acetazolamide,reviewed_queue,llm_reviewed,1
diazoxida,diazoxide,reviewed_queue,llm_reviewed,1
oxalipltain,oxaliplatin,reviewed_queue,llm_reviewed,1
5- fluorouracile,fluorouracil,reviewed_queue,llm_reviewed,1
rituximabum,rituximab,reviewed_queue,llm_reviewed,1
morphine sulphate pentahydrate,morphine,reviewed_queue,llm_reviewed,1
tzp-101 hydrochloride monohydrate,ulimorelin hydrochloride,reviewed_queue,llm_reviewed,1
protein complex derived from clostridium botulinum,botulinum toxin type a,reviewed_queue,llm_reviewed,1
glucosa,glucose,reviewed_queue,llm_reviewed,1
hydrochlorthiazide,hydrochlorothiazide,reviewed_queue,llm_reviewed,1
octeotride lar,octreotide,reviewed_queue,llm_reviewed,1
cxa-201,ceftolozane|tazobactam,reviewed_queue,llm_reviewed,1
trevilor retard,venlafaxine,reviewed_queue,llm_reviewed,1
topimarato,topiramate,reviewed_queue,llm_reviewed,1
nebcinal,tobramycin,reviewed_queue,llm_reviewed,1
sorbitolum,sorbitol,reviewed_queue,llm_reviewed,1
methylfenidaat 10 mg,methylphenidate,reviewed_queue,llm_reviewed,1
factane 200 iu,coagulation factor viii,reviewed_queue,llm_reviewed,1
iron sulphate,ferrous sulfate,reviewed_queue,llm_reviewed,1
rvx000222,apabetalone,reviewed_queue,llm_reviewed,1
teicoplanina,teicoplanin,reviewed_queue,llm_reviewed,1
heparina,heparin,reviewed_queue,llm_reviewed,1
lde225,sonidegib,reviewed_queue,llm_reviewed,1
gsk2118436,dabrafenib,reviewed_queue,llm_reviewed,1
propofil,propofol,reviewed_queue,llm_reviewed,1
medi-575,tovetumab,reviewed_queue,llm_reviewed,1
fenilefrina hidrocloruro,phenylephrine,reviewed_queue,llm_reviewed,1
atorvaststin,atorvastatin,reviewed_queue,llm_reviewed,1
"papaverin-hcl 2,5",papaverine,reviewed_queue,llm_reviewed,1
octreotida,octreotide,reviewed_queue,llm_reviewed,1
fenitoina,phenytoin,reviewed_queue,llm_reviewed,1
bicarbonato sdico,bicarbonate,reviewed_queue,llm_reviewed,1
fludesoxiglucosa 18f,fludeoxyglucose,reviewed_queue,llm_reviewed,1
plantago ovata cascara,plantago seed,reviewed_queue,llm_reviewed,1
metilcelulosa,methylcellulose,reviewed_queue,llm_reviewed,1
bps804,setrusumab,reviewed_queue,llm_reviewed,1
pentoxifilline,pentoxifylline,reviewed_queue,llm_reviewed,1
acetilcistena,acetylcysteine,reviewed_queue,llm_reviewed,1
amidotrizoico acido,diatrizoate,reviewed_queue,llm_reviewed,1
meglumina,meglumine,reviewed_queue,llm_reviewed,1
irinotecanhydrochlorid,irinotecan,reviewed_queue,llm_reviewed,1
lomustin ccnu,lomustine,reviewed_queue,llm_reviewed,1
procarbazinhydrochlorid,procarbazine,reviewed_queue,llm_reviewed,1
piperazina,piperazine,reviewed_queue,llm_reviewed,1
ceftazidima,ceftazidime,reviewed_queue,llm_reviewed,1
ceftriaxona,ceftriaxone,reviewed_queue,llm_reviewed,1
cefazolina,cefazolin,reviewed_queue,llm_reviewed,1
ampicilina,ampicillin,reviewed_queue,llm_reviewed,1
tolcapona,tolcapone,reviewed_queue,llm_reviewed,1
terlipresina,terlipressin,reviewed_queue,llm_reviewed,1
norepinefrina bitartrato,norepinephrine,reviewed_queue,llm_reviewed,1
metoxaleno,methoxsalen,reviewed_queue,llm_reviewed,1
unoprostone isopropyl,unoprostone,reviewed_queue,llm_reviewed,1
vitamin d3 colecalciferol 25-oh vitamin d3,cholecalciferol,reviewed_queue,llm_reviewed,1
"sodium chloride 0,9 sterile solution",sodium chloride,reviewed_queue,llm_reviewed,1
berinert,"c1-esterase inhibitor, human",reviewed_queue,llm_reviewed,1
marabavir,maribavir,reviewed_queue,llm_reviewed,1
ib-meca,piclidenoson,reviewed_queue,llm_reviewed,1
delix,ramipril,reviewed_queue,llm_reviewed,1
nitazoxanida,nitazoxanide,reviewed_queue,llm_reviewed,1
erythrocine oral,erythromycin,reviewed_queue,llm_reviewed,1
carbasalate calcium,carbaspirin calcium,reviewed_queue,llm_reviewed,1
diclofenaco sdico,diclofenac,reviewed_queue,llm_reviewed,1
lidocaina clorhidrato,lidocaine,reviewed_queue,llm_reviewed,1
rocuronio,rocuronium,reviewed_queue,llm_reviewed,1
sevofluorane,sevoflurane,reviewed_queue,llm_reviewed,1
mdma,methylenedioxymethamphetamine,reviewed_queue,llm_reviewed,1
matronidazole,metronidazole,reviewed_queue,llm_reviewed,1
lutetium 177lu-lilotomab satetraxetan,lutetium (lu177) lilotomab satetraxetan,reviewed_queue,llm_reviewed,1
tetracosactida,cosyntropin,reviewed_queue,llm_reviewed,1
valaciclovir hydrochloride,valacyclovir,reviewed_queue,llm_reviewed,1
sodium i131 iodide,sodium iodide i-131,reviewed_queue,llm_reviewed,1
rly5016 powder for suspension,patiromer,reviewed_queue,llm_reviewed,1
gwp42003 capsule,cannabidiol,reviewed_queue,llm_reviewed,1
gwp42004 capsule,tetrahydrocannabivarin,reviewed_queue,llm_reviewed,1
ly2157299 monohydrate,galunisertib,reviewed_queue,llm_reviewed,1
triamcinolonacetate 40,triamcinolone acetonide,reviewed_queue,llm_reviewed,1
iddacaterol maleate,indacaterol,reviewed_queue,llm_reviewed,1
raloxifeno hidrocloruro,raloxifene,reviewed_queue,llm_reviewed,1
capacetabine,capecitabine,reviewed_queue,llm_reviewed,1
calcitonine-sandoz,calcitonin,reviewed_queue,llm_reviewed,1
certoluzimab pegol,certolizumab pegol,reviewed_queue,llm_reviewed,1
neostigmina,neostigmine,reviewed_queue,llm_reviewed,1
atropina,atropine,reviewed_queue,llm_reviewed,1
indapamida,indapamide,reviewed_queue,llm_reviewed,1
hidroclorotiazida,hydrochlorothiazide,reviewed_queue,llm_reviewed,1
clortalidona,chlorthalidone,reviewed_queue,llm_reviewed,1
eplerenona,eplerenone,reviewed_queue,llm_reviewed,1
hidralazina,hydralazine,reviewed_queue,llm_reviewed,1
rosuvastatina,rosuvastatin,reviewed_queue,llm_reviewed,1
dopamina,dopamine,reviewed_queue,llm_reviewed,1
isosorbida mononitrato,isosorbide mononitrate,reviewed_queue,llm_reviewed,1
stamaril,yellow fever vaccine,reviewed_queue,llm_reviewed,1
gsk2251052,epetraborole,reviewed_queue,llm_reviewed,1
azd3480 also known as tc-1734,ispronicline,reviewed_queue,llm_reviewed,1
gdc-0980,apitolisib,reviewed_queue,llm_reviewed,1
claritromycine 250 pch,clarithromycin,reviewed_queue,llm_reviewed,1
claritromycine 500 pch,clarithromycin,reviewed_queue,llm_reviewed,1
ceftidoren,cefditoren,reviewed_queue,llm_reviewed,1
mitomycine c,mitomycin,reviewed_queue,llm_reviewed,1
erdostein,erdosteine,reviewed_queue,llm_reviewed,1
sodium nitrite 3 w,sodium nitrite,reviewed_queue,llm_reviewed,1
peginterferon alfa-2b150mcg,peginterferon alfa-2b,reviewed_queue,llm_reviewed,1
cyclophosphide monohydrate,cyclophosphamide,reviewed_queue,llm_reviewed,1
memantina hidrocloruro,memantine,reviewed_queue,llm_reviewed,1
poractant alpha,poractant alfa,reviewed_queue,llm_reviewed,1
18ffluormisonidazol,[18f]fluoromisonidazole,reviewed_queue,llm_reviewed,1
metotrexate,methotrexate,reviewed_queue,llm_reviewed,1
lff571,lff-571,reviewed_queue,llm_reviewed,1
idarubicina,idarubicin,reviewed_queue,llm_reviewed,1
ema401 sodium salt,olodanrigan,reviewed_queue,llm_reviewed,1
ezetimiba,ezetimibe,reviewed_queue,llm_reviewed,1
fluvastatina sodica,fluvastatin,reviewed_queue,llm_reviewed,1
talcum,talc,reviewed_queue,llm_reviewed,1
hidralazina hidrocloruro,hydralazine,reviewed_queue,llm_reviewed,1
apadenoson-dp,apadenoson,reviewed_queue,llm_reviewed,1
vinflunina,vinflunine,reviewed_queue,llm_reviewed,1
morab-004,ontuxizumab,reviewed_queue,llm_reviewed,1
lidocane hydrochloride monohydraat,lidocaine,reviewed_queue,llm_reviewed,1
sodium iodide i-124,sodium iodide i 123,reviewed_queue,llm_reviewed,1
iodinated i 131 ethyl esters of the fatty acids of poppy-seed oil,lipiodol,reviewed_queue,llm_reviewed,1
treosulfano,treosulfan,reviewed_queue,llm_reviewed,1
diphtheria crm197 protein,diphtheria toxoid,reviewed_queue,llm_reviewed,1
detemir levemir,insulin detemir,reviewed_queue,llm_reviewed,1
azd2927,azd-2927,reviewed_queue,llm_reviewed,1
fbs0701 50 mg capsule,deferitazole,reviewed_queue,llm_reviewed,1
fbs0701 100 mg capsule,deferitazole,reviewed_queue,llm_reviewed,1
fbs0701 200 mg capsule,deferitazole,reviewed_queue,llm_reviewed,1
fbs0701 250 mg capsule,deferitazole,reviewed_queue,llm_reviewed,1
fbs0701 375 mg capsule,deferitazole,reviewed_queue,llm_reviewed,1
vitamina d3,vitamin k,reviewed_queue,llm_reviewed,1
qab149 75mcg,indacaterol,reviewed_queue,llm_reviewed,1
qab149 75mcg epic,indacaterol,reviewed_queue,llm_reviewed,1
syl040012,bamosiran,reviewed_queue,llm_reviewed,1
mesocain 1 inj. sol.,lidocaine,reviewed_queue,llm_reviewed,1
debrase powder,stem bromelain,reviewed_queue,llm_reviewed,1
hidroclorotiazida,hydrochlorothiazide,reviewed_queue,llm_reviewed,1
amilorida,amiloride,reviewed_queue,llm_reviewed,1
lenti-d drug product,elivaldogene tavalentivec,reviewed_queue,llm_reviewed,1
insuline glargine,insulin glargine,reviewed_queue,llm_reviewed,1
insuline glargine,insulin glargine,reviewed_queue,llm_reviewed,1
abt-888,veliparib,reviewed_queue,llm_reviewed,1
biib023,biib-023,reviewed_queue,llm_reviewed,1
albmina humana grifols 20 solucin para perfusin.,albumin human,reviewed_queue,llm_reviewed,1
clomifeno citrato,clomiphene,reviewed_queue,llm_reviewed,1
"sodium sulphate, anhydrous",sodium sulfate anhydrous,reviewed_queue,llm_reviewed,1
diamorphine hydrochloride bp,diamorphine,reviewed_queue,llm_reviewed,1
warfarine,warfarin,reviewed_queue,llm_reviewed,1
spirix,acetylsalicylic acid,reviewed_queue,llm_reviewed,1
"sodium chloride 0,9",sodium chloride,reviewed_queue,llm_reviewed,1
light magnesium oxide,magnesium oxide,reviewed_queue,llm_reviewed,1
riboflavina,riboflavin,reviewed_queue,llm_reviewed,1
protena de fusin del factor ix recombinante de la coagulacin con la albmina humana rix-fp,albutrepenonacog alfa,reviewed_queue,llm_reviewed,1
protena de fusin del  factor ix recombinante de la coagulacin con la albmina humana rix-fp,albutrepenonacog alfa,reviewed_queue,llm_reviewed,1
fibrinogen as clottable protein,"fibrinogen, human",reviewed_queue,llm_reviewed,1
"sodium 1,2-13c acetate",sodium acetate,reviewed_queue,llm_reviewed,1
ivabradine hydrochloride,ivabradine,reviewed_queue,llm_reviewed,1
fluoresceina sodica 1 g 5 ml 20,fluorescein,reviewed_queue,llm_reviewed,1
metoprololum,metoprolol,reviewed_queue,llm_reviewed,1
medi8968,medi-8968,reviewed_queue,llm_reviewed,1
vitamin d3 forte renapharma,cholecalciferol,reviewed_queue,llm_reviewed,1
valproic acid orfiril,valproic acid,reviewed_queue,llm_reviewed,1
5-azacitidine vidaza,azacitidine,reviewed_queue,llm_reviewed,1
lidocaini hydroklorid monohydrat,lidocaine,reviewed_queue,llm_reviewed,1
norursodeoxycholic acid,norucholic acid,reviewed_queue,llm_reviewed,1
