alias_clean,substance_clean,alias_type,source,confidence_prior
"n,n-diethyllysergamide",lysergide,chembl_synonym,chembl,0.65
antideprin,imipramine,chembl_synonym,chembl,0.65
berkomine,imipramine,chembl_synonym,chembl,0.65
cristalia,imipramine,chembl_synonym,chembl,0.65
imipramina,imipramine,chembl_synonym,chembl,0.65
imipramine,imipramine,chembl_synonym,chembl,0.65
melipramine,imipramine,chembl_synonym,chembl,0.65
nsc-169866,imipramine,chembl_synonym,chembl,0.65
org-2463,imipramine,chembl_synonym,chembl,0.65
sermonil,imipramine,chembl_synonym,chembl,0.65
"trimipramine maleate impurity, imipramine-",imipramine,chembl_synonym,chembl,0.65
arifon,indapamide,chembl_synonym,chembl,0.65
bajaten,indapamide,chembl_synonym,chembl,0.65
cardide sr,indapamide,trade_name,chembl,0.9
damide,indapamide,chembl_synonym,chembl,0.65
ethibide xl,indapamide,trade_name,chembl,0.9
flubest,indapamide,chembl_synonym,chembl,0.65
fludex,indapamide,chembl_synonym,chembl,0.65
fludin,indapamide,chembl_synonym,chembl,0.65
flupamid,indapamide,chembl_synonym,chembl,0.65
indaflex,indapamide,chembl_synonym,chembl,0.65
indamide,indapamide,chembl_synonym,chembl,0.65
indamol,indapamide,chembl_synonym,chembl,0.65
indapamida,indapamide,chembl_synonym,chembl,0.65
indapamide,indapamide,chembl_synonym,chembl,0.65
indapamide,indapamide,ban,chembl,0.85
indapamide,indapamide,trade_name,chembl,0.9
indapamide,indapamide,usan,chembl,0.85
indapamide component of br-1015,indapamide,trade_name,chembl,0.9
indaxa 2.5,indapamide,trade_name,chembl,0.9
indipam xl,indapamide,trade_name,chembl,0.9
ipamix,indapamide,chembl_synonym,chembl,0.65
kyd-041,indapamide,chembl_synonym,chembl,0.65
lorvas,indapamide,chembl_synonym,chembl,0.65
lozol,indapamide,trade_name,chembl,0.9
mapemid xl,indapamide,trade_name,chembl,0.9
natrilix,indapamide,trade_name,chembl,0.9
natrilix sr,indapamide,trade_name,chembl,0.9
natrix,indapamide,chembl_synonym,chembl,0.65
nindaxa 2.5,indapamide,trade_name,chembl,0.9
noranat,indapamide,chembl_synonym,chembl,0.65
nsc-757075,indapamide,chembl_synonym,chembl,0.65
opumide 2.5,indapamide,trade_name,chembl,0.9
rawel xl,indapamide,trade_name,chembl,0.9
s-1520,indapamide,chembl_synonym,chembl,0.65
se-1520,indapamide,chembl_synonym,chembl,0.65
tandix,indapamide,chembl_synonym,chembl,0.65
tensaid xl,indapamide,trade_name,chembl,0.9
tertensif,indapamide,chembl_synonym,chembl,0.65
varbim xl,indapamide,trade_name,chembl,0.9
veroxil,indapamide,chembl_synonym,chembl,0.65
anexate,flumazenil,trade_name,chembl,0.9
flumazenil,flumazenil,chembl_synonym,chembl,0.65
flumazenil,flumazenil,ban,chembl,0.85
flumazenil,flumazenil,trade_name,chembl,0.9
flumazenil,flumazenil,usan,chembl,0.85
flumazepil,flumazenil,chembl_synonym,chembl,0.65
lanexat,flumazenil,chembl_synonym,chembl,0.65
mazicon,flumazenil,chembl_synonym,chembl,0.65
nsc-759193,flumazenil,chembl_synonym,chembl,0.65
ro-15-1788,flumazenil,chembl_synonym,chembl,0.65
ro-151788,flumazenil,chembl_synonym,chembl,0.65
ro 15-1788/000,flumazenil,chembl_synonym,chembl,0.65
ro-15-1788/000,flumazenil,chembl_synonym,chembl,0.65
ro-151788000,flumazenil,chembl_synonym,chembl,0.65
ro-1722,flumazenil,chembl_synonym,chembl,0.65
ro-41-8157,flumazenil,chembl_synonym,chembl,0.65
romazicon,flumazenil,trade_name,chembl,0.9
ci-991,troglitazone,chembl_synonym,chembl,0.65
cs-045,troglitazone,chembl_synonym,chembl,0.65
gr-92132x,troglitazone,chembl_synonym,chembl,0.65
gr92132x,troglitazone,chembl_synonym,chembl,0.65
prelay,troglitazone,trade_name,chembl,0.9
rezulin,troglitazone,trade_name,chembl,0.9
romozin,troglitazone,trade_name,chembl,0.9
troglitazona,troglitazone,chembl_synonym,chembl,0.65
troglitazone,troglitazone,chembl_synonym,chembl,0.65
troglitazone,troglitazone,ban,chembl,0.85
troglitazone,troglitazone,usan,chembl,0.85
bicalutamida,bicalutamide,chembl_synonym,chembl,0.65
bicalutamide,bicalutamide,chembl_synonym,chembl,0.65
bicalutamide,bicalutamide,ban,chembl,0.85
bicalutamide,bicalutamide,trade_name,chembl,0.9
bicalutamide,bicalutamide,usan,chembl,0.85
calutide,bicalutamide,trade_name,chembl,0.9
casodex,bicalutamide,trade_name,chembl,0.9
cosudex,bicalutamide,trade_name,chembl,0.9
"ici 176,334",bicalutamide,chembl_synonym,chembl,0.65
ici-176334,bicalutamide,chembl_synonym,chembl,0.65
"ici176,334-1",bicalutamide,chembl_synonym,chembl,0.65
kalumid,bicalutamide,trade_name,chembl,0.9
nsc-759816,bicalutamide,chembl_synonym,chembl,0.65
alupram 10,diazepam,trade_name,chembl,0.9
alupram 2,diazepam,trade_name,chembl,0.9
alupram 5,diazepam,trade_name,chembl,0.9
ansiolisina,diazepam,chembl_synonym,chembl,0.65
apozepam,diazepam,trade_name,chembl,0.9
atensine,diazepam,trade_name,chembl,0.9
centrazepam,diazepam,chembl_synonym,chembl,0.65
diacepin,diazepam,chembl_synonym,chembl,0.65
dialar,diazepam,trade_name,chembl,0.9
dialar fte,diazepam,trade_name,chembl,0.9
diastat,diazepam,trade_name,chembl,0.9
diastat acudial,diazepam,trade_name,chembl,0.9
diazepam,diazepam,chembl_synonym,chembl,0.65
diazepam,diazepam,ban,chembl,0.85
diazepam,diazepam,trade_name,chembl,0.9
diazepam,diazepam,usan,chembl,0.85
diazepam civ,diazepam,chembl_synonym,chembl,0.65
diazepam intensol,diazepam,trade_name,chembl,0.9
dizac,diazepam,trade_name,chembl,0.9
e-pam,diazepam,trade_name,chembl,0.9
la iii,diazepam,chembl_synonym,chembl,0.65
la-iii,diazepam,chembl_synonym,chembl,0.65
libervant,diazepam,chembl_synonym,chembl,0.65
libervant,diazepam,trade_name,chembl,0.9
nrl-1,diazepam,chembl_synonym,chembl,0.65
nsc-169897,diazepam,chembl_synonym,chembl,0.65
nsc-77518,diazepam,chembl_synonym,chembl,0.65
paxel,diazepam,trade_name,chembl,0.9
q-pam,diazepam,trade_name,chembl,0.9
relanium,diazepam,trade_name,chembl,0.9
ro 5-2807,diazepam,chembl_synonym,chembl,0.65
ro-5-2807,diazepam,chembl_synonym,chembl,0.65
ro-52807,diazepam,chembl_synonym,chembl,0.65
scriptopam,diazepam,trade_name,chembl,0.9
serenack,diazepam,trade_name,chembl,0.9
servizepam,diazepam,chembl_synonym,chembl,0.65
solis,diazepam,trade_name,chembl,0.9
stesolid,diazepam,trade_name,chembl,0.9
tensium,diazepam,trade_name,chembl,0.9
tranimul,diazepam,trade_name,chembl,0.9
tranquase,diazepam,chembl_synonym,chembl,0.65
valclair,diazepam,trade_name,chembl,0.9
valium,diazepam,trade_name,chembl,0.9
valrelease,diazepam,trade_name,chembl,0.9
valtoco,diazepam,trade_name,chembl,0.9
vivol,diazepam,trade_name,chembl,0.9
wy-3467,diazepam,chembl_synonym,chembl,0.65
enisoprost,enisoprost,chembl_synonym,chembl,0.65
enisoprost,enisoprost,usan,chembl,0.85
sc-34301,enisoprost,chembl_synonym,chembl,0.65
beatrolol,metoprolol,chembl_synonym,chembl,0.65
cgp-2175,metoprolol,chembl_synonym,chembl,0.65
dl-metoprolol,metoprolol,chembl_synonym,chembl,0.65
h-93/26,metoprolol,chembl_synonym,chembl,0.65
lopressidone,metoprolol,chembl_synonym,chembl,0.65
metoprolol,metoprolol,chembl_synonym,chembl,0.65
metoprolol,metoprolol,ban,chembl,0.85
metoprolol,metoprolol,usan,chembl,0.85
metoprolol slow release,metoprolol,chembl_synonym,chembl,0.65
(rs)-metoprolol,metoprolol,chembl_synonym,chembl,0.65
seroken,metoprolol,chembl_synonym,chembl,0.65
isodapamide,zidapamide,chembl_synonym,chembl,0.65
zidapamida,zidapamide,chembl_synonym,chembl,0.65
zidapamide,zidapamide,chembl_synonym,chembl,0.65
zidapamide,zidapamide,usan,chembl,0.85
alprenolol,alprenolol,chembl_synonym,chembl,0.65
alprenolol,alprenolol,ban,chembl,0.85
nsc-759561,alprenolol,chembl_synonym,chembl,0.65
dimecamina,dimecamine,chembl_synonym,chembl,0.65
dimecamine,dimecamine,chembl_synonym,chembl,0.65
4-hpr,fenretinide,chembl_synonym,chembl,0.65
all-trans-4'-hydroxyretinanilide,fenretinide,chembl_synonym,chembl,0.65
fenretinida,fenretinide,chembl_synonym,chembl,0.65
fenretinide,fenretinide,chembl_synonym,chembl,0.65
fenretinide,fenretinide,usan,chembl,0.85
mcn-r-1967,fenretinide,chembl_synonym,chembl,0.65
n-(4-hydroxyphenyl)retinamide,fenretinide,chembl_synonym,chembl,0.65
nsc-760419,fenretinide,chembl_synonym,chembl,0.65
"retinamide, n-(4-hydroxyphenyl)-",fenretinide,chembl_synonym,chembl,0.65
rii retinamide,fenretinide,chembl_synonym,chembl,0.65
apstil,diethylstilbestrol,trade_name,chembl,0.9
diethylstilbestrol,diethylstilbestrol,chembl_synonym,chembl,0.65
diethylstilbestrol,diethylstilbestrol,trade_name,chembl,0.9
dietilestilbestrol,diethylstilbestrol,chembl_synonym,chembl,0.65
distilbene,diethylstilbestrol,trade_name,chembl,0.9
nsc-3070,diethylstilbestrol,chembl_synonym,chembl,0.65
stilbestro,diethylstilbestrol,chembl_synonym,chembl,0.65
stilbestrol,diethylstilbestrol,trade_name,chembl,0.9
stilbetin,diethylstilbestrol,trade_name,chembl,0.9
stilboesterol,diethylstilbestrol,trade_name,chembl,0.9
tampovagan,diethylstilbestrol,trade_name,chembl,0.9
mecamilamina,mecamylamine,chembl_synonym,chembl,0.65
mecamylamine,mecamylamine,chembl_synonym,chembl,0.65
carbachol,carbachol,chembl_synonym,chembl,0.65
carbachol,carbachol,trade_name,chembl,0.9
carbachol chloride,carbachol,chembl_synonym,chembl,0.65
carbacol,carbachol,chembl_synonym,chembl,0.65
carbastat,carbachol,trade_name,chembl,0.9
doryl,carbachol,trade_name,chembl,0.9
miostat,carbachol,trade_name,chembl,0.9
nsc-32865,carbachol,chembl_synonym,chembl,0.65
dilabid,phenytoin,trade_name,chembl,0.9
dilantin,phenytoin,trade_name,chembl,0.9
dilantin-125,phenytoin,trade_name,chembl,0.9
dilantin-30,phenytoin,trade_name,chembl,0.9
diphenylhydantoin,phenytoin,chembl_synonym,chembl,0.65
epamin,phenytoin,chembl_synonym,chembl,0.65
fenitoina,phenytoin,chembl_synonym,chembl,0.65
hydantol,phenytoin,trade_name,chembl,0.9
lepitoin,phenytoin,chembl_synonym,chembl,0.65
nsc-8722,phenytoin,chembl_synonym,chembl,0.65
phentytoin,phenytoin,trade_name,chembl,0.9
phenytoin,phenytoin,chembl_synonym,chembl,0.65
phenytoin,phenytoin,ban,chembl,0.85
phenytoin,phenytoin,trade_name,chembl,0.9
phenytoin,phenytoin,usan,chembl,0.85
phenytoin component of sm-88,phenytoin,chembl_synonym,chembl,0.65
phenytoine,phenytoin,chembl_synonym,chembl,0.65
phenytoinum,phenytoin,chembl_synonym,chembl,0.65
zentropil,phenytoin,chembl_synonym,chembl,0.65
"23r*,26s*,27s*,34ar*]]-rapamycin",sirolimus,chembl_synonym,chembl,0.65
"25,26,27,32,33,34,34a-hexadecahydro-9,27-dihydroxy- 3-[2-(4-hydroxy-3-methoxycyclohexyl)-1-methylethyl]- 10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-",sirolimus,chembl_synonym,chembl,0.65
"[3s-[3r*[s* (1r*,3s*,4s*)],6s*,7e,9s*,10s*,12s*,14r*,15e,17e,19e,21r*",sirolimus,chembl_synonym,chembl,0.65
"9,10,12,13,14,21,22,23,24",sirolimus,chembl_synonym,chembl,0.65
ay 22989,sirolimus,chembl_synonym,chembl,0.65
ay-22989,sirolimus,chembl_synonym,chembl,0.65
"ay-22989,sirolimus,wy-090217",sirolimus,chembl_synonym,chembl,0.65
fyarro,sirolimus,chembl_synonym,chembl,0.65
fyarro,sirolimus,trade_name,chembl,0.9
hyftor,sirolimus,chembl_synonym,chembl,0.65
hyftor,sirolimus,trade_name,chembl,0.9
l04aa10,sirolimus,chembl_synonym,chembl,0.65
npc-12g,sirolimus,chembl_synonym,chembl,0.65
nsc-226080,sirolimus,chembl_synonym,chembl,0.65
nsc-2260804,sirolimus,chembl_synonym,chembl,0.65
"nsc-2260804,ay-22989",sirolimus,chembl_synonym,chembl,0.65
rapalimus,sirolimus,chembl_synonym,chembl,0.65
rapamune,sirolimus,chembl_synonym,chembl,0.65
rapamune,sirolimus,trade_name,chembl,0.9
(-)-rapamycin,sirolimus,chembl_synonym,chembl,0.65
rapamycin,sirolimus,chembl_synonym,chembl,0.65
rapamycin (ay-22989),sirolimus,chembl_synonym,chembl,0.65
rapamycin (sirolimus),sirolimus,chembl_synonym,chembl,0.65
sirolimus,sirolimus,chembl_synonym,chembl,0.65
sirolimus,sirolimus,ban,chembl,0.85
sirolimus,sirolimus,trade_name,chembl,0.9
sirolimus,sirolimus,usan,chembl,0.85
sirolimus component of nab-rapamycin rapamycin,sirolimus,chembl_synonym,chembl,0.65
sirolimus component of nab-rapamycin rapamycin,sirolimus,trade_name,chembl,0.9
sirolimus component of sm-88,sirolimus,chembl_synonym,chembl,0.65
"sirolimusrapamunerapamycin(-)-rapamycinantibiotic ay 22989siia 9268aay 22989wy 09021723,27-epoxy-3h-pyrido[2,1-c][1,4]oxaazacyclohentriacontine- 1,5,11,28,29(4h,6h,31h)-pentone",sirolimus,chembl_synonym,chembl,0.65
wy-090217,sirolimus,chembl_synonym,chembl,0.65
104987-11-3,tacrolimus anhydrous,chembl_synonym,chembl,0.65
adoport,tacrolimus anhydrous,chembl_synonym,chembl,0.65
advagraf,tacrolimus anhydrous,chembl_synonym,chembl,0.65
anhydrous,tacrolimus anhydrous,chembl_synonym,chembl,0.65
anhydrous tacrolimus,tacrolimus anhydrous,chembl_synonym,chembl,0.65
capexion,tacrolimus anhydrous,chembl_synonym,chembl,0.65
envarsus,tacrolimus anhydrous,chembl_synonym,chembl,0.65
fk5,tacrolimus anhydrous,chembl_synonym,chembl,0.65
fk 506,tacrolimus anhydrous,chembl_synonym,chembl,0.65
fk-506,tacrolimus anhydrous,chembl_synonym,chembl,0.65
fk506,tacrolimus anhydrous,chembl_synonym,chembl,0.65
fr900506,tacrolimus anhydrous,chembl_synonym,chembl,0.65
fujimycin,tacrolimus anhydrous,chembl_synonym,chembl,0.65
modigraf,tacrolimus anhydrous,chembl_synonym,chembl,0.65
molecular-glue,tacrolimus anhydrous,chembl_synonym,chembl,0.65
perixis,tacrolimus anhydrous,chembl_synonym,chembl,0.65
prograf,tacrolimus anhydrous,chembl_synonym,chembl,0.65
prograph,tacrolimus anhydrous,chembl_synonym,chembl,0.65
tacni,tacrolimus anhydrous,chembl_synonym,chembl,0.65
tacro,tacrolimus anhydrous,chembl_synonym,chembl,0.65
tacrolimus,tacrolimus anhydrous,chembl_synonym,chembl,0.65
tacrolimus anhydrous,tacrolimus anhydrous,chembl_synonym,chembl,0.65
"tacrolimus, anhydrous",tacrolimus anhydrous,chembl_synonym,chembl,0.65
tacrolimus (fk506),tacrolimus anhydrous,chembl_synonym,chembl,0.65
tacrolimus hydrate,tacrolimus anhydrous,chembl_synonym,chembl,0.65
tsukubaenolide,tacrolimus anhydrous,chembl_synonym,chembl,0.65
vivadex,tacrolimus anhydrous,chembl_synonym,chembl,0.65
4-sulfamolybenzoic acid,carzenide,chembl_synonym,chembl,0.65
carcenida,carzenide,chembl_synonym,chembl,0.65
carzenide,carzenide,chembl_synonym,chembl,0.65
nsc-22976,carzenide,chembl_synonym,chembl,0.65
para-carboxybenzenesulfonamide (weak carbonic anhydrase inhibitor),carzenide,chembl_synonym,chembl,0.65
p-sulfamoylbenzoic acid,carzenide,chembl_synonym,chembl,0.65
3-chloro-iminodibenzyl,clomipramine,chembl_synonym,chembl,0.65
anapramine,clomipramine,chembl_synonym,chembl,0.65
chlorimipramine,clomipramine,chembl_synonym,chembl,0.65
clomicalm,clomipramine,chembl_synonym,chembl,0.65
clomipramina,clomipramine,chembl_synonym,chembl,0.65
clomipramine,clomipramine,chembl_synonym,chembl,0.65
clomipramine,clomipramine,ban,chembl,0.85
nsc-169865,clomipramine,chembl_synonym,chembl,0.65
fencamfamin,fencamfamin,chembl_synonym,chembl,0.65
fencamfamin,fencamfamin,ban,chembl,0.85
fencamfamine,fencamfamin,chembl_synonym,chembl,0.65
fencanfamina,fencamfamin,chembl_synonym,chembl,0.65
n06ba06,fencamfamin,chembl_synonym,chembl,0.65
8-methoxsalen,methoxsalen,chembl_synonym,chembl,0.65
8-mop,methoxsalen,trade_name,chembl,0.9
deltasoralen,methoxsalen,trade_name,chembl,0.9
meladinine,methoxsalen,trade_name,chembl,0.9
methoxsalen,methoxsalen,chembl_synonym,chembl,0.65
methoxsalen,methoxsalen,trade_name,chembl,0.9
methoxsalen component of sm-88,methoxsalen,chembl_synonym,chembl,0.65
metoxalen,methoxsalen,chembl_synonym,chembl,0.65
nsc-45923,methoxsalen,chembl_synonym,chembl,0.65
oxsoralen,methoxsalen,trade_name,chembl,0.9
oxsoralen-ultra,methoxsalen,trade_name,chembl,0.9
oxypsoralen,methoxsalen,chembl_synonym,chembl,0.65
puvalen,methoxsalen,chembl_synonym,chembl,0.65
puvasoralen-8,methoxsalen,trade_name,chembl,0.9
uvadex,methoxsalen,trade_name,chembl,0.9
vitpso,methoxsalen,chembl_synonym,chembl,0.65
daranide,dichlorphenamide,trade_name,chembl,0.9
dichlorphenamide,dichlorphenamide,chembl_synonym,chembl,0.65
diclofenamida,dichlorphenamide,chembl_synonym,chembl,0.65
diclofenamide,dichlorphenamide,chembl_synonym,chembl,0.65
keveyis,dichlorphenamide,trade_name,chembl,0.9
oratrol,dichlorphenamide,trade_name,chembl,0.9
brolamfetamine,brolamfetamine,chembl_synonym,chembl,0.65
brolanfetamina,brolamfetamine,chembl_synonym,chembl,0.65
bromo-dma,brolamfetamine,chembl_synonym,chembl,0.65
j275.083j,brolamfetamine,chembl_synonym,chembl,0.65
cardrase,ethoxzolamide,trade_name,chembl,0.9
ethamide,ethoxzolamide,trade_name,chembl,0.9
ethoxzolamide,ethoxzolamide,chembl_synonym,chembl,0.65
nsc-10679,ethoxzolamide,chembl_synonym,chembl,0.65
4'-epi-adriamycin,epirubicin,chembl_synonym,chembl,0.65
epiadriamycin,epirubicin,chembl_synonym,chembl,0.65
epidoxorubicin,epirubicin,chembl_synonym,chembl,0.65
epirubicin,epirubicin,chembl_synonym,chembl,0.65
epirubicin,epirubicin,ban,chembl,0.85
epirubicina,epirubicin,chembl_synonym,chembl,0.65
epirubicine,epirubicin,chembl_synonym,chembl,0.65
farmorubicin,epirubicin,chembl_synonym,chembl,0.65
nsc-256942,epirubicin,chembl_synonym,chembl,0.65
l-584601,methazolamide,chembl_synonym,chembl,0.65
metazolamida,methazolamide,chembl_synonym,chembl,0.65
methazolamide,methazolamide,chembl_synonym,chembl,0.65
methazolamide,methazolamide,trade_name,chembl,0.9
methenamide,methazolamide,chembl_synonym,chembl,0.65
neptazane,methazolamide,trade_name,chembl,0.9
neptazaneat,methazolamide,chembl_synonym,chembl,0.65
nsc-758426,methazolamide,chembl_synonym,chembl,0.65
vvp-808,methazolamide,chembl_synonym,chembl,0.65
vvp808,methazolamide,chembl_synonym,chembl,0.65
acetamox,acetazolamide,chembl_synonym,chembl,0.65
acetazolamida,acetazolamide,chembl_synonym,chembl,0.65
acetazolamide,acetazolamide,chembl_synonym,chembl,0.65
acetazolamide,acetazolamide,trade_name,chembl,0.9
acetazolamidum,acetazolamide,chembl_synonym,chembl,0.65
atenezo,acetazolamide,chembl_synonym,chembl,0.65
defiltran,acetazolamide,chembl_synonym,chembl,0.65
diamox,acetazolamide,trade_name,chembl,0.9
diamox sr,acetazolamide,trade_name,chembl,0.9
didoc,acetazolamide,chembl_synonym,chembl,0.65
diuriwas,acetazolamide,chembl_synonym,chembl,0.65
donmox,acetazolamide,chembl_synonym,chembl,0.65
edemox,acetazolamide,chembl_synonym,chembl,0.65
eytazox,acetazolamide,trade_name,chembl,0.9
glaupax,acetazolamide,chembl_synonym,chembl,0.65
l 579486,acetazolamide,chembl_synonym,chembl,0.65
nephramide,acetazolamide,chembl_synonym,chembl,0.65
nsc-145177,acetazolamide,chembl_synonym,chembl,0.65
phonurit,acetazolamide,chembl_synonym,chembl,0.65
4-homosulfanilamide,mafenide,chembl_synonym,chembl,0.65
d06ba03,mafenide,chembl_synonym,chembl,0.65
mafenida,mafenide,chembl_synonym,chembl,0.65
mafenide,mafenide,chembl_synonym,chembl,0.65
mafenide,mafenide,ban,chembl,0.85
mafenide,mafenide,usan,chembl,0.85
nsc-34632,mafenide,chembl_synonym,chembl,0.65
sulfamylon,mafenide,trade_name,chembl,0.9
aniline-p-sulfonic amide,sulfanilamide,chembl_synonym,chembl,0.65
avc,sulfanilamide,trade_name,chembl,0.9
nsc-7618,sulfanilamide,chembl_synonym,chembl,0.65
p-aminobenzenesulfamide,sulfanilamide,chembl_synonym,chembl,0.65
p-aminobenzenesulfonamide,sulfanilamide,chembl_synonym,chembl,0.65
prontosil i,sulfanilamide,chembl_synonym,chembl,0.65
prontylin,sulfanilamide,chembl_synonym,chembl,0.65
streptocid,sulfanilamide,chembl_synonym,chembl,0.65
sulfamine,sulfanilamide,chembl_synonym,chembl,0.65
sulfanilamida,sulfanilamide,chembl_synonym,chembl,0.65
sulfanilamide,sulfanilamide,chembl_synonym,chembl,0.65
sulfanilamide,sulfanilamide,trade_name,chembl,0.9
sulfonamide,sulfanilamide,chembl_synonym,chembl,0.65
sulphanilamidum,sulfanilamide,chembl_synonym,chembl,0.65
guanabenz,guanabenz,chembl_synonym,chembl,0.65
guanabenz,guanabenz,usan,chembl,0.85
guanabenzo,guanabenz,chembl_synonym,chembl,0.65
nsc-68982,guanabenz,chembl_synonym,chembl,0.65
wy-8678,guanabenz,chembl_synonym,chembl,0.65
bw 56-72,trimethoprim,chembl_synonym,chembl,0.65
bw-56-72,trimethoprim,chembl_synonym,chembl,0.65
infectotrimet,trimethoprim,chembl_synonym,chembl,0.65
ipral,trimethoprim,trade_name,chembl,0.9
ledatrim,trimethoprim,trade_name,chembl,0.9
monotrim,trimethoprim,trade_name,chembl,0.9
nih-204,trimethoprim,chembl_synonym,chembl,0.65
nsc-106568,trimethoprim,chembl_synonym,chembl,0.65
proloprim,trimethoprim,trade_name,chembl,0.9
proloprin,trimethoprim,trade_name,chembl,0.9
syraprim,trimethoprim,trade_name,chembl,0.9
tcmdc-125538,trimethoprim,chembl_synonym,chembl,0.65
tiempe,trimethoprim,trade_name,chembl,0.9
trimethoprim,trimethoprim,chembl_synonym,chembl,0.65
trimethoprim,trimethoprim,ban,chembl,0.85
trimethoprim,trimethoprim,trade_name,chembl,0.9
trimethoprim,trimethoprim,usan,chembl,0.85
trimethoprim component of bactrim,trimethoprim,trade_name,chembl,0.9
trimethoprim component of bactrim ds,trimethoprim,trade_name,chembl,0.9
trimethoprim component of bactrim pediatric,trimethoprim,trade_name,chembl,0.9
trimethoprim component of cotrim,trimethoprim,trade_name,chembl,0.9
trimethoprim component of cotrim d.s.,trimethoprim,trade_name,chembl,0.9
trimethoprim component of co-trimoxazole,trimethoprim,trade_name,chembl,0.9
trimethoprim component of septra,trimethoprim,trade_name,chembl,0.9
trimethoprim component of sulfamethoprim,trimethoprim,trade_name,chembl,0.9
trimethoprim component of sulfatrim,trimethoprim,trade_name,chembl,0.9
trimethoprim component of sulmeprim,trimethoprim,trade_name,chembl,0.9
trimethoprim component of uroplus,trimethoprim,trade_name,chembl,0.9
trimethoprime,trimethoprim,chembl_synonym,chembl,0.65
trimethoprimum,trimethoprim,chembl_synonym,chembl,0.65
trimetoprima,trimethoprim,chembl_synonym,chembl,0.65
trimogal,trimethoprim,trade_name,chembl,0.9
trimopan,trimethoprim,trade_name,chembl,0.9
trimpex,trimethoprim,trade_name,chembl,0.9
trimpex 200,trimethoprim,trade_name,chembl,0.9
triprimix 200,trimethoprim,trade_name,chembl,0.9
wellcoprim,trimethoprim,chembl_synonym,chembl,0.65
"cp-16,533-1",verapamil,chembl_synonym,chembl,0.65
cp-165331,verapamil,chembl_synonym,chembl,0.65
d-365,verapamil,chembl_synonym,chembl,0.65
iproveratril,verapamil,chembl_synonym,chembl,0.65
nsc-272306na,verapamil,chembl_synonym,chembl,0.65
verapamil,verapamil,chembl_synonym,chembl,0.65
verapamil,verapamil,ban,chembl,0.85
verapamil,verapamil,usan,chembl,0.85
verapamilo,verapamil,chembl_synonym,chembl,0.65
verapamil slow release,verapamil,chembl_synonym,chembl,0.65
azulfidine,sulfasalazine,trade_name,chembl,0.9
azulfidine en-tabs,sulfasalazine,trade_name,chembl,0.9
benzosulfa,sulfasalazine,chembl_synonym,chembl,0.65
colizine,sulfasalazine,trade_name,chembl,0.9
nsc-203730,sulfasalazine,chembl_synonym,chembl,0.65
nsc-667219,sulfasalazine,chembl_synonym,chembl,0.65
salazopyrin,sulfasalazine,trade_name,chembl,0.9
salazopyrin e.c.,sulfasalazine,trade_name,chembl,0.9
salazopyrin-en,sulfasalazine,trade_name,chembl,0.9
salazosulfapyridine,sulfasalazine,chembl_synonym,chembl,0.65
salicylazosulfapyridine,sulfasalazine,chembl_synonym,chembl,0.65
s.a.s.-500,sulfasalazine,trade_name,chembl,0.9
sas-500,sulfasalazine,chembl_synonym,chembl,0.65
sulfasalazina,sulfasalazine,chembl_synonym,chembl,0.65
sulfasalazine,sulfasalazine,chembl_synonym,chembl,0.65
sulfasalazine,sulfasalazine,ban,chembl,0.85
sulfasalazine,sulfasalazine,trade_name,chembl,0.9
sulfasalazine,sulfasalazine,usan,chembl,0.85
sulfasalazinum,sulfasalazine,chembl_synonym,chembl,0.65
sulfasalazopyridine,sulfasalazine,chembl_synonym,chembl,0.65
sulphasalazine,sulfasalazine,chembl_synonym,chembl,0.65
ucine,sulfasalazine,trade_name,chembl,0.9
"1,2-benzopyrone",coumarin,chembl_synonym,chembl,0.65
cis-o-coumarinic acid lactone,coumarin,chembl_synonym,chembl,0.65
coumarin,coumarin,chembl_synonym,chembl,0.65
coumarinic lactone,coumarin,chembl_synonym,chembl,0.65
coumarin (prohibited),coumarin,chembl_synonym,chembl,0.65
coumarinum,coumarin,chembl_synonym,chembl,0.65
cumarin,coumarin,chembl_synonym,chembl,0.65
lodema,coumarin,trade_name,chembl,0.9
nci-c07103,coumarin,chembl_synonym,chembl,0.65
nsc-8774,coumarin,chembl_synonym,chembl,0.65
o-hydroxycinnamic acid lactone,coumarin,chembl_synonym,chembl,0.65
tonka bean camphor,coumarin,chembl_synonym,chembl,0.65
diltiazem,diltiazem,chembl_synonym,chembl,0.65
diltiazem,diltiazem,ban,chembl,0.85
diltiazem extended release,diltiazem,chembl_synonym,chembl,0.65
ditiaz,diltiazem,chembl_synonym,chembl,0.65
surazem,diltiazem,chembl_synonym,chembl,0.65
antipressan,atenolol,trade_name,chembl,0.9
atenamin,atenolol,trade_name,chembl,0.9
atenix-100,atenolol,trade_name,chembl,0.9
atenix-25,atenolol,trade_name,chembl,0.9
atenix-50,atenolol,trade_name,chembl,0.9
atenolol,atenolol,chembl_synonym,chembl,0.65
atenolol,atenolol,ban,chembl,0.85
atenolol,atenolol,trade_name,chembl,0.9
atenolol,atenolol,usan,chembl,0.85
atenolol component of polycap,atenolol,trade_name,chembl,0.9
atenolol component of tenoretic,atenolol,trade_name,chembl,0.9
atenololum,atenolol,chembl_synonym,chembl,0.65
betacard,atenolol,chembl_synonym,chembl,0.65
c07ab03,atenolol,chembl_synonym,chembl,0.65
