cache_key,raw_sponsor,model_id,prompt_version,candidates_sha256,chosen,confidence,reason,abstained,decided_at_utc,batch_id
2a85f8c032ab1b712164689f8c6ef987d38689d68673f38324f086044cf63546,"Dept of medical sciences, Rheumatology",claude-opus-5,sponsor-resolve-v1,32764e031bd703482568072f0821ed87841bbefd3c0b78ed2742828acf3a7e5d,NA,medium,Generic department string with no identifiable parent institution; no candidate clearly matches this rheumatology department.,TRUE,2026-08-11T12:39:42Z,NA
9f376deb586eae04ca7dc42d9307679f8b6ea6630b8a4693ea1ee6bfc7172e8c,Dept of oncology,claude-opus-5,sponsor-resolve-v1,86fb00881749b0de8db33fbb48706cd36aedc3515f7a415aae5d46d16df160a6,Oncology Department,low,placeholder,FALSE,2026-08-11T12:39:13Z,NA
ef81b0682b274dac5243b5fb8365b996d759826c4260278aa7c3e73acbde7f9c,Dept of ped hem/onc,claude-opus-5,sponsor-resolve-v1,a7fdaf0e050a5420e0b005aad31627c215adbc8ecb9b5973dbad11a3760dcd81,NA,high,Pediatric hematology/oncology department; no matching parent institution or same department among candidates.,TRUE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
8ad6bf4667fff9ab6e5746553097cb2a9659b3a85bc0ff71bacaaf0aee353963,"Dept. of Anesthesiology and Intensive Care, Charit - Campus Benjamin Franklin",claude-opus-5,sponsor-resolve-v1,f47edd8003533cbeb991252b5d1e1d2bb746298751af8a1f32d030d20659b159,NA,NA,http 529,NA,2026-08-11T12:40:32Z,NA
df33acfc7e34e6164b5e5077eb370d0b94229de52833b82f5bc56e376079e1b3,Dept. of Clinical Immunology,claude-opus-5,sponsor-resolve-v1,cb9afa479f6922d3b499f4da6f390e1469874d5e910aad21dc1b28470c99aeaf,NA,low,"Generic department name with no institution; candidates like 'Clinical Immunology Division' are distinct unspecified units, cannot confirm identity.",TRUE,2026-08-11T12:40:37Z,NA
acde4a2009c053179bcfb242fa66b18af7af6afd9a01c9f4b6867342bd2e39bb,"Dept. of Intensive Care 4131, Rigshospitalet",claude-opus-5,sponsor-resolve-v1,1690929699fa6d998f3e7dcc372120ddd5f792552355406e949d76234449a71b,Rigshospitalet,high,"Department 4131 is a unit of Rigshospitalet, named explicitly in the raw string.",FALSE,2026-08-11T12:40:40Z,NA
74d5df8621e4246b0659d4fc7830a287460eb2f960c3c383048e53fcb659061e,"Dept. of Intensive Care, Rigshospitalet",claude-opus-5,sponsor-resolve-v1,1690929699fa6d998f3e7dcc372120ddd5f792552355406e949d76234449a71b,Rigshospitalet,high,"Department of Intensive Care is a unit of Rigshospitalet, which is a candidate.",FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
5b660ff43827555742375742025c4b449cf38b36913d254a2933cfae7416c61a,Dept. of Internal Medicine,claude-opus-5,sponsor-resolve-v1,2c954a0f7f1acc81e38b7612633f3279a364b7891f63eca635e20976e36cce1b,NA,high,Generic department name with no institution specified; cannot be matched to any candidate.,TRUE,2026-08-11T12:40:45Z,NA
1578e0d9ee443feb5ebcf8258ddcab90b1b91dec8ce47d74ab03ce09123b5519,"Dept. of Obstetrics and Gynecology, Sodersjukhuset",claude-opus-5,sponsor-resolve-v1,4d72b088a1d65078f92844d248380790cbdecdc00ccb7f5d0ad0bc2cebd9ce52,Södersjukhuset,high,Department of Obstetrics and Gynecology resolves to parent hospital Södersjukhuset (spelled Sodersjukhuset).,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
db0a16495a7efb272af50c3fdd67cdead0ecc631daa6ed86f927de28623557d5,"Deutsches Herzzentrum Mnchen, Klinik fr Herz- und Kreislauferkrankungen",claude-opus-5,sponsor-resolve-v1,b4e4d66605db91c1bfad3ce43625920c9e8f7a895facb6fe3590888f11e5149b,Deutsches Herzzentrum München,high,placeholder,FALSE,2026-08-11T12:40:51Z,NA
6bd915edb40013c31c839c51264f6daba4b94a0be4b9c6387da09fadc19559ab,Dova Pharmaceuticals,claude-opus-5,sponsor-resolve-v1,7ee433879832bba3289dabaad44ced35ca9513f5fcd643713ff03d055405c981,NA,high,Dova Pharmaceuticals (Sobi subsidiary) is not among candidates; none match.,TRUE,2026-08-11T12:40:56Z,NA
02f2331462f8ef5d7bb5997dbf9ef81ce12fe82b4b2331f602f904807b2d3d87,Dpt. of Growth and Reproduction,claude-opus-5,sponsor-resolve-v1,2332e1f675985c534da57e36237def78646dd366fee7a29f8ae228427693a91e,NA,high,"Department of Growth and Reproduction (Rigshospitalet, Copenhagen) matches none of the listed candidates; other departments are different specialties.",TRUE,2026-08-11T12:41:01Z,NA
83cc9a7cae27fc27da872475fe260566578f52d76ef70f5c113c1b5e058c2b7c,Dra. Nuria Gutierrez Dubón,claude-opus-5,sponsor-resolve-v1,b7fb570248113547ba010a24d536eaa75e59922a060e2360f8ccb3ae27f7e3b7,NA,high,"Individual investigator name differs from all candidates; shared first name or surname only, not same person.",TRUE,2026-08-11T12:41:07Z,NA
15424c6bfa8abbdaa838eba61cab713573a5b774f227d9609ea3f4fe39c9041e,"ERASMUS MC, Dept Anesthesiology",claude-opus-5,sponsor-resolve-v1,24aa6db840cf522fc8f13cc47ffff1d64b78a64f061560e5cb33e6f781e4d465,Erasmus MC,high,Department of Anesthesiology at Erasmus MC resolves to parent Erasmus MC.,FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
faa818147aa18dc327c643a0dedb3d1f39805f3e466ac9ce1994b5c5b3e66460,Erasmus MC - Department of Neurology,claude-opus-5,sponsor-resolve-v1,998e324ff172e82dc1457323926ff0699c4d350065460cdd69f5f74b393a6ec0,Erasmus MC,high,"Department of Neurology resolves to parent institution Erasmus MC, explicitly named in the raw string.",FALSE,2026-08-11T12:41:14Z,NA
12cb798eddf2dce6dccd78d9d25ebb4456c031ff38dd40c9edcd9d12ce1cb58c,Erasmus MC - Department of Pediatrics,claude-opus-5,sponsor-resolve-v1,cb7c5ee07c9d47234ae302e79694c252b6f423aaf6f4de5074f2a67b9349e4e7,Erasmus MC,high,"Department of Pediatrics resolves to parent institution Erasmus MC, explicitly named in the raw string.",FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
15cd8c47c82952129a58c47cfcf53ac348b69f8487bb6230af82b599be7f5ae2,Erasmus MC Dept. Urology,claude-opus-5,sponsor-resolve-v1,d5fd0dcbc53b700eed17d0f4425b542a1f6b7b10471c47f4aa7875d1470ad3f0,Erasmus MC,high,Department of Urology within Erasmus MC resolves to parent institution Erasmus MC.,FALSE,2026-08-11T12:41:20Z,NA
67467a8a0b0ecb0030963be11c73ac4659c4d40b3df72164485a36fc631daf25,"Erasmus MC, Department of Dermatology",claude-opus-5,sponsor-resolve-v1,be48d86708648b821d840e8d872273f5745a87081c4c27284603c4034cb9abc5,Erasmus MC,high,"Department of Dermatology resolves to parent Erasmus MC, exactly matching candidate.",FALSE,2026-08-11T12:41:28Z,NA
15cd8c47c82952129a58c47cfcf53ac348b69f8487bb6230af82b599be7f5ae2,"Erasmus MC, Dept. Urology",claude-opus-5,sponsor-resolve-v1,d5fd0dcbc53b700eed17d0f4425b542a1f6b7b10471c47f4aa7875d1470ad3f0,Erasmus MC,high,Department of Urology within Erasmus MC resolves to parent institution Erasmus MC.,FALSE,2026-08-11T12:41:20Z,NA
67467a8a0b0ecb0030963be11c73ac4659c4d40b3df72164485a36fc631daf25,"Erasmus MC, department of dermatology",claude-opus-5,sponsor-resolve-v1,be48d86708648b821d840e8d872273f5745a87081c4c27284603c4034cb9abc5,Erasmus MC,high,"Department of Dermatology resolves to parent Erasmus MC, exactly matching candidate.",FALSE,2026-08-11T12:41:28Z,NA
dafc92794d3d072c3d4d1af1aa95f431ffdf82e3805adfc5eaf6734aa0e76b76,"Erasmus MC, more specifically for and on behalf of the department of Neurology/Neuro-Oncology",claude-opus-5,sponsor-resolve-v1,9d54387b209b338a7dc74a03f2189be490fe0624a3a39e1e14cba2e81c5ae309,Erasmus MC,high,"Department of Neurology/Neuro-Oncology resolves to parent institution Erasmus MC, explicitly named.",FALSE,2026-08-11T12:41:33Z,NA
92d7ffe50f45a1c803de8c8b94ec732980e841c662bc30b91658100d01cbd5cd,Esteve Pharmaceuticals S.A.,claude-opus-5,sponsor-resolve-v1,252230d7855fa95ed8ac7b528bc39dd441347a2d2c1ee184dd2871113a3a27e4,NA,high,Esteve is a Spanish pharma company not present among candidates; Escient etc. are different firms.,TRUE,2026-08-11T12:41:38Z,NA
a42ed9014ec873583025429b011f2810497aa14550363d646311227a2863b8df,European Uro-Oncology Group Stichting,claude-opus-5,sponsor-resolve-v1,f2fa41698c9bdd0f5c3a361dbe6925cbb1d2b87089dd596e9b9d2dc22ee9b70e,EUOG,high,EUOG is the acronym for European Uro-Oncology Group.,FALSE,2026-08-11T12:41:42Z,NA
3603ff2bbaf1f6d99219340bb7fb688bdca00dc4fde45028c4d1efb2db683113,Evaxion A/S,claude-opus-5,sponsor-resolve-v1,9b7873f9eac39ae3ad9632384ad1e78c7d1e9bf3a6e95f432da78ad6579a7f9b,Evaxion Biotech,high,Evaxion A/S is the Danish entity Evaxion Biotech A/S.,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
5eb30dbfd2d430584aa6c9e81bc882690caef24ded9383725d6a6b7f61ca0e93,F4-Pharma Ges.m.b.H.,claude-opus-5,sponsor-resolve-v1,8b7de2ab9f40d97ddc7e1eca60ae340b7499937def9bb53a7e9ee88b7ecb9d1d,F4 Pharma,high,"Same name, F4-Pharma GmbH (Austrian Ges.m.b.H.) matches canonical F4 Pharma.",FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
22ee96beaef652516de1189222490b7255c3de8d383d9e55806bd1a94f184be9,Fa. Dr. Franz Khler Chemie GmbH,claude-opus-5,sponsor-resolve-v1,151933276c95b5b4c811462d8aeeae723ab0123c22d24d77dfa67b74e7a9da7d,Dr. Franz Köhler Chemie,high,placeholder,FALSE,2026-08-11T12:41:55Z,NA
a07d2b2a10f4b49186d39d5f5c44f9afedb49f03cbd243c86ca4560f90225a1c,Fundacion Canaria Instituto De Investigacion Sanitaria De Canarias,claude-opus-5,sponsor-resolve-v1,4a4e1b76a5e9292e347c532af9851fe0a762fa39846be75eeb4ddc2b89aa439f,Fundación Canaria Instituto de Investigación Sanitaria de Canarias FIISCAN,high,placeholder,FALSE,2026-08-11T12:42:04Z,NA
56175ddcda1476dfa07f83fc00d4a93304f24499a6eb695c4baca850ef5da6c0,Grupo Gallego De Investigacion En Tumores Digestivos / Grupo Gallego De Investigacion En Tumores Digestivos,claude-opus-5,sponsor-resolve-v1,64a28015b3b04abf702a06d9deacd3a0d172651f7fd9dfbd2f3cc7398fd4d915,Grupo Gallego de Investigación en Tumores Digestivos - GITuD,high,placeholder,FALSE,2026-08-11T12:42:10Z,NA
9583f67746f2babb616f488cdd62ccaf0652460557dda766b0a41ef62315b876,"HagaZiekenhuis, pulmonary department",claude-opus-5,sponsor-resolve-v1,03da58cc7a894e3e47e2bb94d0e9d7d7b03f305111eccf7208fe520cdb4c08f4,HagaZiekenhuis,high,"Department resolves to parent hospital HagaZiekenhuis, exact name match.",FALSE,2026-08-11T12:42:35Z,NA
e50604f7533ce7c3c6df76896284dc60d5088613915ff0ef0f5c5ef2f8de9353,Hephata-Klinik,claude-opus-5,sponsor-resolve-v1,808a165474bc7ec94a1732ef7a5a06aff1cfa4febdf29363d61650ca37ef175a,Hephata Klinik,high,placeholder,FALSE,2026-08-11T12:42:42Z,NA
26b6469e7e22dacc39bd76abe980553c84fda1fc96a5ef51f41ed8df9f727857,"Hjertemedicinsk klinik B, 2142, Rigshospitalet",claude-opus-5,sponsor-resolve-v1,4de46d90fc7a6a421cd9c1633d20b5e746c04f55c2ecf6cc3ef3f94428034c23,Rigshospitalet,high,"Cardiology clinic B, department 2142, is a unit of Rigshospitalet.",FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
78d817211b37c46dd0a16ed2b73ec977433a3312b139804cdf4aa79a034080f6,"Hjertemedicinsk klinik, Rigshospitalet",claude-opus-5,sponsor-resolve-v1,c3514fd308342fc668f359d3b18ff71fa906da9017f1b83a24488ba5c033c350,Rigshospitalet,high,"Cardiology clinic is a department of Rigshospitalet, the parent institution in the list.",FALSE,2026-08-11T12:42:53Z,NA
b8872379f7f240956f3c0665326880a548e039c1a6c98f8e2e265f6a055f7b3c,Hospital Germans Trias I Pujol,claude-opus-5,sponsor-resolve-v1,17aceef0c4b723caea8836ab132315a405f16629c93585ead4536274d5ef9515,Hospital Plató,high,placeholder,FALSE,2026-08-11T12:42:59Z,NA
f3df9f7da77eadd7e9d324c716db50c47ed5cf38f1394eb547e114048f5fdaec,Hospital Universitario Tajo,claude-opus-5,sponsor-resolve-v1,512ff2f6d52f8be3384213579dd98b8969f4d24cd4ee528ae6829bacf909616e,NA,high,Hospital Universitario del Tajo (Aranjuez) is a distinct hospital not among candidates.,TRUE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
f4f58b1231b2e154577395061128792b6fac1dc484fe770b3ede6bf61c2368ab,Ichnos Sciences SA,claude-opus-5,sponsor-resolve-v1,3fa48918fd7b20f2e8b0da9ba21a32b645984157a19f0528b6d7d9dbc20cbfd1,Inchos Sciences,medium,placeholder,FALSE,2026-08-11T12:43:06Z,NA
43b98c85d17f4e6c70a333bf70e7891eff7ce86f25d72976cc62f66b3b5a1c54,"Innocrin Pharmaceuticals, Inc.",claude-opus-5,sponsor-resolve-v1,219c707583adb9d26166a19e0537830aa5fa9442d9b8bb5451c74a7121e0c88f,NA,high,"Innocrin Pharmaceuticals is a distinct company; no candidate matches, only superficially similar names like InnoCare or Innovive.",TRUE,2026-08-11T12:43:09Z,NA
625e86d77008e552c0b7c11313685a83d8266cda36200bd26796283b4ffb7692,Insitute of Endocrinology,claude-opus-5,sponsor-resolve-v1,adc4818ca3c0a89ce47b6de97c240a144199fbf8b57029e35d2ef912f778040c,Institute of Endocrinology,high,Typo of 'Institute of Endocrinology'; identical name otherwise.,FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
c637d5c9acd14ddc87bf9ca1c34b7fd84011389d4b88b15cc366fb46ba9cc3c5,Instituto De Investigacion En Oncología Radioterapica FEOR,claude-opus-5,sponsor-resolve-v1,5572841737c5e845f5868a46d9b436dd646e1ad940c84d0c7b46cacb835ea31f,FEOR - Instituto de investigación en Oncología Radioterápica,high,Exact name match with FEOR acronym.,FALSE,2026-08-11T12:43:17Z,NA
a381f07ec074254602eeb3638a43bdf07e993869647e64827253d688dd711ddb,Isala Klinieken Department Cardiology,claude-opus-5,sponsor-resolve-v1,cc5f90daa9f670cbed2531ea868f0813a9a8ef258104a4de4b29baee9130250b,Isala Clinics Zwolle,high,placeholder,FALSE,2026-08-11T12:43:23Z,NA
a381f07ec074254602eeb3638a43bdf07e993869647e64827253d688dd711ddb,Isala klinieken department Cardiology,claude-opus-5,sponsor-resolve-v1,cc5f90daa9f670cbed2531ea868f0813a9a8ef258104a4de4b29baee9130250b,Isala Clinics Zwolle,high,placeholder,FALSE,2026-08-11T12:43:23Z,NA
d11e3aeadeb3579ee3d1b24561cf636f3ba3480ae9e6e60dd58a1778f5261ca1,JOSEP MARIA BOTARGUES BOT,claude-opus-5,sponsor-resolve-v1,903b5eead4e0cb8fe1faa0aba459f6595f797af26fc1dae49ccbff383fb8d883,NA,high,Raw string is an individual investigator name distinct from the listed persons and institutions.,TRUE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
4021c5d72a9e184641a6ebf98c2577e15ba72e12093b209e47ac32a998f2cd5a,JUAN IGNACIO ARENAS RUIZ-TAPIADOR,claude-opus-5,sponsor-resolve-v1,f93c2ce0bbcc7edeb8ba25d762fed679d07cc701e08b14d40329ec28ea599d95,NA,high,No candidate matches the individual Juan Ignacio Arenas Ruiz-Tapiador; others share only given names or surnames.,TRUE,2026-08-11T12:43:29Z,NA
7e5163561a8751be850c76de39d549f4b862b23ac33dc37fec9e267e495e8aa1,KA Rudolfstiftung - 2. Medizinische Abteilung,claude-opus-5,sponsor-resolve-v1,11930e69634f27f58e2e0a02683d24e315b8a41e3c7b4e1ae683f1de68c72a51,KA Rudolfstiftung,high,Department (2. Medizinische Abteilung) of KA Rudolfstiftung; exact parent name present in list.,FALSE,2026-08-11T12:43:35Z,NA
c3ee2165e455de739cc2d59053558d32332dcefeb9503c78dfed73cb703c14c4,"KH Hietzing, Department of Ophthalmology",claude-opus-5,sponsor-resolve-v1,4500ef1e5b0cd096b8a422df1d7f5b8163856e1f7418153935a6676976f4dce2,Krankenhaus Hietzing,high,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
313f577de66fa830c4080565b9f44d71b9b663fdf75831a78391527509428ff1,"KH der Elisabethinen Linz GmbH, I. Interne Abteilung",claude-opus-5,sponsor-resolve-v1,b57146469b1ec9e59aac0db502a7d73de2fcaf865ea3a90af9d5d8451e383b56,Krankenhaus der Elisabethinen Linz,high,"Same hospital, I. Internal Medicine department resolves to parent Krankenhaus der Elisabethinen Linz.",FALSE,2026-08-11T12:44:18Z,NA
df93ffeb09fd215b7d468439fb5bb861fffd33b3c03b5040936210a83cef8191,KU Leuven Departement Ontwikkeling en Regeneratie,claude-opus-5,sponsor-resolve-v1,8f620f0ed3e91477764c236b6af554fbc0ec918c186c8aea6b3ddf2e53164ea8,KU Leuven,high,placeholder,FALSE,2026-08-11T12:44:23Z,NA
cfe7af7e20ec6b99649962261eb4642010d000271772fc0d1fe19511c98f16dc,"Kennemer Gasthuis, afdeling maag-, darm-, leverziekten",claude-opus-5,sponsor-resolve-v1,0cbe1d3532b7e28e0eaca14fbcce6d3106477699cd56bf7b55c13f70adbd69b4,Kennemer Gasthuis,high,Department of gastroenterology within Kennemer Gasthuis; parent hospital in list.,FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
efe37017bcf1ecf162807689e12d2e90b4519b716a3c0c44e322931d3c13acb5,"Kepler Universittsklinikum, Medcampus III, Klinik fr Interne 2",claude-opus-5,sponsor-resolve-v1,288471c803301bb200aac19f12bab72cfc5832037cdf0a256976e9a0e1e81506,Kepler Universitätsklinikum,high,"Department (Klinik für Interne 2, Medcampus III) of Kepler Universitätsklinikum.",FALSE,2026-08-11T12:44:29Z,NA
4a4f541ec14ca1e2727d4871499e420d5029439a6432982e62c5a087d834ed33,"Kirurginen sairaala, suu- ja leukakirurgian klinikka Satu Yli-Petys",claude-opus-5,sponsor-resolve-v1,70bf97ca744c9a869f585f151219ffc24a0d6335a2a9cdebb87820ef6ae8ac5b,HUS - Helsinki University Hospital,medium,"Kirurginen sairaala (Surgical Hospital, Helsinki) is a HUS/Helsinki University Hospital unit; department resolves to parent.",FALSE,2026-08-11T12:44:45Z,NA
2b5212e39e0c358015e0d7216ddd19b9848ac8f0f295cae1a5bd8685120b2824,Klinik Loewenstein gGmbH,claude-opus-5,sponsor-resolve-v1,de07330271502c9a51ed14e5f3c027bb50112eef31077c3612c3c4930180cf04,Klinik Loewenstein gGmbH,high,Exact string match with candidate.,FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
1c377cfced8164590f3de534ee88e1f4109a337ab8944f7d6abfc310f5bc2222,Klinik Lwenstein gGmbH,claude-opus-5,sponsor-resolve-v1,5fb5ce4e1023ebe6c5f667e47bf2a9b73b18e51abea280f10c2e8a4f0ad97c69,Klinik Löwenstein gGmbH,high,Raw string is Löwenstein with umlaut dropped; matches Klinik Löwenstein gGmbH exactly.,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
0eadfb92390ff48c146ce7008f8a7147706d1eb842858ce3a5ca8e65fee6ff14,"Klinik f. Innere Med., Fachabteilung Hmatologie",claude-opus-5,sponsor-resolve-v1,9ef1b84ee226c60bb4af46bf0f0e3c615e049554ef042fb393265af324fe1056,NA,high,"Generic department name (internal medicine, hematology) with no institution or city identified; cannot match any candidate.",TRUE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
2583806d432f3d2e786558178925d942132d70e68096b3f246b57c7275f1b3e2,"Klinik for Klinisk Fysiologi, Nuklearmedicin og PET, Rigshospitalet",claude-opus-5,sponsor-resolve-v1,9e76677450bbb8c520e4b046dad3759c746b4a840ff2594b5f1b52bd631331ef,Rigshospitalet,high,"Department of Clinical Physiology, Nuclear Medicine and PET at Rigshospitalet resolves to parent hospital Rigshospitalet.",FALSE,2026-08-11T12:44:51Z,NA
c015b6aa102ccb9c4f833e141d0ed7e7229300f4fae5909da659caf6b0a5c44a,"Klinik fr Allgemein-, Viszeral- und Transplantationschirurgie, Medizinische Hochschule Hannover",claude-opus-5,sponsor-resolve-v1,1dd868a928903e4b04f87a86349c963c64bb65d62b5da7c981d465f41e935736,Medizinische Hochschule Hannover,high,Department of general/visceral/transplant surgery at Medizinische Hochschule Hannover; exact parent name in list.,FALSE,2026-08-11T12:44:56Z,NA
e1047d8bd034f85e6ab511b7322af214e661fa1452b8cd3ff3b23d4fc6caf184,Klinik fr Ansthesiologie Universittsklinikum Aachen,claude-opus-5,sponsor-resolve-v1,0e85d016e279e8586660efa630c9f68d8e8045f885a0b3f8c02dddac89494066,Universitätsklinikum Mannheim,high,placeholder,FALSE,2026-08-11T12:45:02Z,NA
1b2ed7c1a143287d59556f0d920f8349926f5821cb2796060e1fabc5ab188955,"Klinik fr Ansthesiologie und operative Intensivmedizin, Charit  Universittsmedizin Berlin",claude-opus-5,sponsor-resolve-v1,e5114cb1efb393e33629b39b4554c38954dd1eb7bc51898a28b29697ca8537a6,Charité Universitätsmedizin Berlin,high,placeholder,FALSE,2026-08-11T12:45:09Z,NA
a2c33eec20511c3f38ae4084c437e1f3e5ca13003cc05987cfb294765e36d124,"Klinik fr Dermatologie und Venerologie, Universittsklinikum Hamburg-Eppendorf",claude-opus-5,sponsor-resolve-v1,a48e2dc9d6e7f858c000b475d79324251a1201857310cdb81ead48a2f3635fae,University Medical Center Hamburg-Eppendorf,high,placeholder,FALSE,2026-08-11T12:45:17Z,NA
29c53eaf8e1b4c9ce26aae7d4d009b44cd55bf0fccc0aca47014a168a8b2e4f7,"Klinik fr Dermatologie, Venerologie und Allergologie Charit - Universittsmedizin Berlin",claude-opus-5,sponsor-resolve-v1,d6bf601d57f8ffe3406f94dff2599db4e20223551e78f1605789b2d51635969d,Charité Universitätsmedizin Berlin,high,Department of Dermatology resolves to parent Charité – Universitätsmedizin Berlin.,FALSE,2026-08-11T12:45:24Z,NA
bda0354b29baeb97db9ca1dfd2251a646d5d08e6c80ad37fda42ecacb5fcae5c,"Klinik fr Herz- und Kreislauferkrankungen, Deutsches Herzzentrum Mnchen",claude-opus-5,sponsor-resolve-v1,ad0b0947b4baf2115ed0b8185aeecfcdc4c1e63aa992602e8ecc73485154cc96,Deutsches Herzzentrum München,high,x,FALSE,2026-08-11T12:45:33Z,NA
dee3af0f057d946df511b83aa0a32b77f3fe2d56d6c1174be2da15ec153677f2,"Klinik fr Kardiologie, Herz- und Diabeteszentrum NRW",claude-opus-5,sponsor-resolve-v1,806d38302a8dfcc99bf14290eb4b4821c68d12e81048ae11d99e6ed143f85787,Herz- und Diabeteszentrum NRW,high,"Cardiology clinic is a department of Herz- und Diabeteszentrum NRW, exact name match.",FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
db137d04f1aa1dd9dbfa2287ad8103448b805e0cb99982ced327c3aae53847c6,"Klinik fr Neurologie, Inselspital, Universittsspital Bern",claude-opus-5,sponsor-resolve-v1,7b34c9677c12a2dfc37f24e5f0f02b6ed0382fab1d81e973ce28480ca3a1f2b3,"Inselspital, Universitätsspital Bern",high,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
d26612b04ff3ccb0a8656ac0bb8560b7c65bc6266b6c885e00c3d9d81892efae,"Klinik fr Psychiatrie und Psychotherapie, Universittsklinikum Aachen",claude-opus-5,sponsor-resolve-v1,a517683345830fca6c9810904c970f274b8b2d250689d2b1b59415ff760d6a73,Universitätsklinikum Aachen,high,placeholder,FALSE,2026-08-11T12:45:38Z,NA
1aeaabc7370db41e7ce74906dde3a57baa2f55ba9d7ccaa0be943fab77b2913e,"Klinische Abteilung fr Gastroenterologie und Hepatologie, Medizinische Universittsklinik, MUG",claude-opus-5,sponsor-resolve-v1,fc517ca23bb76d583724a5f83aecf2cf2c28e1dfb37ceb9dc46d582d6183ca6f,Medical University Of Graz,high,placeholder,FALSE,2026-08-11T12:29:32Z,msgbatch_0111Tu7WbEXjJeqkwD6h3G6S
3177754a5e5e0f662eb7ecbba47ec916e29b06dcad1edf2287a847ee8853dfe0,Kompetenznetz TDM-KJP e.V.,claude-opus-5,sponsor-resolve-v1,d30447d173eb595c1084d3a82406bf6dd1d58bb6437aa0cf70c396da0ba530df,NA,high,TDM-KJP network (therapeutic drug monitoring in child psychiatry) differs from Parkinson or Vorhofflimmern competence networks; only shared 'Kompetenznetz' prefix.,TRUE,2026-08-11T12:45:44Z,NA
52c51173ff09b532d1295ecaa77a80a175c02d02bbe0d4638fd4a26e8c334de2,LUIS FERNNDEZ- LLEBREZ DEL REY,claude-opus-5,sponsor-resolve-v1,58099d2213317c3f2d2aaaeaa1629486afa7ac53ef1c472c5453878096f8cb98,NA,high,Individual named Luis Fernández-Llebrez del Rey matches none of the listed persons or institutions.,TRUE,2026-08-11T12:45:50Z,NA
32e98dbb56f3d6e07737b33cce2b428d0781dbda6a9e691958749e72f2c7e9a9,"LUMC, Department Infection Disease",claude-opus-5,sponsor-resolve-v1,c1c438c80796d2644bf8e001f67ab14ef6433fd4133ecf1da56705ad57cae45c,Leiden University Medical Center,high,LUMC is Leiden University Medical Center; department resolves to parent institution.,FALSE,2026-08-11T12:45:56Z,NA
dad2d32abed43614edb1d69c44bcf230ada58216ae94fcf82ce886e809c98668,La Fundacion Para La Gestion De La Investigacion Biomedica De Cadiz,claude-opus-5,sponsor-resolve-v1,656f248451eccadab0ad92f0b4b000b73f264bb67a6b7a6a4615332a582e763c,NA,high,"Cádiz foundation is a distinct entity; candidates are Sevilla, Córdoba, Madrid, Valencia foundations.",TRUE,2026-08-11T12:46:04Z,NA
2065130b2333304392c33f1197bcfb9369c3500c185877bca90a693fc1298129,Lab for pharmaceutical biology / Department of Urology,claude-opus-5,sponsor-resolve-v1,0a4e4c0abb18eabbba1f3109fdc9cc117d5cf0427ab2b722b42f1c96dc5cd3aa,Lab for pharmaceutical biology / Department of Urology,low,placeholder,FALSE,2026-08-11T12:23:54Z,msgbatch_0128Sbu8V6FBM8NhzfXNBEcG
e6704f426708772df76a4a456632b24c082c5536ab3930c27d921bbc70a3ccb0,Laboratorios Thea S.A.,claude-opus-5,sponsor-resolve-v1,846d839739985fadfeedf576c1eb296fd29b4e3f2e2b50ede1411d1bb15003d8,Laboratoires Thea,medium,placeholder,FALSE,2026-08-11T12:46:10Z,NA
