alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
dr xavier solanich moreno servei medicina interna hospital de bellvitge,Dr. Xavier Solanich Moreno. Servei Medicina Interna. Hospital de Bellvitge,NA,NA,hospital,llm_reviewed,1,llm_reviewed
dra a teresa caldern duque,Dra. A. Teresa Calderón Duque,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra almudena zapatero laborda,Dra. Almudena Zapatero Laborda,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra ana pueyo bastida,Dra Ana Pueyo Bastida,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra antnia dalmau i llitjs del servicio de anestesia reanimacin y teraputica del dolor del hub -idibell,"Dra. Antònia Dalmau i Llitjós del Servicio de Anestesia, Reanimación y Terapia del Dolor",NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra beatriz lozano-hospital universitario de canarias,Hospital Universitario de Canarias,NA,NA,hospital,llm_reviewed,1,llm_reviewed
dra beatriz sanchez sobrino,Dra. Beatriz Sanchez Sobrino,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra carlota gudiol gonzlez servicio de enfermedades infecciosas hospital universitari de bellvitge,Dra. Carlota Gudiol González,NA,NA,hospital,llm_reviewed,1,llm_reviewed
dra carmen ispa calln,Dra. Carmen Ispa Calln,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra cristina avendao sol,Dra. Cristina Avendao Sol,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra cristina avendao sola,Dra. Cristina Avendao Sol,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra irene halperin rabinovich servicio de endocrinologa hospital clnic de barcelona,Dra. Irene Halperin Rabinovich. Servicio de Endocrinologa. Hospital Clnic de Barcelona,NA,NA,hospital,llm_reviewed,1,llm_reviewed
dra itxarone bilbao servicio de ciruga hepatobiliopancreatica y trasplantes huvh,Hospital Universitari Vall d'Hebron,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra julia origen sabater,Dra. Julia Origen Sabater,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra m dolores arenas,Dra. M Dolores Arenas,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra margarita ramirezdra ifara snchez,Dra. Margarita Ramirez / Dra. Ifara Sánchez,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra maria jos colomina soler,Dra Maria Jos Colomina Soler,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra maria luz couce / dr jos luis fernndez trisac,Dra Maria Luz Couce / Dr. Jos Luis Fernndez Trisac,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra martinez payo-hospital universitario puerta de hierro,Hospital Universitario Puerta de Hierro Majadahonda,NA,NA,hospital,llm_reviewed,1,llm_reviewed
dra nuria gutierrez dubn,Dra. Nuria Gutierrez Dubón,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra nuria maes bonet seccin de ciruga torcica hospital universitario de canarias,Dra. Nuria Maes Bonet. Seccin de Ciruga Torcica. Hospital Universitario de Canarias,NA,NA,hospital,llm_reviewed,1,llm_reviewed
dra rosario blasco,Dra. Rosario Blasco,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dra virginia raquel cspedes nava,Dra. Virginia Raquel Céspedes Nava,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dracen pharmaceuticals inc,Dracen Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dragonfly therapeutics inc,Dragonfly Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
draig therapeutics limited,Draig Therapeutics Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drci aphp,AP-HP,NA,NA,hospital,llm_reviewed,1,llm_reviewed
dren bio 01 inc,Dren Bio 01 Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dresden technical university,Dresden University of Technology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dresden university of technology,Dresden University of Technology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dresden universtity of technology,Dresden University of Technology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drk-bluspendedienst baden-wrttemberg - hessen ggmbh,DRK-Blutspendedienst Baden-Württemberg - Hessen gGmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drk-blutspendedienst baden-wrttemberg - hessen ggmbh,DRK-Blutspendedienst Baden-Württemberg - Hessen gGmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drk-blutspendedienst nstob,DRK-Blutspendedienst NSTOB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drossapharm ag,Drossapharm AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drug delivery solutions aps,Drug Delivery Solutions ApS,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drug delivery solutions aps dds c/o mc2 biotek group,Drug Delivery Solutions Aps DDS c/o MC2 Biotek Group,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drug delivery solutions aps part of mc2 biotek group,DRUG DELIVERY SOLUTIONS ApS PART OF MC2 BIOTEK GROUP,NA,NA,unknown,llm_reviewed,1,llm_reviewed
druggability technologies holdings ltd,Druggability Technologies Holdings Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
drugs for neglected diseases initiative dndi,Drugs for Neglected Diseases initiative DNDi,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dryox health s l / dryox health s l,Dryox Health S.L.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ds biopharma,DS Biopharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ds biopharma ltd,DS Biopharma Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dsc services s r o,DSC Services,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dstl,Dstl,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dualitybio inc,Dualitybio,NA,NA,unknown,llm_reviewed,1,llm_reviewed
duke clinical research institute,Duke University,NA,NA,unknown,llm_reviewed,1,llm_reviewed
duke street bio limited,Duke Street Bio Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
duke university,Duke University,NA,NA,unknown,llm_reviewed,1,llm_reviewed
duocort pharma ab,DuoCort Pharma AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dupont nutrition and health active nutrition,DuPont Nutrition and Health Active Nutrition,NA,NA,unknown,llm_reviewed,1,llm_reviewed
durata therapeutic international b v,"Durata Therapeutics, Inc",NA,NA,unknown,llm_reviewed,1,llm_reviewed
durata therapeutics inc,"Durata Therapeutics, Inc",NA,NA,unknown,llm_reviewed,1,llm_reviewed
durata therapeutics international b v,Durata Therapeutics International B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
durect corporation,DURECT Corporation,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dutch cancer society,Dutch Cancer Society,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dutch childhood oncology group,Dutch Childhood Oncology Group,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dutch childhood oncology group dcog,Dutch Childhood Oncology Group DCOG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dutch colorectal cancer group,Dutch Colorectal Cancer Group,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dutch diabetes research foundation,Dutch Diabetes Research Foundation,NA,NA,foundation,llm_reviewed,1,llm_reviewed
dutch growth foundation,Dutch Growth Foundation,NA,NA,foundation,llm_reviewed,1,llm_reviewed
dutch growth research foundation,Dutch Growth Foundation,NA,NA,foundation,llm_reviewed,1,llm_reviewed
dutch heart foundation,Dutch Heart Foundation,NA,NA,foundation,llm_reviewed,1,llm_reviewed
dutch kidney foundation,Dutch Kidney Foundation,NA,NA,foundation,llm_reviewed,1,llm_reviewed
dutch-belgian cooperative trial group for hematology oncology,Dutch-Belgian Cooperative Trial Group for Hematology Oncology,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
dyax corp,Dyax Corp.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dynacure,Dynacure,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dynavax technologies corporation,Dynavax Technologies,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dyne therapeutics inc,Dyne Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
dystrogen therapeutics technology polska sp z o o,Dystrogen Therapeutics Technology Polska Sp. z o.o.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
e m n - european myeloma network,European Myeloma Network,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
e o r t c - european organization for research and treatment of cancer,EORTC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
e pharma trento s p a,E-Pharma Trento SpA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
e-pharma trento spa,E-Pharma Trento SpA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
e-therapeutics plc,e-Therapeutics plc,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ea pharma co ltd,"EA Pharma Co., Ltd.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
eagle pharmaceuticals inc,Eagle Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eanm forschungs gmbh / eanm research ltd,EANM Forschungs GmbH / EANM Research Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
east and north hertfordhsire nhs trust,East and North Hertfordshire NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
east and north hertfordshire nhs trust,East and North Hertfordshire NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
east and north hertfordshire nhs trust / university of hertfordshire,East and North Hertfordshire NHS Trust / University of Hertfordshire,NA,NA,hospital,llm_reviewed,1,llm_reviewed
east kent hospital trust,East Kent Hospitals NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
east kent hospitals nhs trust,East Kent Hospitals NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
east sussex nhs trust,East Sussex NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
east tallinn central hospital,East Tallinn Central Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
eastern norway regional health authority / ullevaal university hospital,Oslo University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
eau european association of urology,European Association of Urology,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eau foundation for urological research,European Association of Urology,NA,NA,foundation,llm_reviewed,1,llm_reviewed
eau research foundation,EAU Research Foundation,NA,NA,foundation,llm_reviewed,1,llm_reviewed
eb haus austria gemeinnuetzige salzburger landeskliniken betriebsgesellschaft mbh,Salzburger Landeskliniken,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eb house austria,EB House Austria,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eberhard-karls university tbingen represented by university hospital tbingen and its commercial director,University of Tübingen,NA,NA,hospital,llm_reviewed,1,llm_reviewed
ebewe pharma ges m b h nfg kg,EBEWE Pharma Ges.m.b.H Nfg.KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ebi anti sepsis b v,EBI Anti Sepsis B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ebmt - clwp,EBMT,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ebmt / gentium s p a,EBMT / Gentium S.p.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ebmt european group for blood and marrow transplantation,EBMT,NA,NA,unknown,llm_reviewed,1,llm_reviewed
echo pharmaceuticals b v,Echo Pharmaceuticals B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ecri,ECRI,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ecri-9,ECRI-9,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ectin research ab,Ectin Research AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ectopharma limited,EctoPharma Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ecupharma s r l,ECUPHARMA S.R.L.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eden biologics inc taiwan,"Eden Biologics, Inc., Taiwan",NA,NA,unknown,llm_reviewed,1,llm_reviewed
edesa biotech research inc,Edesa Biotech Research,NA,NA,unknown,llm_reviewed,1,llm_reviewed
edge therapeutics inc,"Edge Therapeutics, Inc",NA,NA,unknown,llm_reviewed,1,llm_reviewed
edgewise therapeutics inc,Edgewise Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
edimer pharmaceuticals inc,Edimer Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
edinburgh molecular imaging ltd,Edinburgh Molecular Imaging,NA,NA,unknown,llm_reviewed,1,llm_reviewed
edison pharmaceuticals inc,Edison Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
editas medicine inc,Editas Medicine,NA,NA,unknown,llm_reviewed,1,llm_reviewed
edmond pharma s r l,Edmond Pharma S.r.l.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eduardo anitua aldecoa,Eduardo Anitua Aldecoa,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eduardo garca daz,Eduardo Garca Daz,NA,NA,unknown,llm_reviewed,1,llm_reviewed
edvince ab,Edvince AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eero kaasinen,Eero Kaasinen,NA,NA,unknown,llm_reviewed,1,llm_reviewed
egalet a/s,Egalet,NA,NA,unknown,llm_reviewed,1,llm_reviewed
egis gygyszergyr nyrt,EGIS Gygyszergyr Nyrt.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
egis pharmaceuticals plc,Egis Pharmaceuticals PLC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
egle therapeutics,Egle Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
egyestett szent istvn s szent lszl krhz - rendelintzet,Egyestett Szent Istvn s Szent Lszl Krhz - Rendelintzet,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eidos therapeutics inc,"Eidos Therapeutics, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
eiger biopharmaceuticals,"Eiger BioPharmaceuticals, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
eiger biopharmaceuticals inc,"Eiger BioPharmaceuticals, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
eija kalso,Eija Kalso,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eikon therapeutics inc,Eikon Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eip pharma inc,EIP Pharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eip pharma llc,"EIP Pharma, LLC",NA,NA,unknown,llm_reviewed,1,llm_reviewed
eir biotherapies s r l,Eir Biotherapies S.r.l.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ekos corporation,EKOS Corporation,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eksote,Eksote,NA,NA,unknown,llm_reviewed,1,llm_reviewed
el hospital universitario de gran canaria dr negrin,Hospital Universitario de Gran Canaria Dr. Negrín,NA,NA,hospital,llm_reviewed,1,llm_reviewed
elan pharma international ltd,Elan Pharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elan pharma ltd,Elan Pharma Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elan regulatory holdings ltd,Elan Regulatory Holdings Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elbion ag,elbion AG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
electra therapeutics inc,"Electra Therapeutics, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
eledon pharmaceuticals inc,Eledon Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elena rubio consorcio hospital general universitario de valencia,Elena Rubio. Consorcio Hospital General Universitario de Valencia,NA,NA,hospital,llm_reviewed,1,llm_reviewed
eleosinc limited,EleosInc Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eleva gmbh,Eleva GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elevar therapeutics inc,Elevar Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elevation pharmaceuticals inc,"Elevation Pharmaceuticals, Inc",NA,NA,unknown,llm_reviewed,1,llm_reviewed
elgan pharma ltd,Elgan Pharma Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elion therapeutics inc,Elion Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elisabet leiva badosa phamacy department hospital universitari de bellvitge,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,llm_reviewed,1,llm_reviewed
elke university of athens,University of Athens,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elli lilly and company,Eli Lilly,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ellipses pharma limited,Ellipses Pharma Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eloxx pharmaceuticals inc,Eloxx Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elpen pharmaceutical co inc,ELPEN Pharmaceutical Co. Inc,NA,NA,unknown,llm_reviewed,1,llm_reviewed
elro pharma,Elro Pharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
em-kliniken,EM-kliniken,NA,NA,hospital,llm_reviewed,1,llm_reviewed
emalex biosciences inc,Emalex Biosciences,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emalex biosciences inc / emalex biosciences inc,Emalex Biosciences Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emerald health pharmaceuticals inc,Emerald Health Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emercell sas,Emercell SAS,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emergent product development seattle llc,"Emergent Product Development Seattle, LLC",NA,NA,unknown,llm_reviewed,1,llm_reviewed
emergent product development uk ltd,Emergent Product Development UK Ltd,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emet pharmaceuticals llc,EMET Pharmaceuticals LLC,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emiliano hernndez galilea,Emiliano Hernndez Galilea,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emilio bouza santiago,Emilio Bouza Santiago,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emilio garcia garcia,Emilio Garcia Garcia,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emma childrens hospital-amc,Amsterdam UMC,NA,NA,hospital,llm_reviewed,1,llm_reviewed
emn trial office s r l impresa sociale,EMN Trial Office S.r.l. Impresa Sociale,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emotional brain,Emotional Brain,NA,NA,unknown,llm_reviewed,1,llm_reviewed
emotional brain bv,Emotional Brain,NA,NA,unknown,llm_reviewed,1,llm_reviewed
empros pharma ab,Empros Pharma AB,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enanta pharmaceuticals inc,Enanta Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enbiotix inc,"EnBiotix, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
enceladus pharmaceuticals,Enceladus Pharmaceuticals BV,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enceladus pharmaceuticals bv,Enceladus Pharmaceuticals BV,NA,NA,unknown,llm_reviewed,1,llm_reviewed
encysive pharmaceuticals inc,Encysive Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
endeavor biomedicines inc,Endeavor Biomedicines,NA,NA,unknown,llm_reviewed,1,llm_reviewed
endo pharmaceuticals inc,Endo Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
endo pharmaceuticals solutions,Endo Pharmaceuticals Solutions,NA,NA,unknown,llm_reviewed,1,llm_reviewed
endo ventures limited,Endo Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
endocrine department sahlgrenska university hospital,Sahlgrenska University Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
endocrine society of czech republic,Endocrine Society of Czech Republic,NA,NA,unknown,llm_reviewed,1,llm_reviewed
endocrinology and nutrition unit hospital universitari bellvitge,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,llm_reviewed,1,llm_reviewed
endocyte inc,"Endocyte, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
endocyte inc a novartis company,Endocyte,NA,NA,unknown,llm_reviewed,1,llm_reviewed
endokrinologisk afd m,Endokrinologisk afd. M,NA,NA,unknown,llm_reviewed,1,llm_reviewed
engelhard arzneimittel gmbh and co kg,Engelhard Arzneimittel GmbH & Co. KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
engelhard arzneimittel gmbh co kg,Engelhard Arzneimittel GmbH Co. KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
engene inc,Engene,NA,NA,unknown,llm_reviewed,1,llm_reviewed
engrail therapeutics inc,Engrail Therapeutics Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enlitisa shanghai pharmaceutical co ltd,Enlitisa (Shanghai) Pharmaceutical Co. Ltd.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enliven therapeutics inc,Enliven Therapeutics Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enlivex therapeutics ltd,Enlivex Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enlivex therapeutics rd ltd,Enlivex Therapeutics RD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enlivex therapeutics rdo ltd,Enlivex Therapeutics RD,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enobia canada limited partnership,Enobia Canada Limited Partnership,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enrique brez hernandez,Enrique Báez Hernández,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enrique de madaria,Enrique de Madaria,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enrique de madaria pascual,Enrique de Madaria,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enrique gomez-barrena,Enrique Gomez-Barrena,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enrique ortega gonzlez,Enrique Ortega Gonzlez,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enrique rey daz-rubio,Enrique Rey Daz-Rubio,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ensinger mineral-heilquellen gmbh,Ensinger Mineral-Heilquellen GmbH,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ent hospital johannes-gutenberg university mainz,Universitatsmedizin der Johannes Gutenberg-Universitat Mainz KöR,NA,NA,hospital,llm_reviewed,1,llm_reviewed
entasis therapeutics,Entasis Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ente ecclesiastico ospedale generale regionale f miulli,Ente Ecclesiastico Ospedale Generale Regionale F. Miulli,NA,NA,hospital,llm_reviewed,1,llm_reviewed
ente ospedaliero cantonale eoc / ente ospedaliero cantonale eoc,Ente Ospedaliero Cantonale (EOC),NA,NA,unknown,llm_reviewed,1,llm_reviewed
ente ospedaliero ospedali galliera,Ente Ospedaliero Ospedali Galliera,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ente ospedaliero ospedali galliera di genova,Ente Ospedaliero Ospedali Galliera Di Genova,NA,NA,unknown,llm_reviewed,1,llm_reviewed
ente ospedaliero ospedali galliera genova,Ente Ospedaliero Ospedali Galliera Genova,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enterome,Enterome,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enterome sa,Enterome,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enterotarget aps,EnteroTarget ApS,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enterprise therapeutics limited,Enterprise Therapeutics Limited,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enthera s r l,Enthera S.r.l.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
entrada therapeutics inc,Entrada Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enturia inc,"Enturia, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
envivo pharmaceuticals inc,"EnVivo Pharmaceuticals, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
enyo pharma,ENYO Pharma,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enyo pharma sa,Enyo Pharma SA,NA,NA,unknown,llm_reviewed,1,llm_reviewed
enzon pharmaceuticals inc,"Enzon Pharmaceuticals, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
eortc-european organisation for research and treatment of cancer,EORTC,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
eortc-european organisation for the research and treatment of cancer,EORTC,NA,NA,cooperative_group,llm_reviewed,1,llm_reviewed
eos s p a,EOS S.p.A.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epics therapeutics,Epics Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epiendo pharmaceuticals,EpiEndo Pharmaceuticals,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epiendo pharmaceuticals ehf / epiendo pharmaceuticals ehf,Epiendo Pharmaceuticals ehf.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epifarma s r l,Epifarma S.r.l.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epifarma srl,EPIFARMA S.R.L.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epitan limited,EpiTan,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epix pharmaceuticals inc,"Epix Pharmaceuticals, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
epizyme inc,Epizyme,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epoplus gmbh co kg,EPOPLUS GmbH & Co. KG,NA,NA,unknown,llm_reviewed,1,llm_reviewed
epsom and st helier university hospitals nhs trust,Epsom and St Helier University Hospitals NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
epsom and st helier university hospitals nhs trust rd dpt,Epsom and St Helier University Hospitals NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
epsom st helier university hospitals nhs trust,Epsom and St Helier University Hospitals NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
epsom st heliers university hospital nhs trust,Epsom and St Helier University Hospitals NHS Trust,NA,NA,hospital,llm_reviewed,1,llm_reviewed
epygenix therapeutics inc,Epygenix Therapeutics,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eqrx inc,"EQRx, Inc.",NA,NA,unknown,llm_reviewed,1,llm_reviewed
equilibre biopharmaceuticals b v,Equilibre Biopharmaceuticals B.V.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
equillium inc,Equillium Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
equipo de doctores dr amado andrs y dr manuel praga,Equipo de doctores: Dr. Amado Andrs y Dr. Manuel Praga,NA,NA,unknown,llm_reviewed,1,llm_reviewed
eradivir inc,Eradivir Inc.,NA,NA,unknown,llm_reviewed,1,llm_reviewed
erasca inc,Erasca,NA,NA,unknown,llm_reviewed,1,llm_reviewed
erasme hospital,Erasme Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
erasme hospital - department of gastroenterology,Hospital Erasme,NA,NA,hospital,llm_reviewed,1,llm_reviewed
erasme hostpital - ulb,Hospital Erasme,NA,NA,unknown,llm_reviewed,1,llm_reviewed
erasme university hospital,CUB - Hôpital Erasme,NA,NA,hospital,llm_reviewed,1,llm_reviewed
erasmus hospital,Erasmus Hospital,NA,NA,hospital,llm_reviewed,1,llm_reviewed
erasmus mc-danil den hoed,Erasmus MC,NA,NA,hospital,llm_reviewed,1,llm_reviewed
erasmus mc-sophia childrens hospital,Erasmus MC,NA,NA,hospital,llm_reviewed,1,llm_reviewed
erasmus medical centre,Erasmus MC,NA,NA,hospital,llm_reviewed,1,llm_reviewed
erasmus medical centre rotterdam,Erasmus MC,NA,NA,hospital,llm_reviewed,1,llm_reviewed
