alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
day one biopharmaceuticals,Day One Biopharmaceuticals,NA,NA,unknown,self_alias,0.94,self
dcprime,DCprime,NA,NA,unknown,self_alias,0.94,self
dean of the medical faculty of the friedrich-alexander university erlangen-nurnberg,Friedrich-Alexander-Universität Erlangen-Nürnberg,NA,NA,academic,llm_curated,1,NA
debiopharm international,Debiopharm International,NA,NA,unknown,self_alias,0.94,self
debiopharm international sa,Debiopharm International,NA,NA,NA,ctis_businesskey,0.95,NA
deciphera pharmaceuticals,Deciphera Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
definium therapeutics us,Definium Therapeutics US,NA,NA,unknown,self_alias,0.94,self
dekan des fb medizin der johann-wolfgang goethe-universitt,Goethe-Universität Frankfurt am Main,NA,NA,academic,llm_curated,1,NA
delcath systems,Delcath Systems,NA,NA,unknown,self_alias,0.94,self
delenex therapeutics,Delenex Therapeutics,NA,NA,unknown,self_alias,0.94,self
delix therapeutics,Delix Therapeutics,NA,NA,unknown,self_alias,0.94,self
delta crystallon,Delta Crystallon,NA,NA,unknown,self_alias,0.94,self
denali therapeutics,Denali Therapeutics,NA,NA,unknown,self_alias,0.94,self
dendreon,Dendreon,NA,NA,unknown,self_alias,0.94,self
deoartment of dermatology d92 bispbjerg hospital,Bispebjerg Hospital,NA,NA,hospital,llm_curated,1,NA
dep anaesthesia and intensive care aarhus university hospital,Aarhus University Hospital,NA,NA,hospital,llm_curated,1,NA
department fr virologie medizinische universitt wien,Medical University Of Vienna,NA,NA,unknown,llm_curated,1,NA
department of anaesthesia and intensive care medicine aalborg university hospital,Aalborg University Hospital,NA,NA,hospital,llm_curated,1,NA
department of anaesthesia university college hospital galway,University College Hospital Galway,NA,NA,hospital,llm_curated,1,NA
department of anesthesia and intensive care medicine nordsjllands hospital,Nordsjællands Hospital,NA,NA,hospital,llm_curated,1,NA
department of anesthesiology and operative intensive care medicine charit cbf,Charité Universitätsmedizin Berlin,NA,NA,unknown,llm_curated,1,NA
department of anesthesiology copenhagen university hospital hvidovre,Hvidovre Hospital,NA,NA,hospital,llm_curated,1,NA
department of cardiology aarhus university hospital skejby,Aarhus University Hospital,NA,NA,hospital,llm_curated,1,NA
department of cardiology uk aachen,Universitätsklinikum Aachen,NA,NA,unknown,llm_curated,1,NA
department of cardiology university medical centre ljubljana,University Medical Centre Ljubljana,NA,NA,unknown,llm_curated,1,NA
department of cardiothoracic anesthesia and intensive care medicine medical university of vienna,Medical University Of Vienna,NA,NA,hospital,llm_curated,1,NA
department of clinical biochemestry aarhus university hospital,Aarhus University Hospital,NA,NA,hospital,llm_curated,1,NA
department of clinical neuroscience karolinska institutet,Karolinska Institutet,NA,NA,academic,llm_curated,1,NA
department of clinical oncology leiden university medical center,Leiden University Medical Center,NA,NA,unknown,llm_curated,1,NA
department of clinical pharmacology medical university of vienna vienna,Medical University Of Vienna,NA,NA,hospital,llm_curated,1,NA
department of clinical pharmacology/medical university of vienna,Medical University Of Vienna,NA,NA,hospital,llm_curated,1,NA
department of clinical physiology and nuclear medicine herlev and gentofte,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
department of clinical science intervention and technology karolinska institute,Karolinska Institutet,NA,NA,unknown,llm_curated,1,NA
department of clinical sciences karolinska institutet danderyd,Karolinska Institutet,NA,NA,academic,llm_curated,1,NA
department of dermatology d92 bispebjerg hospital,Copenhagen University Hospital - Bispebjerg and Frederiksberg,NA,NA,hospital,llm_curated,1,NA
department of dermatology erasmus university medical center,Erasmus MC,NA,NA,hospital,llm_curated,1,NA
department of dermatology odense university hospital,Odense University Hospital,NA,NA,hospital,llm_curated,1,NA
department of gynaecology helse finnmark klinikk hammerfest,Klinikk Hammerfest,NA,NA,unknown,llm_curated,1,NA
department of haematology zealand university hospital,"Sjællands University Hospital, Køge",NA,NA,hospital,llm_curated,1,NA
department of health,Department of Health,NA,NA,unknown,llm_curated,1,NA
department of hematology aalborg university hospital,Aalborg University Hospital,NA,NA,hospital,llm_curated,1,NA
department of hematology herlev and gentofte university hospital,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
department of hepatology and gastroenterology aarhus university hospital,Aarhus University Hospital,NA,NA,academic,llm_curated,1,NA
department of infectious diseases aarhus university hospital skejby,Aarhus University Hospital,NA,NA,hospital,llm_curated,1,NA
department of infectious diseases hvidovre hospital,Hvidovre Hospital,NA,NA,hospital,llm_curated,1,NA
department of internal medicine university hospital gasthuisberg,UZ Leuven,NA,NA,hospital,llm_curated,1,NA
department of medical gastroenterology herlev hospital,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
department of medical gastroenterology s odense university hospital,Odense University Hospital,NA,NA,hospital,llm_curated,1,NA
"department of medical sciences, akademiska sjukhuset",Uppsala University Hospital,NA,NA,hospital,llm_curated,1,NA
department of medicine i ordensklinikum linz,Ordensklinikum Linz,NA,NA,hospital,llm_curated,1,NA
department of medicine i university hospital st josef-hospital ruhr university bochum,St. Josef-Hospital Bochum,NA,NA,hospital,llm_curated,1,NA
department of medicine kge university hospital / department of medicine kge university hospital,"Sjællands University Hospital, Køge",NA,NA,hospital,llm_curated,1,NA
department of medicine zealand university hospital,Zealand University Hospital,NA,NA,hospital,llm_curated,1,NA
"department of medicine, haugesund hospital",Haugesund Hospital,NA,NA,hospital,llm_curated,1,NA
department of nephrology and renal transplantation university hospitals leuven,UZ Leuven,NA,NA,hospital,llm_curated,1,NA
department of nephrology rigshospitalet university of copenhagen,Rigshospitalet,NA,NA,hospital,llm_curated,1,NA
department of neurology and clinical neurophysiology st olavs hospital,"St. Olavs Hospital, Trondheim University Hospital",NA,NA,hospital,llm_curated,1,NA
department of neurology christian doppler medical center paracelsus,Paracelsus Medical University,NA,NA,hospital,llm_curated,1,NA
department of neurosurgery medical university of vienna,Medical University Of Vienna,NA,NA,hospital,llm_curated,1,NA
department of neurosurgery pmu,Paracelsus Medical University,NA,NA,unknown,llm_curated,1,NA
department of nuclear medicine aalborg university hospital,Aalborg University Hospital,NA,NA,hospital,llm_curated,1,NA
"department of nuclear medicine and endocrinology, paracelsus medical university salzburg",Paracelsus Medical University,NA,NA,unknown,llm_curated,1,NA
department of nuclear medicine medical university innsbruck,Medical University Of Innsbruck,NA,NA,hospital,llm_curated,1,NA
department of oncology aarhus university hospital,Aarhus University Hospital,NA,NA,hospital,llm_curated,1,NA
department of oncology herlev gentofte hospital,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
department of oncology linkping university hospital linkping sweden,Linköping University Hospital,NA,NA,hospital,llm_curated,1,NA
department of oncology university hospital herlev,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
department of oncology university hospital uppsala,Uppsala University Hospital,NA,NA,hospital,llm_curated,1,NA
department of ophthalmology hietzing hospital,Krankenhaus Hietzing,NA,NA,hospital,llm_curated,1,NA
"department of oral surgery dental school med. univ. graz, austria",Medical University Of Graz,NA,NA,unknown,llm_curated,1,NA
department of pediatrics aarhus university hospital skejby,Aarhus University Hospital,NA,NA,hospital,llm_curated,1,NA
"department of physiology and cardiothoracic surgery, faculty of medicine, university of porto",University of Porto,NA,NA,unknown,llm_curated,1,NA
department of psychiatry and psychotherapy charity university medicine,Charité Universitätsmedizin Berlin,NA,NA,charity,llm_curated,1,NA
department of psychiatry and psychotherapy medical university of vienna,Medical University Of Vienna,NA,NA,hospital,llm_curated,1,NA
department of psychology stockholm university,Stockholm University,NA,NA,unknown,llm_curated,1,NA
department of radiology rigshospitalet denmark,Rigshospitalet,NA,NA,hospital,llm_curated,1,NA
department of rheumatology hvidovre hospital,Hvidovre Hospital,NA,NA,hospital,llm_curated,1,NA
department of rheumatology internal medicine iii medical university of vienna,Medical University Of Vienna,NA,NA,unknown,llm_curated,1,NA
department of rheumatology university hospital lund,Skåne University Hospital,NA,NA,hospital,llm_curated,1,NA
department of surgery herlev hospital,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
"department of surgery, national university of ireland",National University of Ireland Galway,NA,NA,unknown,llm_curated,1,NA
department off infectious diseases aarhus university hospital skejby denmark,Aarhus University Hospital,NA,NA,hospital,llm_curated,1,NA
"department og gynaecology and obstetric, randers hospital",Randers Regional Hospital,NA,NA,hospital,llm_curated,1,NA
dept child adolescent psychiatry univ freiburg,University of Freiburg,NA,NA,unknown,llm_curated,1,NA
dept of anaesthesiology odense university hospital,Odense University Hospital,NA,NA,hospital,llm_curated,1,NA
dept of dermatology zealand university hospital roskilde,"Sjællands University Hospital, Køge",NA,NA,hospital,llm_curated,1,NA
"dept of endocrinology j 106, herlev hosptial",Herlev og Gentofte Hospital,NA,NA,unknown,llm_curated,1,NA
dept of endocrinology o106 herlev hospital,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
dept of hematology herlev hospital,Herlev og Gentofte Hospital,NA,NA,hospital,llm_curated,1,NA
dept of infectious diseases aarhus university hospital,Aarhus University Hospital,NA,NA,hospital,llm_curated,1,NA
dept of intensive care rigshopitalet,Rigshospitalet,NA,NA,hospital,llm_curated,1,NA
dept of internal medicine ii university hospital giessen,Universitätsklinikum Gießen,NA,NA,hospital,llm_curated,1,NA
dept of internal medicine iv med uni vienna,Medical University Of Vienna,NA,NA,unknown,llm_curated,1,NA
dept of medical sciences clinical diabetes and metabolism uppsala university,Uppsala University,NA,NA,unknown,llm_curated,1,NA
dept of oncology karolinska university hospital,Karolinska University Hospital,NA,NA,hospital,llm_curated,1,NA
dept of urology aarhus universityhospital,Aarhus University Hospital,NA,NA,unknown,llm_curated,1,NA
"dept. ob.gyn, univ oulu",Oulu University Hospital,NA,NA,unknown,llm_curated,1,NA
"dept. of anesthesiology and intensive care, charit - campus benjamin franklin",Charité Universitätsmedizin Berlin,NA,NA,unknown,llm_curated,1,NA
"dept. of gastroenterology, universityhospital odense",Odense University Hospital,NA,NA,unknown,llm_curated,1,NA
"dept. of psychiaty, university of freiburg",University of Freiburg,NA,NA,unknown,llm_curated,1,NA
derma sciences,Derma Sciences,NA,NA,unknown,self_alias,0.94,self
dermagen,DermaGen,NA,NA,unknown,self_alias,0.94,self
dermaliq therapeutics,Dermaliq Therapeutics,NA,NA,unknown,self_alias,0.94,self
dermapharm,Dermapharm,NA,NA,unknown,self_alias,0.94,self
dermatools biotech,DermaTools Biotech,NA,NA,unknown,self_alias,0.94,self
dermecular therapeutics,Dermecular Therapeutics,NA,NA,unknown,self_alias,0.94,self
dermira,Dermira,NA,NA,industry,self_alias,0.94,self
dermira inc a wholly-owned subsidiary of eli lilly and company,Dermira,NA,NA,industry,llm_curated,1,NA
dermira inc. a wholly owned subsidiary of eli lilly and company,Dermira,NA,NA,industry,llm_curated,1,NA
desitin arzneimittel,Desitin Arzneimittel,NA,NA,unknown,self_alias,0.94,self
deuteroncology,Deuteroncology,NA,NA,NA,ctis_businesskey,0.95,NA
deutsche cll-studiengruppe,Deutsche CLL-Studiengruppe,NA,NA,unknown,self_alias,0.94,self
deutsche homoopathie-union dhu-arzneimittel,"Deutsche Homöopathie-Union, DHU-Arzneimittel",NA,NA,unknown,self_alias,0.94,self
deutsches krebsforschungszentrum dkfz,Deutsches Krebsforschungszentrum (DKFZ),NA,NA,NA,ctis_businesskey,0.95,NA
develco pharma schweiz,Develco Pharma Schweiz,NA,NA,unknown,self_alias,0.94,self
dexcel pharma technologies,Dexcel Pharma Technologies,NA,NA,unknown,self_alias,0.94,self
dextech medical,DexTech Medical,NA,NA,unknown,self_alias,0.94,self
di-acetylm,Di-AcetylM,NA,NA,unknown,self_alias,0.94,self
diagram,Diagram,NA,NA,unknown,self_alias,0.94,self
diamedica therapeutics,Diamedica Therapeutics,NA,NA,unknown,self_alias,0.94,self
diamyd medical,Diamyd Medical,NA,NA,unknown,self_alias,0.94,self
diamyd therapeutics,Diamyd Therapeutics,NA,NA,unknown,self_alias,0.94,self
dianthus therapeutics,Dianthus Therapeutics,NA,NA,unknown,self_alias,0.94,self
diasolve,Diasolve,NA,NA,unknown,self_alias,0.94,self
diater laboratorio de diagnostico y aplicaciones terapeuticas,Diater Laboratorio de Diagnóstico y Aplicaciones Terapéuticas,NA,NA,industry,self_alias,0.94,self
diater laboratorio de diagnostico y aplicaciones terapeuticas s a,Diater Laboratorio de Diagnóstico y Aplicaciones Terapéuticas,NA,NA,industry,llm_curated,1,NA
diatos,Diatos,NA,NA,unknown,self_alias,0.94,self
dice therapeutics,DICE Therapeutics,NA,NA,NA,self_alias,0.94,self
dice therapeutics inc,DICE Therapeutics,NA,NA,NA,ctis_businesskey,0.95,NA
dicerna pharmaceuticals,Dicerna Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
dicofarm,Dicofarm,NA,NA,unknown,self_alias,0.94,self
dicot,Dicot,NA,NA,unknown,self_alias,0.94,self
diffusion pharmaceuticals,Diffusion Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
digna biotech,Digna Biotech,NA,NA,unknown,self_alias,0.94,self
dignity sciences,Dignity Sciences,NA,NA,unknown,self_alias,0.94,self
dilafor,Dilafor,NA,NA,unknown,self_alias,0.94,self
dimension therapeutics,Dimension Therapeutics,NA,NA,unknown,self_alias,0.94,self
dimerix bioscience pty,Dimerix Bioscience Pty,NA,NA,unknown,self_alias,0.94,self
dimethaid,Dimethaid,NA,NA,unknown,self_alias,0.94,self
dipartimento di medicina di precisione - universit degli studi della campania l vanvitelli,Università degli Studi della Campania Luigi Vanvitelli,NA,NA,academic,llm_curated,1,NA
dipartimento di medicina-dimed universit di padova,Azienda Ospedaliera di Padova,NA,NA,hospital,llm_curated,1,NA
dipartimento scienze chirurgiche oncologiche e gastroenterologiche,"Dipartimento Scienze Chirurgiche, Oncologiche e Gastroenterologiche",NA,NA,unknown,self_alias,0.94,self
direction de la recherche clinique et de linnovation chu de rouen,CHU de Rouen,NA,NA,hospital,llm_curated,1,NA
disc medicine,Disc Medicine,NA,NA,unknown,self_alias,0.94,self
discovery laboratories,Discovery Laboratories,NA,NA,unknown,self_alias,0.94,self
disphar international,Disphar International,NA,NA,unknown,self_alias,0.94,self
disruptive pharma,Disruptive Pharma,NA,NA,unknown,self_alias,0.94,self
diurnal,Diurnal,NA,NA,unknown,self_alias,0.94,self
division of angiology graz,Medical University Of Graz,NA,NA,unknown,llm_curated,1,NA
division of cardiology robert-bosch-krankenhaus,Robert-Bosch-Krankenhaus,NA,NA,unknown,llm_curated,1,NA
division of thoracic and hyperbaric surgery medical university graz,Medical University Of Graz,NA,NA,hospital,llm_curated,1,NA
division pf paediatric and adolescent medicine oslo university hospital,Oslo University Hospital,NA,NA,hospital,llm_curated,1,NA
dizal,Dizal,NA,NA,unknown,self_alias,0.94,self
dkms gemeinnutzige,DKMS gemeinnützige,NA,NA,unknown,self_alias,0.94,self
dobecure,DOBECURE,NA,NA,unknown,self_alias,0.94,self
dolnoslaskie centrum chorob serca im prof zbigniewa religi medinet,Dolnośląskie Centrum Chorób Serca Im. Prof. Zbigniewa Religi Medinet,NA,NA,unknown,self_alias,0.94,self
dolorgiet,Dolorgiet,NA,NA,unknown,self_alias,0.94,self
domp farmaceutici s p a,Dompé Farmaceutici,Dompé Farmaceutici,Dompé Farmaceutici,industry,llm_curated,1,NA
dompe farmaceutici,Dompé Farmaceutici,Dompé Farmaceutici,Dompé Farmaceutici,industry,llm_curated,1,NA
dompe s p a,Dompé Farmaceutici,Dompé Farmaceutici,Dompé Farmaceutici,industry,llm_curated,1,NA
dompe' farmaceutici s p a,Dompé Farmaceutici,Dompé Farmaceutici,Dompé Farmaceutici,industry,llm_curated,1,NA
donau-universitat krems,Donau-Universität Krems,NA,NA,unknown,self_alias,0.94,self
donesta bioscience,Donesta Bioscience,NA,NA,unknown,self_alias,0.94,self
dong-a st co,Dong-A ST Co.,NA,NA,unknown,self_alias,0.94,self
double bond pharmaceutical,Double Bond Pharmaceutical,NA,NA,unknown,self_alias,0.94,self
dr falk pharma,Dr. Falk Pharma,Dr. Falk Pharma,Dr. Falk Pharma,industry,llm_curated,1,NA
dr falk pharma gmbh,Dr. Falk Pharma,Dr. Falk Pharma,Dr. Falk Pharma,industry,llm_curated,1,NA
dr gerhard mann chem -pharm fabrik gmbh/ bausch lomb,Dr. Gerhard Mann chem.-pharm. Fabrik GmbH/ Bausch Lomb,NA,NA,unknown,self_alias,0.94,self
dr reddy's laboratories limited,Dr. Reddy's Laboratories,NA,NA,NA,ctis_businesskey,0.95,NA
dra beatriz lozano-hospital universitario de canarias,Hospital Universitario de Canarias,NA,NA,hospital,llm_curated,1,NA
dracen pharmaceuticals,Dracen Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
dragonfly therapeutics,Dragonfly Therapeutics,NA,NA,unknown,self_alias,0.94,self
draig therapeutics,Draig Therapeutics,NA,NA,unknown,self_alias,0.94,self
dren bio 01,Dren Bio 01,NA,NA,unknown,self_alias,0.94,self
drk-blutspendedienst baden-wurttemberg - hessen ggmbh,DRK-Blutspendedienst Baden-Württemberg - Hessen gGmbH,NA,NA,unknown,self_alias,0.94,self
drossapharm,Drossapharm,NA,NA,unknown,self_alias,0.94,self
druggability technologies holdings,Druggability Technologies Holdings,NA,NA,unknown,self_alias,0.94,self
dryox health,Dryox Health,NA,NA,unknown,self_alias,0.94,self
dsc services,DSC Services,NA,NA,unknown,self_alias,0.94,self
dualitybio,Dualitybio,NA,NA,unknown,self_alias,0.94,self
duke street bio,Duke Street Bio,NA,NA,unknown,self_alias,0.94,self
duocort pharma,DuoCort Pharma,NA,NA,unknown,self_alias,0.94,self
durata therapeutics international,Durata Therapeutics International,NA,NA,unknown,self_alias,0.94,self
durect,DURECT,NA,NA,unknown,self_alias,0.94,self
dyax,Dyax,NA,NA,unknown,self_alias,0.94,self
dynavax technologies,Dynavax Technologies,NA,NA,unknown,self_alias,0.94,self
e m n - european myeloma network,European Myeloma Network,NA,NA,cooperative_group,llm_curated,1,NA
e-pharma trento,E-Pharma Trento,NA,NA,unknown,self_alias,0.94,self
e-therapeutics,e-Therapeutics,NA,NA,unknown,self_alias,0.94,self
ea pharma co,EA Pharma Co.,NA,NA,unknown,self_alias,0.94,self
eagle pharmaceuticals,Eagle Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
eanm forschungs gmbh / eanm research,EANM Forschungs GmbH / EANM Research,NA,NA,unknown,self_alias,0.94,self
eau european association of urology,European Association of Urology,NA,NA,public_body,llm_curated,1,NA
eberhard-karls university tubingen,University of Tübingen,NA,NA,academic,llm_curated,1,NA
ebi anti sepsis,EBI Anti Sepsis,NA,NA,unknown,self_alias,0.94,self
ebmt / gentium,EBMT / Gentium,NA,NA,unknown,self_alias,0.94,self
echo pharmaceuticals,Echo Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
ectin research,Ectin Research,NA,NA,unknown,self_alias,0.94,self
ectopharma,EctoPharma,NA,NA,unknown,self_alias,0.94,self
ecupharma,ECUPHARMA,NA,NA,unknown,self_alias,0.94,self
edesa biotech research,Edesa Biotech Research,NA,NA,unknown,self_alias,0.94,self
edgewise therapeutics,Edgewise Therapeutics,NA,NA,unknown,self_alias,0.94,self
edimer pharmaceuticals,Edimer Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
edinburgh molecular imaging,Edinburgh Molecular Imaging,NA,NA,unknown,self_alias,0.94,self
edison pharmaceuticals,Edison Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
editas medicine,Editas Medicine,NA,NA,unknown,self_alias,0.94,self
edmond pharma,Edmond Pharma,NA,NA,unknown,self_alias,0.94,self
edvince,Edvince,NA,NA,unknown,self_alias,0.94,self
egalet,Egalet,NA,NA,unknown,self_alias,0.94,self
egis pharmaceuticals,Egis Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
eidos therapeutics,Eidos Therapeutics,NA,NA,unknown,self_alias,0.94,self
eikon therapeutics,Eikon Therapeutics,NA,NA,unknown,self_alias,0.94,self
eip pharma,EIP Pharma,NA,NA,unknown,self_alias,0.94,self
eir biotherapies,Eir Biotherapies,NA,NA,unknown,self_alias,0.94,self
eisai,Eisai,Eisai,Eisai,industry,llm_curated,1,NA
eisai limited,Eisai,Eisai,Eisai,industry,llm_curated,1,NA
ekos,EKOS,NA,NA,unknown,self_alias,0.94,self
elan pharma,Elan Pharma,NA,NA,unknown,self_alias,0.94,self
elan regulatory holdings,Elan Regulatory Holdings,NA,NA,unknown,self_alias,0.94,self
elbion,elbion,NA,NA,unknown,self_alias,0.94,self
electra therapeutics,Electra Therapeutics,NA,NA,unknown,self_alias,0.94,self
eledon pharmaceuticals,Eledon Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
eleosinc,EleosInc,NA,NA,unknown,self_alias,0.94,self
eleva,Eleva,NA,NA,unknown,self_alias,0.94,self
elevar therapeutics,Elevar Therapeutics,NA,NA,unknown,self_alias,0.94,self
elevation pharmaceuticals,Elevation Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
elgan pharma,Elgan Pharma,NA,NA,unknown,self_alias,0.94,self
eli lilly,Eli Lilly,Eli Lilly,Eli Lilly,industry,llm_curated,1,NA
eli lilly and company,Eli Lilly,Eli Lilly,Eli Lilly,industry,llm_curated,1,NA
elion therapeutics,Elion Therapeutics,NA,NA,unknown,self_alias,0.94,self
elliniko institouto meletis tis sipsis,Elliniko Institouto Meletis Tis Sipsis,NA,NA,NA,ctis_businesskey,0.95,NA
ellipses pharma,Ellipses Pharma,NA,NA,unknown,self_alias,0.94,self
eloxx pharmaceuticals,Eloxx Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
elpen pharmaceutical co,ELPEN Pharmaceutical Co.,NA,NA,unknown,self_alias,0.94,self
emalex biosciences,Emalex Biosciences,NA,NA,unknown,self_alias,0.94,self
emd serono,EMD Serono,Merck KGaA,Merck KGaA / EMD Serono,industry,llm_curated,1,NA
emd serono inc,EMD Serono,Merck KGaA,Merck KGaA / EMD Serono,industry,llm_curated,1,NA
emerald health pharmaceuticals,Emerald Health Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
emercell,Emercell,NA,NA,unknown,self_alias,0.94,self
emergent product development seattle,Emergent Product Development Seattle,NA,NA,unknown,self_alias,0.94,self
emergent product development uk,Emergent Product Development UK,NA,NA,unknown,self_alias,0.94,self
emet pharmaceuticals,EMET Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
emma childrens hospital-amc,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,hospital,llm_curated,1,NA
empros pharma,Empros Pharma,NA,NA,unknown,self_alias,0.94,self
enanta pharmaceuticals,Enanta Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
enbiotix,EnBiotix,NA,NA,unknown,self_alias,0.94,self
encysive pharmaceuticals,Encysive Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
endeavor biomedicines,Endeavor Biomedicines,NA,NA,unknown,self_alias,0.94,self
endocyte,Endocyte,NA,NA,unknown,self_alias,0.94,self
engelhard arzneimittel,Engelhard Arzneimittel,NA,NA,unknown,self_alias,0.94,self
engene,Engene,NA,NA,unknown,self_alias,0.94,self
engrail therapeutics,Engrail Therapeutics,NA,NA,unknown,self_alias,0.94,self
enlitisa shanghai pharmaceutical co,Enlitisa (Shanghai) Pharmaceutical Co.,NA,NA,unknown,self_alias,0.94,self
enliven therapeutics,Enliven Therapeutics,NA,NA,unknown,self_alias,0.94,self
enlivex therapeutics,Enlivex Therapeutics,NA,NA,unknown,self_alias,0.94,self
enrique baez hernandez,Enrique Báez Hernández,NA,NA,unknown,self_alias,0.94,self
ensinger mineral-heilquellen,Ensinger Mineral-Heilquellen,NA,NA,unknown,self_alias,0.94,self
ente ospedaliero cantonale eoc,Ente Ospedaliero Cantonale (EOC),NA,NA,unknown,self_alias,0.94,self
enterotarget,EnteroTarget,NA,NA,unknown,self_alias,0.94,self
enterprise therapeutics,Enterprise Therapeutics,NA,NA,unknown,self_alias,0.94,self
enthera,Enthera,NA,NA,unknown,self_alias,0.94,self
entrada therapeutics,Entrada Therapeutics,NA,NA,unknown,self_alias,0.94,self
enturia,Enturia,NA,NA,unknown,self_alias,0.94,self
envivo pharmaceuticals,EnVivo Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
enzon pharmaceuticals,Enzon Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
eortc,EORTC,EORTC,EORTC,cooperative_group,llm_curated,1,NA
epifarma,Epifarma,NA,NA,unknown,self_alias,0.94,self
epitan,EpiTan,NA,NA,unknown,self_alias,0.94,self
epix pharmaceuticals,Epix Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
epizyme,Epizyme,NA,NA,unknown,self_alias,0.94,self
epoplus,EPOPLUS,NA,NA,unknown,self_alias,0.94,self
epygenix therapeutics,Epygenix Therapeutics,NA,NA,unknown,self_alias,0.94,self
eqrx,EQRx,NA,NA,unknown,self_alias,0.94,self
equilibre biopharmaceuticals,Equilibre Biopharmaceuticals,NA,NA,unknown,self_alias,0.94,self
equillium,Equillium,NA,NA,unknown,self_alias,0.94,self
eradivir,Eradivir,NA,NA,unknown,self_alias,0.94,self
erasca,Erasca,NA,NA,unknown,self_alias,0.94,self
erasme university hospital,CUB - Hôpital Erasme,NA,NA,hospital,llm_curated,1,NA
erasmus mc,Erasmus MC,Erasmus MC,Erasmus MC,hospital,llm_curated,1,NA
erasmus medical center,Erasmus MC,Erasmus MC,Erasmus MC,hospital,llm_curated,1,NA
erasmus medical centre,Erasmus MC,Erasmus MC,Erasmus MC,hospital,llm_curated,1,NA
erasmus medical centre rotterdam,Erasmus MC,Erasmus MC,Erasmus MC,hospital,llm_curated,1,NA
erasmus universitair medisch centrum,Erasmus MC,Erasmus MC,Erasmus MC,hospital,llm_curated,1,NA
erasmus universitair medisch centrum rotterdam,Erasmus MC,Erasmus MC,Erasmus MC,hospital,llm_curated,1,NA
erasmus university medical center,Erasmus MC,Erasmus MC,Erasmus MC,hospital,llm_curated,1,NA
erasmus university medical center rotterdam,Erasmus MC,NA,NA,hospital,llm_curated,1,NA
erasmusMC,Erasmus MC,Erasmus MC,Erasmus MC,hospital,llm_curated,1,NA
ergomed clinical research,Ergomed Clinical Research,NA,NA,unknown,self_alias,0.94,self
ergonex pharma,ErgoNex Pharma,NA,NA,unknown,self_alias,0.94,self
erydel,EryDel,NA,NA,unknown,self_alias,0.94,self
esbatech an alcon biomedical research unit,"ESBATech, an Alcon Biomedical Research Unit",NA,NA,unknown,self_alias,0.94,self
esbjerg sygehus,Esbjerg Sygehus,NA,NA,NA,ctis_businesskey,0.95,NA
escient pharmaceuticals,Escient Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
esocap,EsoCap,NA,NA,unknown,self_alias,0.94,self
especialidades farmacuticas centrum,Especialidades Farmacuticas Centrum,NA,NA,unknown,self_alias,0.94,self
esperante development,Esperante Development,NA,NA,unknown,self_alias,0.94,self
esperare foundation / pierre fabre medicament,EspeRare Foundation / Pierre Fabre Médicament,NA,NA,foundation,self_alias,0.94,self
esperas pharma,Esperas Pharma,NA,NA,unknown,self_alias,0.94,self
esperion therapeutics,Esperion Therapeutics,NA,NA,unknown,self_alias,0.94,self
essa pharma,Essa Pharma,NA,NA,unknown,self_alias,0.94,self
essa pharmaceuticals,Essa Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
essex pharma,Essex Pharma,NA,NA,unknown,self_alias,0.94,self
ester neuroscience,Ester Neuroscience,NA,NA,unknown,self_alias,0.94,self
etherna immunotherapies,eTheRNA immunotherapies,NA,NA,unknown,self_alias,0.94,self
ethicare,Ethicare,NA,NA,unknown,self_alias,0.94,self
euog,EUOG,NA,NA,unknown,self_alias,0.94,self
