cache_key,block_id,model_id,prompt_version,cluster_no,canonical,salt_form,brand,substance_type,raw_substance,confidence,reason,decided_at_utc,batch_id
e13e1869a3eeba4297d88b8eb9b07ce17f01b3cbe52ac940b482f9b61cbddf18,sblk_00253,claude-opus-5,substance-mint-v3,8,Recombinant human monoclonal antibody,NA,NA,biologic,Recombinant human monocolonal antibody,0.4,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
8b7f0db468ebd968ebe4a5e684f7b3dca4e242c2948b6c68c164b2101b30b413,sblk_00253,claude-opus-5,substance-mint-v2,9,hNGFp (recombinant human mutant painless nerve growth factor),NA,NA,biologic,Recombinant human mutant nerve growth factor painless  hNGFp,0.8,NA,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
e13e1869a3eeba4297d88b8eb9b07ce17f01b3cbe52ac940b482f9b61cbddf18,sblk_00253,claude-opus-5,substance-mint-v3,9,Recombinant human mutant painless nerve growth factor (hNGFp),NA,NA,biologic,Recombinant human mutant nerve growth factor painless  hNGFp,0.8,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
8b7f0db468ebd968ebe4a5e684f7b3dca4e242c2948b6c68c164b2101b30b413,sblk_00253,claude-opus-5,substance-mint-v2,10,recombinant human Cu,NA,NA,unknown,recombinant human Cu,0.3,truncated string,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
e13e1869a3eeba4297d88b8eb9b07ce17f01b3cbe52ac940b482f9b61cbddf18,sblk_00253,claude-opus-5,substance-mint-v3,10,recombinant human Cu,NA,NA,unknown,recombinant human Cu,0.3,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
8b7f0db468ebd968ebe4a5e684f7b3dca4e242c2948b6c68c164b2101b30b413,sblk_00253,claude-opus-5,substance-mint-v2,11,Burosumab,NA,NA,biologic,recombinant human IgG1 monoclonal antibody to fibroblast growth factor 23 FGF23,0.7,anti-FGF23 IgG1 mAb,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
e13e1869a3eeba4297d88b8eb9b07ce17f01b3cbe52ac940b482f9b61cbddf18,sblk_00253,claude-opus-5,substance-mint-v3,11,Anti-FGF23 IgG1 monoclonal antibody (burosumab),NA,NA,biologic,recombinant human IgG1 monoclonal antibody to fibroblast growth factor 23 FGF23,0.6,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
8b7f0db468ebd968ebe4a5e684f7b3dca4e242c2948b6c68c164b2101b30b413,sblk_00253,claude-opus-5,substance-mint-v2,12,Recombinant human IgG3 monoclonal antibody specific for staphylococcal protein A,NA,NA,biologic,recombinant human IgG3 monoclonal antibody specific for SpA,0.6,NA,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
e13e1869a3eeba4297d88b8eb9b07ce17f01b3cbe52ac940b482f9b61cbddf18,sblk_00253,claude-opus-5,substance-mint-v3,12,Anti-staphylococcal protein A IgG3 monoclonal antibody,NA,NA,biologic,recombinant human IgG3 monoclonal antibody specific for SpA,0.65,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
036b76da62340180caca546bf11fd02620d79de72dedd578dad190f1fdf1886f,sblk_00254,claude-sonnet-5,substance-mint-v3,1,v Eye Drops,NA,NA,unknown,v Eye Drops.,0.2,Unidentifiable placeholder-like name,2026-08-20T15:05:57Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
036b76da62340180caca546bf11fd02620d79de72dedd578dad190f1fdf1886f,sblk_00254,claude-sonnet-5,substance-mint-v3,2,Timolol,NA,Cusimolol,small_molecule,"Cusimolol 0,5 eye drops",0.6,NA,2026-08-20T15:05:57Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
036b76da62340180caca546bf11fd02620d79de72dedd578dad190f1fdf1886f,sblk_00254,claude-sonnet-5,substance-mint-v3,3,Eye Q,NA,NA,supplement_or_excipient,Eye Q,0.4,Eye Q is a branded omega-3/6 supplement,2026-08-20T15:05:57Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
036b76da62340180caca546bf11fd02620d79de72dedd578dad190f1fdf1886f,sblk_00254,claude-sonnet-5,substance-mint-v3,4,v Sterile Eye Drops Suspension,NA,NA,unknown,v Sterile Eye Drops Suspension,0.2,Unidentifiable placeholder-like name,2026-08-20T15:05:57Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
bb32178ec727e39484ab61a7dc9cad5837a4e0c7c1e446777e80a1019068bdbe,sblk_00255,claude-sonnet-5,substance-mint-v3,1,1-(3-(3-(4-chlorophenyl)propoxy)propyl)piperidine,hydrochloride,NA,small_molecule,"1-3-3-4-chlorophenylpropoxypropylpiperidine, hydrochloride",0.6,Specific chemical compound name with HCl salt form,2026-08-20T15:05:59Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
41659e20b111fdc67ef5630699a9b1116d8339c4dde2f966aea129af16a38a11,sblk_00255,claude-sonnet-5,substance-mint-v3,1,MAXIBONE,NA,NA,cell_or_gene_therapy,MAXIBONE,0.4,MAXIBONE is an investigational bone regeneration product combining ex vivo expanded autologous mesenchymal stem cells with biphasic calcium phosphate; not an INN small molecule.,2026-08-21T06:44:22Z,NA
bb32178ec727e39484ab61a7dc9cad5837a4e0c7c1e446777e80a1019068bdbe,sblk_00255,claude-sonnet-5,substance-mint-v3,2,hydrochloride,NA,NA,unknown,hydrochloride,0.2,"Too vague to identify the actual substance, only salt form given",2026-08-20T15:05:59Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
50f1ee3ca70b0f1f45beab6a51e7b942e45a21973d944910190a247e3b08112a,sblk_00256,claude-sonnet-5,substance-mint-v3,1,11C-UCB-J,NA,NA,radiopharmaceutical,11C-UCB-J,0.85,PET tracer for synaptic density imaging,2026-08-20T15:05:58Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
2e8c960f5c3aca2ae89e265f6915d79bcc1c8931650cf893134184bc284d5a4e,sblk_00256,claude-sonnet-5,substance-mint-v3,1,Meningococcal group Y oligosaccharide CRM197 conjugate,NA,NA,vaccine,MENINGOCOCCAL GROUP Y OLIGOSACCHARIDES CONJUGATED TO CORYNEBACTERIUM DIPHTHERIAE C7 197 M8 CRM197 PROTEIN,0.9,NA,2026-08-21T06:44:26Z,NA
50f1ee3ca70b0f1f45beab6a51e7b942e45a21973d944910190a247e3b08112a,sblk_00256,claude-sonnet-5,substance-mint-v3,2,Expanded umbilical cord blood-derived hematopoietic stem/progenitor cells,NA,NA,cell_or_gene_therapy,Expanded UCB-derived HSPCs,0.8,Cell therapy product derived from UCB,2026-08-20T15:05:58Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,1,125 mg Filmtabletten,NA,NA,not_a_substance,125 mg Filmtabletten,0.9,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,1,125 mg Filmtabletten,NA,NA,not_a_substance,125 mg Filmtabletten,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,2,"0,15 mg Filmtabletten",NA,NA,not_a_substance,"0,15 mg Filmtabletten",0.9,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,2,"0,15 mg Filmtabletten",NA,NA,not_a_substance,"0,15 mg Filmtabletten",0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,3,Letrozole,NA,LETRO-cell,small_molecule,"LETRO-cell® 2,5 mg Filmtabletten",0.9,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,3,Letrozole,NA,LETRO-cell,small_molecule,"LETRO-cell® 2,5 mg Filmtabletten",0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,4,Metronidazole,NA,Arilin,small_molecule,Arilin 500 mg Filmtabletten,0.9,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,4,Metronidazole,NA,Arilin,small_molecule,Arilin 500 mg Filmtabletten,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,5,Moxifloxacin,NA,Avalox,small_molecule,Avalox® 400 mg Filmtabletten,0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,5,Moxifloxacin,NA,Avalox,small_molecule,Avalox® 400 mg Filmtabletten,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,6,Cetirizine,dihydrochloride,NA,small_molecule,Cetirizin HEXAL bei Allergien 10 mg Filmtabletten,0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,6,Cetirizine,dihydrochloride,NA,small_molecule,"Cetirizin-ratiopharm® bei Allergien
Filmtabletten
Wirkstoff: Cetirizindihydrochlorid 10 mg",0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,6,Cetirizine,dihydrochloride,NA,small_molecule,Cetirizin-ratiopharm® bei Allergien Filmtabletten,0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,6,Cetirizine,dihydrochloride,NA,small_molecule,Cetirizin HEXAL bei Allergien 10 mg Filmtabletten,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,6,Cetirizine,dihydrochloride,NA,small_molecule,"Cetirizin-ratiopharm® bei Allergien
Filmtabletten
Wirkstoff: Cetirizindihydrochlorid 10 mg",0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,6,Cetirizine,dihydrochloride,NA,small_molecule,Cetirizin-ratiopharm® bei Allergien Filmtabletten,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,7,Desogestrel,NA,Desirett,small_molecule,Desirett 75 Mikrogramm Filmtabletten,0.9,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,7,Desogestrel,NA,Desirett,small_molecule,Desirett 75 Mikrogramm Filmtabletten,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,8,Ethambutol,NA,EMB-Fatol,small_molecule,"EMB-Fatol 400 mg, Filmtabletten",0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,8,Ethambutol,NA,EMB-Fatol,small_molecule,"EMB-Fatol 400 mg, Filmtabletten",0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,9,Estradiol,NA,Estrofem,small_molecule,Estrofem 2 mg Filmtabletten,0.9,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,9,Estradiol,NA,Estrofem,small_molecule,Estrofem 2 mg Filmtabletten,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,10,Fexofenadine,NA,NA,small_molecule,Fexofenadin Winthrop 180 mg Filmtabletten,0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,10,Fexofenadine,NA,Fexofenadin Winthrop,small_molecule,Fexofenadin Winthrop 180 mg Filmtabletten,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,11,Norfloxacin,NA,Floxacin,small_molecule,Floxacin 400 mg Filmtabletten,0.5,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,11,Norfloxacin,NA,Floxacin,small_molecule,Floxacin 400 mg Filmtabletten,0.5,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,12,Glentek,NA,Glentek,unknown,Glentek 50 mg filmtabletten,0.3,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,12,Glentek,NA,NA,unknown,Glentek 50 mg filmtabletten,0.4,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,13,Levocetirizine,NA,NA,small_molecule,Levocetirizin-ratiopharm 5 mg Filmtabletten,0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,13,Levocetirizine,NA,NA,small_molecule,Levocetirizin-ratiopharm 5 mg Filmtabletten,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,14,Mycophenolate mofetil,NA,Mowel,small_molecule,Mowel 500 mg Filmtabletten,0.5,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,14,Mycophenolate mofetil,NA,Mowel,small_molecule,Mowel 500 mg Filmtabletten,0.7,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,15,Pirfenidone,NA,NA,small_molecule,Pirfenidon Accord 267 mg Filmtabletten,0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,15,Pirfenidone,NA,NA,small_molecule,Pirfenidon Accord 267 mg Filmtabletten,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,16,Sertraline,NA,NA,small_molecule,Sertralin ratiopharm 50 mg Filmtabletten,0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,16,Sertraline,NA,NA,small_molecule,Sertralin ratiopharm 50 mg Filmtabletten,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,17,Tenofovir disoproxil,NA,NA,small_molecule,Tenofovirdisoproxil Amarox 245 mg Filmtabletten,0.95,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,17,Tenofovir disoproxil,NA,NA,small_molecule,Tenofovirdisoproxil Amarox 245 mg Filmtabletten,0.95,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c1c714360234c342cbf763e2e4cd18508e518f558dbee1feb694c8f8c76e3464,sblk_00257,claude-opus-5,substance-mint-v2,18,Thioctic acid,NA,Thiogamma,small_molecule,Thiogamma 600 mg Filmtabletten,0.9,NA,2026-08-19T17:35:11Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
036ae86430606d43cf37ae0a1445bccc613bf4868a60c4826e09b0e4d186ee3f,sblk_00257,claude-opus-5,substance-mint-v3,18,Thioctic acid,NA,Thiogamma,small_molecule,Thiogamma 600 mg Filmtabletten,0.9,NA,2026-08-20T11:12:05Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
8a4c14d263860dc940ab22da0bc39864659a2ebdd6d4a889e45225e0843ac443,sblk_00258,claude-sonnet-5,substance-mint-v3,1,13C-Methacetin,NA,NA,diagnostic_agent,13C-methacetin,0.9,labeled methacetin diagnostic breath test substrate,2026-08-20T15:05:59Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
8a4c14d263860dc940ab22da0bc39864659a2ebdd6d4a889e45225e0843ac443,sblk_00258,claude-sonnet-5,substance-mint-v3,1,13C-Methacetin,NA,NA,diagnostic_agent,13C-Methacetin,0.9,labeled methacetin diagnostic breath test substrate,2026-08-20T15:05:59Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
7aac5cbbfdf0025fd1859fd672ef2dab3fdecb7e22b8958c23e473f7e1fc8a0d,sblk_00258,claude-sonnet-5,substance-mint-v3,1,Methylnaltrexone,NA,MNTX,small_molecule,MNTX,0.75,NA,2026-08-21T06:44:30Z,NA
8a4c14d263860dc940ab22da0bc39864659a2ebdd6d4a889e45225e0843ac443,sblk_00258,claude-sonnet-5,substance-mint-v3,2,Methacetin,NA,NA,diagnostic_agent,methacetin,0.85,unlabeled methacetin,2026-08-20T15:05:59Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
8a4c14d263860dc940ab22da0bc39864659a2ebdd6d4a889e45225e0843ac443,sblk_00258,claude-sonnet-5,substance-mint-v3,3,Sodium acetate,"1,2-13C sodium salt",NA,diagnostic_agent,"Sodium 1,2-13C acetate",0.8,labeled sodium acetate tracer,2026-08-20T15:05:59Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
e738bd3851f68201f765fcabff76a23601ef770a7a73f3d6446a463a121b65ec,sblk_00259,claude-sonnet-5,substance-mint-v3,1,"17-propionate,21-dihydroxypregn-4-ene-3,20-dione (steroid fragment)",NA,NA,unknown,"17propionate 21dihydroxypregn4ene3, 20dione",0.3,NA,2026-08-20T15:05:58Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
e738bd3851f68201f765fcabff76a23601ef770a7a73f3d6446a463a121b65ec,sblk_00259,claude-sonnet-5,substance-mint-v3,2,"21-dihydroxypregn-4-ene-3,20-dione (steroid fragment)",NA,NA,unknown,"21dihydroxypregn4ene3, 20dione",0.3,NA,2026-08-20T15:05:58Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
8b735219969bbf1d4b79a3e131af2a1d1d25c0f116e14744a32b56c582bcd8b0,sblk_00260,claude-sonnet-5,substance-mint-v3,1,2 ml soluție injectabilă,NA,NA,not_a_substance,2 ml soluție injectabilă,0.9,dosage form description,2026-08-20T15:05:58Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
8b735219969bbf1d4b79a3e131af2a1d1d25c0f116e14744a32b56c582bcd8b0,sblk_00260,claude-sonnet-5,substance-mint-v3,2,injectabila,NA,NA,not_a_substance,injectabila,0.85,dosage form description,2026-08-20T15:05:58Z,msgbatch_019wNVxqVmyjbPnhmRDigT8k
c31ad3d8525f0850a21ec77f3646df5bba34ee74768317991852473d02b08b4e,sblk_00261,claude-opus-5,substance-mint-v2,1,"2,5 mg cápsulas duras.",NA,NA,not_a_substance,"2,5 mg cápsulas duras.",0.9,dosage form only,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
d91ca0e516004fd99f122129c77bfea702bfe18a421994d86b88b1005ecf8ad9,sblk_00261,claude-opus-5,substance-mint-v3,1,"2,5 mg cápsulas duras.",NA,NA,not_a_substance,"2,5 mg cápsulas duras.",0.9,dosage form only,2026-08-20T11:12:04Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
222d28d0eced63a7d0137b9b180cac8d7ae6b7924f71de902f440a1a5bcfc570,sblk_00261,claude-sonnet-5,substance-mint-v3,1,Mercaptopurine,NA,NA,small_molecule,Mercaptopurin,0.9,NA,2026-08-21T06:44:34Z,NA
c31ad3d8525f0850a21ec77f3646df5bba34ee74768317991852473d02b08b4e,sblk_00261,claude-opus-5,substance-mint-v2,2,10 mg cápsulas duras,NA,NA,not_a_substance,10 mg cápsulas duras,0.9,NA,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
c31ad3d8525f0850a21ec77f3646df5bba34ee74768317991852473d02b08b4e,sblk_00261,claude-opus-5,substance-mint-v2,2,10 mg cápsulas duras,NA,NA,not_a_substance,10 mg cápsulas duras.,0.9,NA,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
d91ca0e516004fd99f122129c77bfea702bfe18a421994d86b88b1005ecf8ad9,sblk_00261,claude-opus-5,substance-mint-v3,2,10 mg cápsulas duras,NA,NA,not_a_substance,10 mg cápsulas duras,0.9,dosage form only,2026-08-20T11:12:04Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
d91ca0e516004fd99f122129c77bfea702bfe18a421994d86b88b1005ecf8ad9,sblk_00261,claude-opus-5,substance-mint-v3,2,10 mg cápsulas duras,NA,NA,not_a_substance,10 mg cápsulas duras.,0.9,dosage form only,2026-08-20T11:12:04Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c31ad3d8525f0850a21ec77f3646df5bba34ee74768317991852473d02b08b4e,sblk_00261,claude-opus-5,substance-mint-v2,3,10 mg cápsulas duras de liberación modificada,NA,NA,not_a_substance,10 mg cápsulas duras de liberación modificada,0.9,NA,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
d91ca0e516004fd99f122129c77bfea702bfe18a421994d86b88b1005ecf8ad9,sblk_00261,claude-opus-5,substance-mint-v3,3,10 mg cápsulas duras de liberación modificada,NA,NA,not_a_substance,10 mg cápsulas duras de liberación modificada,0.9,dosage form only,2026-08-20T11:12:04Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c31ad3d8525f0850a21ec77f3646df5bba34ee74768317991852473d02b08b4e,sblk_00261,claude-opus-5,substance-mint-v2,4,Pancrelipase,NA,Kreon,biologic,Kreon 35 000 U cápsulas duras gastrorresistentes,0.9,NA,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
d91ca0e516004fd99f122129c77bfea702bfe18a421994d86b88b1005ecf8ad9,sblk_00261,claude-opus-5,substance-mint-v3,4,Pancreatin,NA,Kreon,small_molecule,Kreon 35 000 U cápsulas duras gastrorresistentes,0.9,NA,2026-08-20T11:12:04Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c31ad3d8525f0850a21ec77f3646df5bba34ee74768317991852473d02b08b4e,sblk_00261,claude-opus-5,substance-mint-v2,5,Rifampicin,NA,Rimactán,small_molecule,Rimactán 300 mg cápsulas duras,0.95,NA,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
d91ca0e516004fd99f122129c77bfea702bfe18a421994d86b88b1005ecf8ad9,sblk_00261,claude-opus-5,substance-mint-v3,5,Rifampicin,NA,Rimactán,small_molecule,Rimactán 300 mg cápsulas duras,0.93,NA,2026-08-20T11:12:04Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
c31ad3d8525f0850a21ec77f3646df5bba34ee74768317991852473d02b08b4e,sblk_00261,claude-opus-5,substance-mint-v2,6,Loperamide,NA,Sindiar,small_molecule,Sindiar 2 mg cápsulas duras,0.85,NA,2026-08-19T17:35:12Z,msgbatch_01VUPZw8snBWJFhMBQVrcGFv
d91ca0e516004fd99f122129c77bfea702bfe18a421994d86b88b1005ecf8ad9,sblk_00261,claude-opus-5,substance-mint-v3,6,Loperamide,NA,Sindiar,small_molecule,Sindiar 2 mg cápsulas duras,0.8,NA,2026-08-20T11:12:04Z,msgbatch_01DvhyyUsqtEdAM1b4DXLJNR
