entity_id,canonical,legal_entity,parent,entity_type,salt_form,brand,confidence,decided_by,decided_at_utc,model_id,prompt_version,merged_into,note
ent_000472,Alcohol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alcohol
ent_000473,Alcuronium,,,,chloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alcuronium
ent_000474,Alcuronium chloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000473,alcuronium chloride
ent_000475,Aldafermin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aldafermin
ent_000476,Aldastotug,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aldastotug
ent_000477,Aldesleukin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aldesleukin
ent_000478,Aldosterone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aldosterone
ent_000479,Aldoxorubicin,,,,hydrochloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aldoxorubicin
ent_000480,Aldoxorubicin hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000479,aldoxorubicin hydrochloride
ent_000481,Aldumastat,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aldumastat
ent_000482,Alectinib,,,,hydrochloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alectinib
ent_000483,Alectinib hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000482,alectinib hydrochloride
ent_000484,Alefacept,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alefacept
ent_000485,Aleglitazar,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aleglitazar
ent_000486,Alemcinal,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alemcinal
ent_000487,Alemtuzumab,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alemtuzumab
ent_000488,Alemtuzumab beta,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alemtuzumab beta
ent_000489,Alendronate sodium,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alendronate sodium
ent_000490,Alendronate sodium trihydrate|colecalciferol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alendronate sodium trihydrate|colecalciferol
ent_000491,Alendronic acid,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alendronic acid
ent_000492,Alendronic acid|colecalciferol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alendronic acid|colecalciferol
ent_000493,Aleniglipron,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aleniglipron
ent_000494,Alentemol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alentemol
ent_000495,Aleplasinin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aleplasinin
ent_000496,Alepride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alepride
ent_000497,Alestramustine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alestramustine
ent_000498,Aletamine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aletamine
ent_000499,Aletekitug,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aletekitug
ent_000500,Alethine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alethine
ent_000501,Alexidine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alexidine
ent_000502,Alexitol sodium,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alexitol sodium
ent_000503,Alextatug,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alextatug
ent_000504,Alfacalcidol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfacalcidol
ent_000505,Alfadex,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfadex
ent_000506,Alfadolone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfadolone
ent_000507,Alfaprostol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfaprostol
ent_000508,Alfatradiol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfatradiol
ent_000509,Alfaxalone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfaxalone
ent_000510,Alfentanil,,,,hydrochloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfentanil
ent_000511,Alfentanil hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000510,alfentanil hydrochloride
ent_000512,Alferminogene tadenovec,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alferminogene tadenovec
ent_000513,Alfimeprase,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfimeprase
ent_000514,Alfuzosin,,,,hydrochloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alfuzosin
ent_000515,Alfuzosin hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000514,alfuzosin hydrochloride
ent_000516,Alg-991,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alg-991
ent_000517,Algeldrate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,algeldrate
ent_000518,Algenpantucel-l,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,algenpantucel-l
ent_000519,Algestone acetonide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,algestone acetonide
ent_000520,Alginic acid,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alginic acid
ent_000521,Alglucerase,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alglucerase
ent_000522,Alglucosidase alfa,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alglucosidase alfa
ent_000523,Alibendol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alibendol
ent_000524,Alicaforsen,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alicaforsen
ent_000525,Aliconazole,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aliconazole
ent_000526,Alifedrine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alifedrine
ent_000527,Aliflurane,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aliflurane
ent_000528,Alilusem,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alilusem
ent_000529,Alimadol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alimadol
ent_000530,Alinastine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alinastine
ent_000531,Alinidine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alinidine
ent_000532,Alintegimod,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alintegimod
ent_000533,Alipamide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alipamide
ent_000534,Alipogene tiparvovec,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alipogene tiparvovec
ent_000535,Alirocumab,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alirocumab
ent_000536,Alisertib,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alisertib
ent_000537,Aliskiren,,,,fumarate,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aliskiren
ent_000538,Aliskiren fumarate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000537,aliskiren fumarate
ent_000539,Aliskiren|amlodipine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aliskiren|amlodipine
ent_000540,Aliskiren|amlodipine|hydrochlorothiazide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aliskiren|amlodipine|hydrochlorothiazide
ent_000541,Aliskiren|hydrochlorothiazide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aliskiren|hydrochlorothiazide
ent_000542,Alisporivir,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alisporivir
ent_000543,Alisvetcel,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alisvetcel
ent_000544,Alitretinoin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alitretinoin
ent_000545,Alizapride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alizapride
ent_000546,Alizulatide vixocianine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alizulatide vixocianine
ent_000547,Alkavervir,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alkavervir
ent_000548,Allantoin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allantoin
ent_000549,Alletorphine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alletorphine
ent_000550,Allicin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allicin
ent_000551,Allitinib,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allitinib
ent_000552,Allobarbital,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allobarbital
ent_000553,Alloclamide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alloclamide
ent_000554,Allogeneic equine adipose-derived mesenchymal stem cells,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allogeneic equine adipose-derived mesenchymal stem cells
ent_000555,"Allogeneic faecal microbiota, pooled",,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,"allogeneic faecal microbiota, pooled"
ent_000556,Allogeneic glioma tumor cell lysates (inactivated)|allogeneic glioma tumor cells (inactivated)|autologous glioma tumor cell lysates (inactivated)|autologous glioma tumor cells (inactivated),,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allogeneic glioma tumor cell lysates (inactivated)|allogeneic glioma tumor cells (inactivated)|autologous glioma tumor cell lysates (inactivated)|autologous glioma tumor cells (inactivated)
ent_000557,Allogeneic t cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (deltalngfr) and the herpes simplex i virus thymidine kinase (hsv-tk mut2),,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allogeneic t cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (deltalngfr) and the herpes simplex i virus thymidine kinase (hsv-tk mut2)
ent_000558,Allogeneic t cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (δlngfr) and the herpes simplex i virus thymidine kinase (hsv-tk mut2),,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allogeneic t cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (δlngfr) and the herpes simplex i virus thymidine kinase (hsv-tk mut2)
ent_000559,"Allogeneic umbilical cord-derived cd34- cells, non-expanded|dorocubicel",,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,"allogeneic umbilical cord-derived cd34- cells, non-expanded|dorocubicel"
ent_000560,Allomethadione,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allomethadione
ent_000561,Allomune,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allomune
ent_000562,Allopurinol,,,,sodium,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allopurinol
ent_000563,Allopurinol sodium,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000562,allopurinol sodium
ent_000564,Allopurinol|lesinurad,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allopurinol|lesinurad
ent_000565,Allyl isothiocyanate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allyl isothiocyanate
ent_000566,Allylestrenol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allylestrenol
ent_000567,Allylprodine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allylprodine
ent_000568,Allylthiourea,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,allylthiourea
ent_000569,Alm-201,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alm-201
ent_000570,Almagate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almagate
ent_000571,Almagodrate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almagodrate
ent_000572,Almasilate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almasilate
ent_000573,Almecillin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almecillin
ent_000574,Almestrone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almestrone
ent_000575,Alminoprofen,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alminoprofen
ent_000576,Almitrine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almitrine
ent_000577,Almokalant,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almokalant
ent_000578,Almorexant,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almorexant
ent_000579,Almotriptan,,,,malate,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almotriptan
ent_000580,Almotriptan malate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000579,almotriptan malate
ent_000581,Almoxatone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almoxatone
ent_000582,Almurtide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,almurtide
ent_000583,Alnespirone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alnespirone
ent_000584,Alniditan,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alniditan
ent_000585,Alnuctamab,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alnuctamab
ent_000586,Alnugranogene aldeparvovec,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alnugranogene aldeparvovec
ent_000587,Alobresib,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alobresib
ent_000588,Aloe,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aloe
ent_000589,Alofanib,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alofanib
ent_000590,Alogabat,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alogabat
ent_000591,Alogliptin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alogliptin
ent_000592,Alogliptin benzoate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alogliptin benzoate
ent_000593,Alogliptin benzoate|metformin hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alogliptin benzoate|metformin hydrochloride
ent_000594,Alogliptin|pioglitazone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alogliptin|pioglitazone
ent_000595,Alomfilimab,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alomfilimab
ent_000596,Alonacic,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alonacic
ent_000597,Alonimid,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alonimid
ent_000598,Aloracetam,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aloracetam
ent_000599,Alosetron,,,,hydrochloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alosetron
ent_000600,Alosetron hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000599,alosetron hydrochloride
ent_000601,Alovudine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alovudine
ent_000602,Alovudine f-18,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alovudine f-18
ent_000603,Aloxiprin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aloxiprin
ent_000604,Aloxistatin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aloxistatin
ent_000605,Alozafone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alozafone
ent_000606,Alpelisib,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alpelisib
ent_000607,Alpertine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alpertine
ent_000608,Alpha-1-antitrypsin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_017734,alpha-1-antitrypsin
ent_000609,Alpha-pinene,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alpha-pinene
ent_000610,Alphacetylmethadol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alphacetylmethadol
ent_000611,Alphameprodine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alphameprodine
ent_000612,Alphamethadol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alphamethadol
ent_000613,Alphaprodine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alphaprodine
ent_000614,Alpibectir,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alpibectir
ent_000615,Alpidem,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alpidem
ent_000616,Alpiropride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alpiropride
ent_000617,Alpitatug,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alpitatug
ent_000618,Alprafenone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alprafenone
ent_000619,Alprazolam,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alprazolam
ent_000620,Alprenolol,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alprenolol
ent_000621,Alprostadil,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alprostadil
ent_000622,Alrestatin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alrestatin
ent_000623,Alrizomadlin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alrizomadlin
ent_000624,Alsactide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alsactide
ent_000625,Alsecovatein,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alsecovatein
ent_000626,Alseroxylon,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alseroxylon
ent_000627,Alsevalimab,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alsevalimab
ent_000628,Alt-2074,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alt-2074
ent_000629,Altanserin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altanserin
ent_000630,Altapizone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altapizone
ent_000631,Alteconazole,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alteconazole
ent_000632,Alteminostat,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alteminostat
ent_000633,Alteplase,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alteplase
ent_000634,Althiazide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,althiazide
ent_000635,Altinicline,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altinicline
ent_000636,Altiratinib,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altiratinib
ent_000637,Altoqualine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altoqualine
ent_000638,Altrenogest,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altrenogest
ent_000639,Altretamine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altretamine
ent_000640,Altropane,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altropane
ent_000641,Altropane i-123,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altropane i-123
ent_000642,Altumomab,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,altumomab
ent_000643,Aluminum acetate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aluminum acetate
ent_000644,Aluminum chloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aluminum chloride
ent_000645,Aluminum clofibrate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aluminum clofibrate
ent_000646,Aluminum hydroxide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aluminum hydroxide
ent_000647,Aluminum phosphate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,aluminum phosphate
ent_000648,Alusulf,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alusulf
ent_000649,Alvameline,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alvameline
ent_000650,Alvamemugene sulseparvovec,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alvamemugene sulseparvovec
ent_000651,Alvelestat,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alvelestat
ent_000652,Alverine,,,,citrate,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alverine
ent_000653,Alverine citrate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000652,alverine citrate
ent_000654,Alvespimycin,,,,hydrochloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alvespimycin
ent_000655,Alvespimycin hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000654,alvespimycin hydrochloride
ent_000656,Alvimopan,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alvimopan
ent_000657,Alvircept sudotox,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alvircept sudotox
ent_000658,Alvocidib,,,,hydrochloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alvocidib
ent_000659,Alvocidib hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000658,alvocidib hydrochloride
ent_000660,Alx-009,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alx-009
ent_000661,Alx-0171,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,alx-0171
ent_000662,Am-211,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,am-211
ent_000663,Am-461,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,am-461
ent_000664,Ama0076,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,ama0076
ent_000665,Amadinone acetate,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,amadinone acetate
ent_000666,Amafolone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,amafolone
ent_000667,Amanozine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,amanozine
ent_000668,Amantadine,,,,hydrochloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,amantadine
ent_000669,Amantadine hydrochloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000668,amantadine hydrochloride
ent_000670,Amantanium,,,,bromide,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,amantanium
ent_000671,Amantanium bromide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000670,amantanium bromide
ent_000672,Amantocillin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,amantocillin
ent_000673,Amatuximab,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,amatuximab
ent_000674,Ambamustine,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,ambamustine
ent_000675,Ambasilide,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,ambasilide
ent_000676,Ambazone,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,ambazone
ent_000677,Ambenonium,,,,chloride,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,ambenonium
ent_000678,Ambenonium chloride,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,ent_000677,ambenonium chloride
ent_000679,Ambenoxan,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,ambenoxan
ent_000680,Ambomycin,,,,,,1,registry,2026-08-18T07:01:59Z,chembl+epar,substance-registry-v1,,ambomycin
