cache_key,group_key,loser_id,winner_id,confidence,model_id,prompt_version,reason,decided_at_utc,batch_id
1fdac9b0545c44a49921a00ba840d2b7b078bbd5df04c283328d42d977241a4d,ent_004415|ent_004416,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
5c479e14fa45cfc357b9f5603addcdfbe56164c75f1b720d1977902bb0887ffe,ent_004430|ent_004431,ent_004431,ent_004430,0.55,claude-opus-5,substance-consolidate-v1,"Both are esters of the same parent steroid desoxycorticosterone; bare INN absent, so first entry survives.",2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
01c6de7c2d49389e2215e6344a9c7f4e6cbeaa3ae33bdb0c5627b7bbe4ae4ccc,ent_004463|ent_004464|ent_005322|ent_008439|ent_008440|ent_009275|ent_009276|ent_015510|ent_015511|ent_016585,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
506f995c4581f535196b3e6ac86229e21334befc42e10da75772732ebb5ea152,ent_004469|ent_004470|ent_004471|ent_004473|ent_004474,ent_004470,ent_004469,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:13Z,NA
506f995c4581f535196b3e6ac86229e21334befc42e10da75772732ebb5ea152,ent_004469|ent_004470|ent_004471|ent_004473|ent_004474,ent_004474,ent_004469,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:13Z,NA
506f995c4581f535196b3e6ac86229e21334befc42e10da75772732ebb5ea152,ent_004469|ent_004470|ent_004471|ent_004473|ent_004474,ent_004473,ent_004469,0.8,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:13Z,NA
88347789244de8ba7a59deb6bb09934fdd8fd8d19e82ae6b31b54a55b9976919,ent_004496|ent_004497,ent_004497,ent_004496,0.95,claude-opus-5,substance-consolidate-v1,Mucate salt of the same INN,2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
7f3efc635a255decaa8d502442776c05e3e86e9ba73b72db2fef682a248ef238,ent_004505|ent_008534|ent_008536|ent_014776|ent_019403,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
968ee15fbc571773c0d8e63418125d2f402bcfb6cbf8677fb2e83a4435651235,ent_004514|ent_004515,ent_004515,ent_004514,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
e473b41cb557a51b41bfd4e2f422c1ab311842f6c357443c0ee0b2490b5500fe,ent_004525|ent_004526|ent_004527|ent_004528|ent_004529|ent_008307,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
e3ebc61d789263b7d0b2fa58d9d954802fdd2d2e3959e5cd68f479855f4f58ec,ent_004539|ent_004541|ent_004542|ent_013189|ent_013191,ent_004541,ent_004539,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
e3ebc61d789263b7d0b2fa58d9d954802fdd2d2e3959e5cd68f479855f4f58ec,ent_004539|ent_004541|ent_004542|ent_013189|ent_013191,ent_013191,ent_013189,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
7604fa28a3a87c37a3e3626d23952cf7006c19945c69613e8624a97b12d6fabc,ent_004546|ent_021316,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
dcfc8b99fef2579262bce71ce00bd533ae4ae03350ed0c776a44f3904b995527,ent_004556|ent_004557,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
989d4e8f416e4c7450460d4c225c26f1b9e74d86471b56306cd4d630c05518a2,ent_004570|ent_004571,ent_004571,ent_004570,0.97,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
64a69ba59fd34f8cc7fdc7eb7ffc21d7c991e69f67c8d7a09950e16f8dbc9ccc,ent_004580|ent_004581,ent_004581,ent_004580,0.7,claude-opus-5,substance-consolidate-v1,Both are salts of diatrizoic acid (the INN); merged into the first listed entry.,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
fad31a8ebd637806f8d21fa42e75710e5d128d52f187fcbc321c0c88d8ec5ada,ent_004587|ent_004588,ent_004588,ent_004587,0.75,claude-opus-5,substance-consolidate-v1,Diazoxide choline is a salt form of diazoxide,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
46f3f2f9c3317b893fe9fe1a3bdb8042173552315cb3f0d8cd3a9d023df163fc,ent_004619|ent_004620|ent_004621|ent_011466|ent_021175,ent_004620,ent_004619,0.9,claude-opus-5,substance-consolidate-v1,Diclofenac epolamine is a salt of diclofenac; combination and etalhyaluronate conjugate kept separate,2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
3d15ed4ccd11424aeb00d430d3299438160060a1ca66308272ded485fe5b2bfc,ent_004632|ent_005185|ent_005186|ent_018578,ent_005186,ent_005185,0.8,claude-opus-5,substance-consolidate-v1,Dicobalt edetate is a distinct antidote; calcium disodium edetate hydrate variants merged together but kept from the generic 'Edetate' entry.,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
704c6bf94dad3266670b9b64089772c859ac1c21fbb0eb3b2a7ab4ef5091610d,ent_004654|ent_004655,ent_004655,ent_004654,0.85,claude-opus-5,substance-consolidate-v1,Diphosphate ester/salt of diethylstilbestrol merges into bare INN,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
055f903068f0cdfee3986ba7df9542f1cbd92d1868948564a55a5d55df29b4eb,ent_004685|ent_018490,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
6753e8e6824122d9278a63a9d6c7b66958364bb834565ab0b11eff740c0d1411,ent_004687|ent_019522,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
3a1028accc2211bf8c9d82af8e8095b084368edd7d8124969350bd86eeafc55a,ent_004713|ent_004714,ent_004714,ent_004713,0.95,claude-opus-5,substance-consolidate-v1,Salt of same INN,2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
6a6e65fc5c0f538d2e12994b661b93ef4935b5245637ad5af59a53adb2e94226,ent_004758|ent_008750|ent_013365|ent_018582|ent_018615,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
efc3a0051fdd402a3f66303f4e72ae1fce2e2d59252f2cd187a1dc8ea40eb736,ent_004765|ent_004766,ent_004766,ent_004765,0.93,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
3700b741eb4480f2b43d18fe55b3832e41aa523f2967cd109d36718b059634c3,ent_004768|ent_007990|ent_007991|ent_012111|ent_013112,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
51c4951e0b67a2b78888aaea8391495401caba3fb32dcbe02e22c86725de086b,ent_004770|ent_004771,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
534fe3444ee1cf4d73cd889cb65381cea12d678429c4c51162398c8f727e13cc,ent_004772|ent_004773,ent_004773,ent_004772,0.8,claude-opus-5,substance-consolidate-v1,Diodone acid is the acid form of diodone (iodopyracet); same substance.,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f17d2b66cb6885d5c1a5a73258aaeeb10a68d543c8627a4f69046e459ddc14a8,ent_004787|ent_004788,ent_004788,ent_004787,0.97,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
c764815d0c5a4347bee018f65508f4956d24edab417c28d2e1e28ea0397c0d7e,ent_004802|ent_004803|ent_004804|ent_004805|ent_004806|ent_004807|ent_004808|ent_004809|ent_004810|ent_006333|ent_013072|ent_018500,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
116d422157c3dd5e80e2a4d07674f7ec66f019101dc00430bb0274b151bdcf0b,ent_004830|ent_004831,ent_004831,ent_004830,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
6ae8d17185553ed892e7b72aecbd12244c71eb8cf38cd4521a628e5b35f0a019,ent_004838|ent_004839,ent_004839,ent_004838,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
01fca9ea4719fdfa544bd880579286e35c05a47851a96ffd02e4b997de82d1ab,ent_004843|ent_004844,ent_004843,ent_004844,0.5,claude-opus-5,substance-consolidate-v1,"Disitamab is likely shorthand for the ADC disitamab vedotin, the named INN product.",2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
ea72f2604bf3840e1dff747c9ff87e177ae071c7ec70fd98e90cf3fd8d40a999,ent_004865|ent_004866,ent_004866,ent_004865,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
340b22a0a47b446a9448c1932a9a676787a2098486bdf9730e476977959d583f,ent_004875|ent_004876,ent_004876,ent_004875,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
e4913c9f638fd78b818dfeebfdf18101ae35751a63a4a173aca0f6cd151f36e3,ent_004893|ent_011537|ent_016767|ent_018365|ent_021179,ent_018365,ent_004893,0.6,claude-opus-5,substance-consolidate-v1,"CriPec is a docetaxel formulation; entry 5 is a combination, kept separate",2026-08-20T17:18:23Z,NA
00cebbea98b9a33622a760bfacddedbba5861092b56bd3443d7ec4f21f6f42c4,ent_004921|ent_013614,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
dac590e634aa92686bdf61b6e9e024dd2dda9c4c14fc63c8d7a913a36a473461,ent_004936|ent_009685|ent_009687,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
c64043f962ce7b4c31d3b11b1f65b4162b3165d540ea7fe68dde6b2a0d141d1e,ent_004946|ent_004948,ent_004948,ent_004946,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
fba6dc063e80a460a52ef39428c616d3afa0a161263da25a9df6dbe0e1568b6b,ent_004994|ent_004995|ent_005008,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
ed0ee88de1abbbf1bdb616f8654fa92e33bad114789e275610dd4effe1aa9f58,ent_005004|ent_005006|ent_017242|ent_020121,ent_020121,ent_005006,0.6,claude-opus-5,substance-consolidate-v1,Zoptarelin doxorubicin is a distinct conjugate; liposomal/pegylated liposomal formulations grouped together and kept apart from conventional doxorubicin.,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
04bcf9fa43269a7d81815b1de42a34f62be8eeaaa41b8747f3695b96bc14b4cc,ent_005009|ent_005012|ent_005013|ent_018386,ent_005013,ent_005009,0.95,claude-opus-5,substance-consolidate-v1,Salts merge into INN; D-PLEX is a distinct formulation/product kept separate.,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
04bcf9fa43269a7d81815b1de42a34f62be8eeaaa41b8747f3695b96bc14b4cc,ent_005009|ent_005012|ent_005013|ent_018386,ent_005012,ent_005009,0.85,claude-opus-5,substance-consolidate-v1,Salts merge into INN; D-PLEX is a distinct formulation/product kept separate.,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f20b32647ed8492d89de6f9ed60b7d0b59429a25832a42b53c51246c45a531af,ent_005018|ent_005019,ent_005018,ent_005019,0.7,claude-opus-5,substance-consolidate-v1,[18F]DPA-714 is the radiolabeled form of the same ligand DPA-714; bare name survives.,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
76d2f3fde6ba2795796abbaab2ed52d886ffcb936f3ec7b8c2567ed21ba5628c,ent_005045|ent_005046|ent_005790|ent_005793|ent_021183,ent_005793,ent_005046,0.85,claude-opus-5,substance-consolidate-v1,1 and 2 are single agents; 3 and 5 are the same combination (order differs); 4 is a different combination.,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f6537cc18f0e391a0fbf8c20af31842dbf9acab299570b226dd01654039da719,ent_005059|ent_018463|ent_018464|ent_018628|ent_019007|ent_019336|ent_020113|ent_020300|ent_020478,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
2d630a2b59a41525328514fb6eedef78a8ef2b5436f3187ba5dfab5d7f627402,ent_005060|ent_005061|ent_005062|ent_005063|ent_005064|ent_005065|ent_005066|ent_018425|ent_018426,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
7b64dd741aecab99fc635eefef806ca6087b56a7b6da21d2f961eec32034645a,ent_005067|ent_019476|ent_019477|ent_019482|ent_019483,ent_019483,ent_019482,0.8,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
7b64dd741aecab99fc635eefef806ca6087b56a7b6da21d2f961eec32034645a,ent_005067|ent_019476|ent_019477|ent_019482|ent_019483,ent_019477,ent_019476,0.7,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
33281f40d43f0ab101708bc95b6613717587ad067055743b0f946eb6c030f959,ent_005070|ent_018428|ent_018429,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
cbb0efe475a6414d57e4722d41f4f248833619818cb859fe0fe5f955edc0b66c,ent_005084|ent_016831|ent_016832,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
c3a7b3472ba33f3d3f810c30a2463f2e6090d08c489bdafb7965cb7d2b05a40f,ent_005096|ent_015093|ent_021184,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
e6fa4796e1e1de6038ace5de5919747e23b948f4d52bab00bca16ba374fac73b,ent_005124|ent_006537,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
b6882e0ac8416b804f1cf6a93d865598dc40db1e0226128abd5a06545a49957c,ent_005125|ent_006055,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
174f11cbe705a971c1ae6b8fd5726a3c0a800881fd573ed238edeef71eff2140,ent_005126|ent_005127|ent_009096,NA,NA,NA,claude-opus-5,substance-consolidate-v1,refusal (bio),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
720449d1633279fb07ba0cc990032d51d6a78f55d4fb5413a119688a80c4d4ed,ent_005129|ent_017274,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
1f6fec717474a1e11d4f0d3339a31da7e7da630dd4df4ca10dd89d9a7deae15c,ent_005143|ent_019397,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
a3d8a6a837b436950162071dfc75155e5b6e33d6ef9a25c91a2a7cf92ca5decb,ent_005153|ent_018577,ent_005153,ent_018577,0.6,claude-opus-5,substance-consolidate-v1,"Both are Echinacea purpurea preparations; merged into the extract entry, though dosage form differs (extract vs powder).",2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
1c5d120204f2ee9dce918e1708ba3f8363fdfc540cac9f7e73025a616c4c7993,ent_005156|ent_005157,ent_005157,ent_005156,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
a9256d3294bb5a15c9a52133fa61408ceed8f658931faa5b8bf4bb153d3f93ca,ent_005202|ent_005203|ent_006866|ent_006870|ent_006871|ent_016799|ent_018822|ent_018823,ent_018822,ent_006866,0.5,claude-opus-5,substance-consolidate-v1,Distinct radiopharmaceuticals kept apart; generic 'Gallium' and 'Gallium Ga-68' treated as the same elemental entry.,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
6394c462d5fea4f2b8b89943074feb86a1e3b18257842200a68181d5a9a71e39,ent_005204|ent_017024|ent_017031,ent_017024,ent_017031,0.6,claude-opus-5,substance-consolidate-v1,Edotreotide Y-90 is a distinct radiopharmaceutical; yttrium chloride Y-90 is a salt form of yttrium-90,2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
ded33cb9b60f9756bb5807218e521e93712fabd236b721de7450566c1121d942,ent_005249|ent_005252|ent_008589|ent_014871,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
5a3551699e769e1e1c7c48e6399707cec316f4cce0ddc70a89e2b3e94b6538d4,ent_005283|ent_005284,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
7617c1cab7ecd5f9e82967dc1e3668a8544994d69eb25ca1dff9a5cb6f78d90b,ent_005304|ent_005305|ent_007198,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:36Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
2cd0c3b1d334b7e6a9ec1e8534c6e8be0882797be127564f3432c15b41044bce,ent_005328|ent_005329,ent_005329,ent_005328,0.97,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
df742354586b4958a2c085a2167c1d070c2b0b430dd23f5bb1c179362ac64cc6,ent_005371|ent_005372|ent_005373,ent_005373,ent_005371,0.95,claude-opus-5,substance-consolidate-v1,Salts of eltrombopag merge into INN,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
df742354586b4958a2c085a2167c1d070c2b0b430dd23f5bb1c179362ac64cc6,ent_005371|ent_005372|ent_005373,ent_005372,ent_005371,0.9,claude-opus-5,substance-consolidate-v1,Salts of eltrombopag merge into INN,2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
7f7ea76d616f298fa19b85b7fd293d29c1c493e820e7100a959cd1769c84b4ab,ent_005381|ent_005382|ent_005455|ent_005456|ent_005457|ent_005459|ent_005460|ent_005462|ent_005463|ent_005464|ent_005465,ent_005463,ent_005462,0.7,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
7f7ea76d616f298fa19b85b7fd293d29c1c493e820e7100a959cd1769c84b4ab,ent_005381|ent_005382|ent_005455|ent_005456|ent_005457|ent_005459|ent_005460|ent_005462|ent_005463|ent_005464|ent_005465,ent_005464,ent_005462,0.7,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
7f7ea76d616f298fa19b85b7fd293d29c1c493e820e7100a959cd1769c84b4ab,ent_005381|ent_005382|ent_005455|ent_005456|ent_005457|ent_005459|ent_005460|ent_005462|ent_005463|ent_005464|ent_005465,ent_005465,ent_005462,0.7,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
10ea8737648ced9e5bcfab7fb84d9cb784624de0a2d4c4ef7473ae5058e3f737,ent_005404|ent_005405|ent_005406,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:38Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
0972246681d7f7869bb9397c08fa1d4919f56a91336c4ea11cb82ea9a941c2bf,ent_005407|ent_005408,ent_005407,ent_005408,0.97,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
9a95a82491960891ac9c61757062d10b5d884d80e68fe0d15f8bbd3630214356,ent_005428|ent_005429,ent_005429,ent_005428,0.6,claude-opus-5,substance-consolidate-v1,Emiltatug is a truncation of the full INN emiltatug ledadotin (antibody-drug conjugate); full name survives.,2026-08-20T17:45:37Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
cb81c350b14df8a9d73a1fdda7f94706520d3edfc9e6340674cec0bbd782a17e,ent_005438|ent_005439|ent_005440|ent_005441,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
40e56e7972025b665c349234c43b05d45cb5e78179e086f9c9789960d071e874,ent_005446|ent_005447|ent_005448,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
06658b7fd8431b8f01052731ae01884fcce4fcd7cb3ed1dd2a644fd41450c406,ent_005475|ent_005476,ent_005476,ent_005475,0.97,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
1b74f467a07573eaaa9224ea483e4801039d5e1bf732c8b5ccef360cefc907ab,ent_005509|ent_005510,ent_005510,ent_005509,0.7,claude-opus-5,substance-consolidate-v1,Entry 2 appears to be a tagged variant of endostatin,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
f8afb6a767663570a0d6648e408868c39789af5a5a9b7569cf96085be2b99d85,ent_005535|ent_005536,ent_005535,ent_005536,0.95,claude-opus-5,substance-consolidate-v1,Enisamium iodide is the iodide salt of enisamium; bare INN survives.,2026-08-20T17:45:35Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
840ade4b5ecbc255101e897d642a8c9802a2718ff61a6c58a49bca9fc6148786,ent_005539|ent_005540,ent_005539,ent_005540,0.8,claude-opus-5,substance-consolidate-v1,Both are salts/forms of enlicitide; bare INN absent so first survives.,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
375f30257faa997a2f0826ec2d761949844ce8153986c966f812a1592cbfd5c2,ent_005542|ent_005543,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
552441394aae8226cbaf53be8c8d8ab2626000bda7a5cf51dcf8984368ef5dc5,ent_005545|ent_005546,NA,NA,NA,claude-opus-5,substance-consolidate-v1,no merges proposed (every entry stands alone),2026-08-20T17:45:40Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
41c8ec9c5fe2c794cf400ae7455120d1c6fe055b549ce6534548c4ece983bca4,ent_005578|ent_005580|ent_006781|ent_009930|ent_009931|ent_009932|ent_009934|ent_009935|ent_009936|ent_014378|ent_014379|ent_018744,ent_009935,ent_009930,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:18Z,NA
41c8ec9c5fe2c794cf400ae7455120d1c6fe055b549ce6534548c4ece983bca4,ent_005578|ent_005580|ent_006781|ent_009930|ent_009931|ent_009932|ent_009934|ent_009935|ent_009936|ent_014378|ent_014379|ent_018744,ent_009932,ent_009930,0.7,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:18Z,NA
41c8ec9c5fe2c794cf400ae7455120d1c6fe055b549ce6534548c4ece983bca4,ent_005578|ent_005580|ent_006781|ent_009930|ent_009931|ent_009932|ent_009934|ent_009935|ent_009936|ent_014378|ent_014379|ent_018744,ent_009934,ent_009930,0.9,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:18Z,NA
41c8ec9c5fe2c794cf400ae7455120d1c6fe055b549ce6534548c4ece983bca4,ent_005578|ent_005580|ent_006781|ent_009930|ent_009931|ent_009932|ent_009934|ent_009935|ent_009936|ent_014378|ent_014379|ent_018744,ent_009931,ent_009930,0.8,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:18Z,NA
41c8ec9c5fe2c794cf400ae7455120d1c6fe055b549ce6534548c4ece983bca4,ent_005578|ent_005580|ent_006781|ent_009930|ent_009931|ent_009932|ent_009934|ent_009935|ent_009936|ent_014378|ent_014379|ent_018744,ent_009936,ent_009930,0.8,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:18Z,NA
41c8ec9c5fe2c794cf400ae7455120d1c6fe055b549ce6534548c4ece983bca4,ent_005578|ent_005580|ent_006781|ent_009930|ent_009931|ent_009932|ent_009934|ent_009935|ent_009936|ent_014378|ent_014379|ent_018744,ent_014379,ent_014378,0.9,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:18Z,NA
41c8ec9c5fe2c794cf400ae7455120d1c6fe055b549ce6534548c4ece983bca4,ent_005578|ent_005580|ent_006781|ent_009930|ent_009931|ent_009932|ent_009934|ent_009935|ent_009936|ent_014378|ent_014379|ent_018744,ent_005580,ent_005578,0.85,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:18:18Z,NA
5621b9ad336686a189637ada5a4cd7415bbdd4e409db7efe3c180001b2d1c18a,ent_005621|ent_005622,ent_005622,ent_005621,0.95,claude-opus-5,substance-consolidate-v1,NA,2026-08-20T17:45:39Z,msgbatch_01PPA29F2bh3ai5FssZpoVQa
