loser_id,winner_id,loser_name,winner_name,salt_form,n_assigned,reason
ent_004097,ent_004096,Dalbavancin hydrochloride,Dalbavancin,hydrochloride,2,salt/ester rollup: 'Dalbavancin hydrochloride' -> 'Dalbavancin' (hydrochloride)
ent_004137,ent_004136,Dantrolene sodium,Dantrolene,sodium,3,salt/ester rollup: 'Dantrolene sodium' -> 'Dantrolene' (sodium)
ent_004148,ent_004147,Dapagliflozin propanediol monohydrate,Dapagliflozin propanediol,monohydrate,5,salt/ester rollup: 'Dapagliflozin propanediol monohydrate' -> 'Dapagliflozin propanediol' (monohydrate)
ent_004154,ent_004153,Dapiprazole hydrochloride,Dapiprazole,hydrochloride,0,salt/ester rollup: 'Dapiprazole hydrochloride' -> 'Dapiprazole' (hydrochloride)
ent_004175,ent_004174,Daridorexant hydrochloride,Daridorexant,hydrochloride,2,salt/ester rollup: 'Daridorexant hydrochloride' -> 'Daridorexant' (hydrochloride)
ent_004177,ent_004176,Darifenacin hydrobromide,Darifenacin,hydrobromide,0,salt/ester rollup: 'Darifenacin hydrobromide' -> 'Darifenacin' (hydrobromide)
ent_004185,ent_004184,Darotropium bromide,Darotropium,bromide,1,salt/ester rollup: 'Darotropium bromide' -> 'Darotropium' (bromide)
ent_004196,ent_004195,Dasabuvir sodium,Dasabuvir,sodium,0,salt/ester rollup: 'Dasabuvir sodium' -> 'Dasabuvir' (sodium)
ent_004197,ent_004196,Dasabuvir sodium monohydrate,Dasabuvir sodium,monohydrate,1,salt/ester rollup: 'Dasabuvir sodium monohydrate' -> 'Dasabuvir sodium' (monohydrate)
ent_004200,ent_004199,Dasatinib anhydrous,Dasatinib,anhydrous,0,salt/ester rollup: 'Dasatinib anhydrous' -> 'Dasatinib' (anhydrous)
ent_004202,ent_004199,Dasatinib monohydrate,Dasatinib,monohydrate,0,salt/ester rollup: 'Dasatinib monohydrate' -> 'Dasatinib' (monohydrate)
ent_004205,ent_004204,Dasiglucagon hydrochloride,Dasiglucagon,hydrochloride,1,salt/ester rollup: 'Dasiglucagon hydrochloride' -> 'Dasiglucagon' (hydrochloride)
ent_004212,ent_004211,Datelliptium chloride,Datelliptium,chloride,0,salt/ester rollup: 'Datelliptium chloride' -> 'Datelliptium' (chloride)
ent_004216,ent_004215,Daunorubicin citrate,Daunorubicin,citrate,1,salt/ester rollup: 'Daunorubicin citrate' -> 'Daunorubicin' (citrate)
ent_004217,ent_004215,Daunorubicin hydrochloride,Daunorubicin,hydrochloride,4,salt/ester rollup: 'Daunorubicin hydrochloride' -> 'Daunorubicin' (hydrochloride)
ent_004220,ent_004219,Davalintide acetate,Davalintide,acetate,0,salt/ester rollup: 'Davalintide acetate' -> 'Davalintide' (acetate)
ent_004243,ent_004242,Dazostinag sodium,Dazostinag,sodium,0,salt/ester rollup: 'Dazostinag sodium' -> 'Dazostinag' (sodium)
ent_004257,ent_004256,Debrisoquin sulfate,Debrisoquin,sulfate,0,salt/ester rollup: 'Debrisoquin sulfate' -> 'Debrisoquin' (sulfate)
ent_004260,ent_004259,Decamethonium bromide,Decamethonium,bromide,0,salt/ester rollup: 'Decamethonium bromide' -> 'Decamethonium' (bromide)
ent_004274,ent_004273,Deditonium bromide,Deditonium,bromide,0,salt/ester rollup: 'Deditonium bromide' -> 'Deditonium' (bromide)
ent_004276,ent_004275,Defactinib hydrochloride,Defactinib,hydrochloride,0,salt/ester rollup: 'Defactinib hydrochloride' -> 'Defactinib' (hydrochloride)
ent_004281,ent_004280,Deferitazole magnesium,Deferitazole,magnesium,0,salt/ester rollup: 'Deferitazole magnesium' -> 'Deferitazole' (magnesium)
ent_004284,ent_004283,Deferoxamine mesylate,Deferoxamine,mesylate,3,salt/ester rollup: 'Deferoxamine mesylate' -> 'Deferoxamine' (mesylate)
ent_004286,ent_004285,Defibrotide sodium,Defibrotide,sodium,0,salt/ester rollup: 'Defibrotide sodium' -> 'Defibrotide' (sodium)
ent_004292,ent_004291,Degarelix acetate,Degarelix,acetate,2,salt/ester rollup: 'Degarelix acetate' -> 'Degarelix' (acetate)
ent_004304,ent_004303,Delavirdine mesylate,Delavirdine,mesylate,0,salt/ester rollup: 'Delavirdine mesylate' -> 'Delavirdine' (mesylate)
ent_004308,ent_004307,Deleobuvir sodium,Deleobuvir,sodium,0,salt/ester rollup: 'Deleobuvir sodium' -> 'Deleobuvir' (sodium)
ent_004336,ent_004335,Demecarium bromide,Demecarium,bromide,0,salt/ester rollup: 'Demecarium bromide' -> 'Demecarium' (bromide)
ent_004338,ent_004337,Demeclocycline hydrochloride,Demeclocycline,hydrochloride,1,salt/ester rollup: 'Demeclocycline hydrochloride' -> 'Demeclocycline' (hydrochloride)
ent_004350,ent_004349,Denagliptin tosylate,Denagliptin,tosylate,0,salt/ester rollup: 'Denagliptin tosylate' -> 'Denagliptin' (tosylate)
ent_004389,ent_004388,Dequalinium chloride,Dequalinium,chloride,2,salt/ester rollup: 'Dequalinium chloride' -> 'Dequalinium' (chloride)
ent_004394,ent_004393,Derazantinib hydrochloride,Derazantinib,hydrochloride,0,salt/ester rollup: 'Derazantinib hydrochloride' -> 'Derazantinib' (hydrochloride)
ent_004401,ent_004400,Dersimelagon phosphate,Dersimelagon,phosphate,0,salt/ester rollup: 'Dersimelagon phosphate' -> 'Dersimelagon' (phosphate)
ent_004412,ent_004411,Desipramine hydrochloride,Desipramine,hydrochloride,0,salt/ester rollup: 'Desipramine hydrochloride' -> 'Desipramine' (hydrochloride)
ent_004418,ent_004417,Deslorelin acetate,Deslorelin,acetate,0,salt/ester rollup: 'Deslorelin acetate' -> 'Deslorelin' (acetate)
ent_004423,ent_004422,Desmopressin acetate,Desmopressin,acetate,9,salt/ester rollup: 'Desmopressin acetate' -> 'Desmopressin' (acetate)
ent_004435,ent_004434,Desvenlafaxine fumarate,Desvenlafaxine,fumarate,0,salt/ester rollup: 'Desvenlafaxine fumarate' -> 'Desvenlafaxine' (fumarate)
ent_004436,ent_004434,Desvenlafaxine succinate,Desvenlafaxine,succinate,2,salt/ester rollup: 'Desvenlafaxine succinate' -> 'Desvenlafaxine' (succinate)
ent_004458,ent_004457,Deuruxolitinib phosphate,Deuruxolitinib,phosphate,1,salt/ester rollup: 'Deuruxolitinib phosphate' -> 'Deuruxolitinib' (phosphate)
ent_004472,ent_004469,Dexamethasone acetate,Dexamethasone,acetate,4,salt/ester rollup: 'Dexamethasone acetate' -> 'Dexamethasone' (acetate)
ent_004479,ent_004478,Dexbrompheniramine maleate,Dexbrompheniramine,maleate,0,salt/ester rollup: 'Dexbrompheniramine maleate' -> 'Dexbrompheniramine' (maleate)
ent_004482,ent_004481,Dexchlorpheniramine maleate,Dexchlorpheniramine,maleate,4,salt/ester rollup: 'Dexchlorpheniramine maleate' -> 'Dexchlorpheniramine' (maleate)
ent_004491,ent_004490,Dexfenfluramine hydrochloride,Dexfenfluramine,hydrochloride,0,salt/ester rollup: 'Dexfenfluramine hydrochloride' -> 'Dexfenfluramine' (hydrochloride)
ent_004504,ent_004503,Dexmecamylamine hydrochloride,Dexmecamylamine,hydrochloride,0,salt/ester rollup: 'Dexmecamylamine hydrochloride' -> 'Dexmecamylamine' (hydrochloride)
ent_004506,ent_004505,Dexmedetomidine hydrochloride,Dexmedetomidine,hydrochloride,8,salt/ester rollup: 'Dexmedetomidine hydrochloride' -> 'Dexmedetomidine' (hydrochloride)
ent_004508,ent_004507,Dexmethylphenidate hydrochloride,Dexmethylphenidate,hydrochloride,0,salt/ester rollup: 'Dexmethylphenidate hydrochloride' -> 'Dexmethylphenidate' (hydrochloride)
ent_004519,ent_004518,Dexrazoxane hydrochloride,Dexrazoxane,hydrochloride,1,salt/ester rollup: 'Dexrazoxane hydrochloride' -> 'Dexrazoxane' (hydrochloride)
ent_004537,ent_004534,Dextroamphetamine sulfate,Dextroamphetamine,sulfate,5,salt/ester rollup: 'Dextroamphetamine sulfate' -> 'Dextroamphetamine' (sulfate)
ent_004540,ent_004539,Dextromethorphan hydrobromide,Dextromethorphan,hydrobromide,1,salt/ester rollup: 'Dextromethorphan hydrobromide' -> 'Dextromethorphan' (hydrobromide)
ent_004544,ent_004543,Dextromoramide tartrate,Dextromoramide,tartrate,0,salt/ester rollup: 'Dextromoramide tartrate' -> 'Dextromoramide' (tartrate)
ent_004548,ent_004547,Dextrothyroxine sodium,Dextrothyroxine,sodium,0,salt/ester rollup: 'Dextrothyroxine sodium' -> 'Dextrothyroxine' (sodium)
ent_004592,ent_004591,Dibenzepin hydrochloride,Dibenzepin,hydrochloride,0,salt/ester rollup: 'Dibenzepin hydrochloride' -> 'Dibenzepin' (hydrochloride)
ent_004598,ent_004597,Dibrospidium chloride,Dibrospidium,chloride,0,salt/ester rollup: 'Dibrospidium chloride' -> 'Dibrospidium' (chloride)
ent_004600,ent_004599,Dibucaine hydrochloride,Dibucaine,hydrochloride,0,salt/ester rollup: 'Dibucaine hydrochloride' -> 'Dibucaine' (hydrochloride)
ent_004606,ent_004605,Dibutepinephrine hydrochloride,Dibutepinephrine,hydrochloride,0,salt/ester rollup: 'Dibutepinephrine hydrochloride' -> 'Dibutepinephrine' (hydrochloride)
ent_004622,ent_004619,Diclofenac potassium,Diclofenac,potassium,3,salt/ester rollup: 'Diclofenac potassium' -> 'Diclofenac' (potassium)
ent_004623,ent_004619,Diclofenac sodium,Diclofenac,sodium,24,salt/ester rollup: 'Diclofenac sodium' -> 'Diclofenac' (sodium)
ent_004631,ent_004630,Dicloxacillin sodium,Dicloxacillin,sodium,0,salt/ester rollup: 'Dicloxacillin sodium' -> 'Dicloxacillin' (sodium)
ent_004638,ent_004637,Dicyclomine hydrochloride,Dicyclomine,hydrochloride,0,salt/ester rollup: 'Dicyclomine hydrochloride' -> 'Dicyclomine' (hydrochloride)
ent_004650,ent_004649,Diethylcarbamazine citrate,Diethylcarbamazine,citrate,0,salt/ester rollup: 'Diethylcarbamazine citrate' -> 'Diethylcarbamazine' (citrate)
ent_004653,ent_004652,Diethylpropion hydrochloride,Diethylpropion,hydrochloride,0,salt/ester rollup: 'Diethylpropion hydrochloride' -> 'Diethylpropion' (hydrochloride)
ent_004662,ent_004661,Difelikefalin acetate,Difelikefalin,acetate,0,salt/ester rollup: 'Difelikefalin acetate' -> 'Difelikefalin' (acetate)
ent_004664,ent_004663,Difemerine hydrochloride,Difemerine,hydrochloride,0,salt/ester rollup: 'Difemerine hydrochloride' -> 'Difemerine' (hydrochloride)
ent_004670,ent_004669,Difenoxin hydrochloride,Difenoxin,hydrochloride,0,salt/ester rollup: 'Difenoxin hydrochloride' -> 'Difenoxin' (hydrochloride)
ent_004691,ent_004690,Dihydrocodeine bitartrate,Dihydrocodeine,bitartrate,0,salt/ester rollup: 'Dihydrocodeine bitartrate' -> 'Dihydrocodeine' (bitartrate)
ent_004693,ent_004692,Dihydroergotamine mesylate,Dihydroergotamine,mesylate,2,salt/ester rollup: 'Dihydroergotamine mesylate' -> 'Dihydroergotamine' (mesylate)
ent_004695,ent_004694,Dihydrostreptomycin sulfate,Dihydrostreptomycin,sulfate,0,salt/ester rollup: 'Dihydrostreptomycin sulfate' -> 'Dihydrostreptomycin' (sulfate)
ent_004701,ent_004700,Dilevalol hydrochloride,Dilevalol,hydrochloride,0,salt/ester rollup: 'Dilevalol hydrochloride' -> 'Dilevalol' (hydrochloride)
ent_004707,ent_004706,Diltiazem hydrochloride,Diltiazem,hydrochloride,4,salt/ester rollup: 'Diltiazem hydrochloride' -> 'Diltiazem' (hydrochloride)
ent_004708,ent_004706,Diltiazem malate,Diltiazem,malate,0,salt/ester rollup: 'Diltiazem malate' -> 'Diltiazem' (malate)
ent_004734,ent_004733,Dimethindene maleate,Dimethindene,maleate,1,salt/ester rollup: 'Dimethindene maleate' -> 'Dimethindene' (maleate)
ent_004736,ent_004735,Dimethiodal sodium,Dimethiodal,sodium,0,salt/ester rollup: 'Dimethiodal sodium' -> 'Dimethiodal' (sodium)
ent_004739,ent_004738,Dimethisterone anhydrous,Dimethisterone,anhydrous,0,salt/ester rollup: 'Dimethisterone anhydrous' -> 'Dimethisterone' (anhydrous)
ent_004750,ent_004749,Dimetipirium bromide,Dimetipirium,bromide,0,salt/ester rollup: 'Dimetipirium bromide' -> 'Dimetipirium' (bromide)
ent_004785,ent_004784,Dipenine bromide,Dipenine,bromide,0,salt/ester rollup: 'Dipenine bromide' -> 'Dipenine' (bromide)
ent_004793,ent_004792,Diphenhydramine citrate,Diphenhydramine,citrate,0,salt/ester rollup: 'Diphenhydramine citrate' -> 'Diphenhydramine' (citrate)
ent_004794,ent_004792,Diphenhydramine hydrochloride,Diphenhydramine,hydrochloride,7,salt/ester rollup: 'Diphenhydramine hydrochloride' -> 'Diphenhydramine' (hydrochloride)
ent_004796,ent_004795,Diphenidol hydrochloride,Diphenidol,hydrochloride,0,salt/ester rollup: 'Diphenidol hydrochloride' -> 'Diphenidol' (hydrochloride)
ent_004798,ent_004797,Diphenoxylate hydrochloride,Diphenoxylate,hydrochloride,0,salt/ester rollup: 'Diphenoxylate hydrochloride' -> 'Diphenoxylate' (hydrochloride)
ent_004800,ent_004799,Diphenylpyraline hydrochloride,Diphenylpyraline,hydrochloride,0,salt/ester rollup: 'Diphenylpyraline hydrochloride' -> 'Diphenylpyraline' (hydrochloride)
ent_004814,ent_004813,Dipivefrin hydrochloride,Dipivefrin,hydrochloride,0,salt/ester rollup: 'Dipivefrin hydrochloride' -> 'Dipivefrin' (hydrochloride)
ent_004851,ent_004850,Disopyramide phosphate,Disopyramide,phosphate,0,salt/ester rollup: 'Disopyramide phosphate' -> 'Disopyramide' (phosphate)
ent_004854,ent_004853,Distigmine bromide,Distigmine,bromide,0,salt/ester rollup: 'Distigmine bromide' -> 'Distigmine' (bromide)
ent_004856,ent_004855,Disufenton sodium,Disufenton,sodium,1,salt/ester rollup: 'Disufenton sodium' -> 'Disufenton' (sodium)
ent_004864,ent_004863,Ditercalinium chloride,Ditercalinium,chloride,0,salt/ester rollup: 'Ditercalinium chloride' -> 'Ditercalinium' (chloride)
ent_004868,ent_004867,Ditiocarb sodium,Ditiocarb,sodium,0,salt/ester rollup: 'Ditiocarb sodium' -> 'Ditiocarb' (sodium)
ent_004890,ent_004889,Dobutamine hydrochloride,Dobutamine,hydrochloride,3,salt/ester rollup: 'Dobutamine hydrochloride' -> 'Dobutamine' (hydrochloride)
ent_004894,ent_004893,Docetaxel anhydrous,Docetaxel,anhydrous,0,salt/ester rollup: 'Docetaxel anhydrous' -> 'Docetaxel' (anhydrous)
ent_004895,ent_004893,Docetaxel trihydrate,Docetaxel,trihydrate,0,salt/ester rollup: 'Docetaxel trihydrate' -> 'Docetaxel' (trihydrate)
ent_004902,ent_004901,Docusate calcium,Docusate,calcium,0,salt/ester rollup: 'Docusate calcium' -> 'Docusate' (calcium)
ent_004903,ent_004901,Docusate potassium,Docusate,potassium,0,salt/ester rollup: 'Docusate potassium' -> 'Docusate' (potassium)
ent_004904,ent_004901,Docusate sodium,Docusate,sodium,3,salt/ester rollup: 'Docusate sodium' -> 'Docusate' (sodium)
ent_004907,ent_004906,Dodeclonium bromide,Dodeclonium,bromide,0,salt/ester rollup: 'Dodeclonium bromide' -> 'Dodeclonium' (bromide)
ent_004909,ent_004908,Dofamium chloride,Dofamium,chloride,0,salt/ester rollup: 'Dofamium chloride' -> 'Dofamium' (chloride)
ent_004913,ent_004912,Dolasetron mesylate,Dolasetron,mesylate,0,salt/ester rollup: 'Dolasetron mesylate' -> 'Dolasetron' (mesylate)
ent_004918,ent_004917,Dolutegravir sodium,Dolutegravir,sodium,2,salt/ester rollup: 'Dolutegravir sodium' -> 'Dolutegravir' (sodium)
ent_004927,ent_004926,Domiphen bromide,Domiphen,bromide,1,salt/ester rollup: 'Domiphen bromide' -> 'Domiphen' (bromide)
ent_004937,ent_004936,Donepezil hydrochloride,Donepezil,hydrochloride,11,salt/ester rollup: 'Donepezil hydrochloride' -> 'Donepezil' (hydrochloride)
ent_004940,ent_004939,Donidalorsen sodium,Donidalorsen,sodium,1,salt/ester rollup: 'Donidalorsen sodium' -> 'Donidalorsen' (sodium)
ent_004947,ent_004946,Dopamine hydrochloride,Dopamine,hydrochloride,3,salt/ester rollup: 'Dopamine hydrochloride' -> 'Dopamine' (hydrochloride)
ent_004959,ent_004958,Dordaviprone hydrochloride,Dordaviprone,hydrochloride,0,salt/ester rollup: 'Dordaviprone hydrochloride' -> 'Dordaviprone' (hydrochloride)
ent_004964,ent_004963,Doripenem monohydrate,Doripenem,monohydrate,2,salt/ester rollup: 'Doripenem monohydrate' -> 'Doripenem' (monohydrate)
ent_004971,ent_004970,Dorzolamide hydrochloride,Dorzolamide,hydrochloride,4,salt/ester rollup: 'Dorzolamide hydrochloride' -> 'Dorzolamide' (hydrochloride)
ent_004978,ent_004977,Dotefonium bromide,Dotefonium,bromide,0,salt/ester rollup: 'Dotefonium bromide' -> 'Dotefonium' (bromide)
ent_004980,ent_004979,Dothiepin hydrochloride,Dothiepin,hydrochloride,1,salt/ester rollup: 'Dothiepin hydrochloride' -> 'Dothiepin' (hydrochloride)
ent_004984,ent_004983,Dovitinib lactate,Dovitinib,lactate,0,salt/ester rollup: 'Dovitinib lactate' -> 'Dovitinib' (lactate)
ent_004987,ent_004986,Doxacurium chloride,Doxacurium,chloride,0,salt/ester rollup: 'Doxacurium chloride' -> 'Doxacurium' (chloride)
ent_004990,ent_004989,Doxapram hydrochloride,Doxapram,hydrochloride,0,salt/ester rollup: 'Doxapram hydrochloride' -> 'Doxapram' (hydrochloride)
ent_004993,ent_004992,Doxazosin mesylate,Doxazosin,mesylate,2,salt/ester rollup: 'Doxazosin mesylate' -> 'Doxazosin' (mesylate)
ent_004999,ent_004998,Doxepin hydrochloride,Doxepin,hydrochloride,1,salt/ester rollup: 'Doxepin hydrochloride' -> 'Doxepin' (hydrochloride)
ent_005005,ent_005004,Doxorubicin hydrochloride,Doxorubicin,hydrochloride,18,salt/ester rollup: 'Doxorubicin hydrochloride' -> 'Doxorubicin' (hydrochloride)
ent_005010,ent_005009,Doxycycline anhydrous,Doxycycline,anhydrous,3,salt/ester rollup: 'Doxycycline anhydrous' -> 'Doxycycline' (anhydrous)
ent_005011,ent_005009,Doxycycline calcium,Doxycycline,calcium,0,salt/ester rollup: 'Doxycycline calcium' -> 'Doxycycline' (calcium)
ent_005014,ent_005009,Doxycycline hydrochloride,Doxycycline,hydrochloride,0,salt/ester rollup: 'Doxycycline hydrochloride' -> 'Doxycycline' (hydrochloride)
ent_005016,ent_005015,Doxylamine succinate,Doxylamine,succinate,0,salt/ester rollup: 'Doxylamine succinate' -> 'Doxylamine' (succinate)
ent_005033,ent_005032,Droclidinium bromide,Droclidinium,bromide,0,salt/ester rollup: 'Droclidinium bromide' -> 'Droclidinium' (bromide)
ent_005040,ent_005039,Dronedarone hydrochloride,Dronedarone,hydrochloride,1,salt/ester rollup: 'Dronedarone hydrochloride' -> 'Dronedarone' (hydrochloride)
ent_005075,ent_005074,Dubermatinib tartrate,Dubermatinib,tartrate,0,salt/ester rollup: 'Dubermatinib tartrate' -> 'Dubermatinib' (tartrate)
ent_005081,ent_005080,Duloxetine hydrochloride,Duloxetine,hydrochloride,3,salt/ester rollup: 'Duloxetine hydrochloride' -> 'Duloxetine' (hydrochloride)
ent_005092,ent_005091,Durlobactam sodium,Durlobactam,sodium,0,salt/ester rollup: 'Durlobactam sodium' -> 'Durlobactam' (sodium)
ent_005099,ent_005098,Dutogliptin tartrate,Dutogliptin,tartrate,2,salt/ester rollup: 'Dutogliptin tartrate' -> 'Dutogliptin' (tartrate)
ent_005103,ent_005102,Duvelisib monohydrate,Duvelisib,monohydrate,0,salt/ester rollup: 'Duvelisib monohydrate' -> 'Duvelisib' (monohydrate)
ent_005105,ent_005104,Duvoglustat hydrochloride,Duvoglustat,hydrochloride,2,salt/ester rollup: 'Duvoglustat hydrochloride' -> 'Duvoglustat' (hydrochloride)
ent_005111,ent_005110,Dyclonine hydrochloride,Dyclonine,hydrochloride,0,salt/ester rollup: 'Dyclonine hydrochloride' -> 'Dyclonine' (hydrochloride)
ent_005132,ent_005131,Ebaresdax hydrochloride,Ebaresdax,hydrochloride,0,salt/ester rollup: 'Ebaresdax hydrochloride' -> 'Ebaresdax' (hydrochloride)
ent_005169,ent_005168,Econazole nitrate,Econazole,nitrate,1,salt/ester rollup: 'Econazole nitrate' -> 'Econazole' (nitrate)
ent_005171,ent_005170,Ecopipam hydrochloride,Ecopipam,hydrochloride,1,salt/ester rollup: 'Ecopipam hydrochloride' -> 'Ecopipam' (hydrochloride)
ent_005187,ent_018578,Edetate disodium,Edetate,disodium,0,salt/ester rollup: 'Edetate disodium' -> 'Edetate' (disodium)
ent_005188,ent_005187,Edetate disodium anhydrous,Edetate disodium,anhydrous,0,salt/ester rollup: 'Edetate disodium anhydrous' -> 'Edetate disodium' (anhydrous)
ent_005194,ent_005193,Edifoligide sodium,Edifoligide,sodium,0,salt/ester rollup: 'Edifoligide sodium' -> 'Edifoligide' (sodium)
ent_005207,ent_005205,Edoxaban tosylate,Edoxaban,tosylate,4,salt/ester rollup: 'Edoxaban tosylate' -> 'Edoxaban' (tosylate)
ent_005214,ent_005213,Edrophonium chloride,Edrophonium,chloride,0,salt/ester rollup: 'Edrophonium chloride' -> 'Edrophonium' (chloride)
ent_005221,ent_005220,Efatutazone hydrochloride,Efatutazone,hydrochloride,1,salt/ester rollup: 'Efatutazone hydrochloride' -> 'Efatutazone' (hydrochloride)
ent_005250,ent_005249,Eflornithine hydrochloride,Eflornithine,hydrochloride,1,salt/ester rollup: 'Eflornithine hydrochloride' -> 'Eflornithine' (hydrochloride)
ent_005251,ent_005250,Eflornithine hydrochloride monohydrate,Eflornithine hydrochloride,monohydrate,0,salt/ester rollup: 'Eflornithine hydrochloride monohydrate' -> 'Eflornithine hydrochloride' (monohydrate)
ent_005286,ent_005285,Elacestrant hydrochloride,Elacestrant,hydrochloride,0,salt/ester rollup: 'Elacestrant hydrochloride' -> 'Elacestrant' (hydrochloride)
ent_005292,ent_005291,Elagolix sodium,Elagolix,sodium,1,salt/ester rollup: 'Elagolix sodium' -> 'Elagolix' (sodium)
ent_005294,ent_005293,Elamipretide hydrochloride,Elamipretide,hydrochloride,1,salt/ester rollup: 'Elamipretide hydrochloride' -> 'Elamipretide' (hydrochloride)
ent_005321,ent_005320,Eletriptan hydrobromide,Eletriptan,hydrobromide,0,salt/ester rollup: 'Eletriptan hydrobromide' -> 'Eletriptan' (hydrobromide)
ent_005330,ent_005328,Eliglustat tartrate,Eliglustat,tartrate,1,salt/ester rollup: 'Eliglustat tartrate' -> 'Eliglustat' (tartrate)
ent_005342,ent_005341,Elliptinium acetate,Elliptinium,acetate,0,salt/ester rollup: 'Elliptinium acetate' -> 'Elliptinium' (acetate)
ent_005363,ent_005362,Elsulfavirine sodium,Elsulfavirine,sodium,0,salt/ester rollup: 'Elsulfavirine sodium' -> 'Elsulfavirine' (sodium)
ent_005375,ent_005374,Elubrixin tosylate,Elubrixin,tosylate,0,salt/ester rollup: 'Elubrixin tosylate' -> 'Elubrixin' (tosylate)
ent_005386,ent_005385,Elzasonan hydrochloride,Elzasonan,hydrochloride,0,salt/ester rollup: 'Elzasonan hydrochloride' -> 'Elzasonan' (hydrochloride)
ent_005395,ent_005394,Emavusertib hydrochloride,Emavusertib,hydrochloride,0,salt/ester rollup: 'Emavusertib hydrochloride' -> 'Emavusertib' (hydrochloride)
ent_005396,ent_005394,Emavusertib maleate,Emavusertib,maleate,0,salt/ester rollup: 'Emavusertib maleate' -> 'Emavusertib' (maleate)
ent_005397,ent_005394,Emavusertib mesylate,Emavusertib,mesylate,0,salt/ester rollup: 'Emavusertib mesylate' -> 'Emavusertib' (mesylate)
ent_005398,ent_005394,Emavusertib phosphate,Emavusertib,phosphate,0,salt/ester rollup: 'Emavusertib phosphate' -> 'Emavusertib' (phosphate)
ent_005399,ent_005394,Emavusertib tosylate,Emavusertib,tosylate,0,salt/ester rollup: 'Emavusertib tosylate' -> 'Emavusertib' (tosylate)
ent_005410,ent_005409,Emepronium bromide,Emepronium,bromide,0,salt/ester rollup: 'Emepronium bromide' -> 'Emepronium' (bromide)
ent_005415,ent_005414,Emetine hydrochloride,Emetine,hydrochloride,0,salt/ester rollup: 'Emetine hydrochloride' -> 'Emetine' (hydrochloride)
ent_005427,ent_005426,Emilium tosylate,Emilium,tosylate,0,salt/ester rollup: 'Emilium tosylate' -> 'Emilium' (tosylate)
ent_005436,ent_005435,Emixustat hydrochloride,Emixustat,hydrochloride,1,salt/ester rollup: 'Emixustat hydrochloride' -> 'Emixustat' (hydrochloride)
ent_005445,ent_005444,Emoxypine succinate,Emoxypine,succinate,0,salt/ester rollup: 'Emoxypine succinate' -> 'Emoxypine' (succinate)
ent_005458,ent_005457,Emtricitabine|rilpivirine hydrochloride|tenofovir alafenamide fumarate,Emtricitabine|rilpivirine hydrochloride|tenofovir alafenamide,fumarate,0,salt/ester rollup: 'Emtricitabine|rilpivirine hydrochloride|tenofovir alafenamide fumarate' -> 'Emtricitabine|rilpivirine hydrochloride|tenofovir alafenamide' (fumarate)
ent_005461,ent_005460,Emtricitabine|tenofovir alafenamide fumarate,Emtricitabine|tenofovir alafenamide,fumarate,0,salt/ester rollup: 'Emtricitabine|tenofovir alafenamide fumarate' -> 'Emtricitabine|tenofovir alafenamide' (fumarate)
ent_005477,ent_005475,Enalapril maleate,Enalapril,maleate,5,salt/ester rollup: 'Enalapril maleate' -> 'Enalapril' (maleate)
ent_005479,ent_005478,Enalaprilat anhydrous,Enalaprilat,anhydrous,0,salt/ester rollup: 'Enalaprilat anhydrous' -> 'Enalaprilat' (anhydrous)
ent_005484,ent_005483,Enasidenib mesylate,Enasidenib,mesylate,3,salt/ester rollup: 'Enasidenib mesylate' -> 'Enasidenib' (mesylate)
ent_005492,ent_005491,Encainide hydrochloride,Encainide,hydrochloride,0,salt/ester rollup: 'Encainide hydrochloride' -> 'Encainide' (hydrochloride)
ent_005494,ent_005493,Encaleret sulfate,Encaleret,sulfate,0,salt/ester rollup: 'Encaleret sulfate' -> 'Encaleret' (sulfate)
ent_005496,ent_005495,Encenicline hydrochloride,Encenicline,hydrochloride,0,salt/ester rollup: 'Encenicline hydrochloride' -> 'Encenicline' (hydrochloride)
ent_005498,ent_005497,Encequidar mesylate,Encequidar,mesylate,0,salt/ester rollup: 'Encequidar mesylate' -> 'Encequidar' (mesylate)
ent_005502,ent_005501,Enclomiphene citrate,Enclomiphene,citrate,0,salt/ester rollup: 'Enclomiphene citrate' -> 'Enclomiphene' (citrate)
ent_005575,ent_005574,Ensartinib hydrochloride,Ensartinib,hydrochloride,0,salt/ester rollup: 'Ensartinib hydrochloride' -> 'Ensartinib' (hydrochloride)
ent_005579,ent_005578,Ensitrelvir fumarate,Ensitrelvir,fumarate,0,salt/ester rollup: 'Ensitrelvir fumarate' -> 'Ensitrelvir' (fumarate)
ent_005588,ent_005587,Entecavir anhydrous,Entecavir,anhydrous,0,salt/ester rollup: 'Entecavir anhydrous' -> 'Entecavir' (anhydrous)
ent_005589,ent_005587,Entecavir monohydrate,Entecavir,monohydrate,0,salt/ester rollup: 'Entecavir monohydrate' -> 'Entecavir' (monohydrate)
ent_005605,ent_005604,Enzastaurin hydrochloride,Enzastaurin,hydrochloride,1,salt/ester rollup: 'Enzastaurin hydrochloride' -> 'Enzastaurin' (hydrochloride)
ent_005617,ent_005616,Epelsiban besylate,Epelsiban,besylate,0,salt/ester rollup: 'Epelsiban besylate' -> 'Epelsiban' (besylate)
ent_005625,ent_005624,Ephedrine hydrochloride,Ephedrine,hydrochloride,4,salt/ester rollup: 'Ephedrine hydrochloride' -> 'Ephedrine' (hydrochloride)
